ADHD-HC,ADHD,ANX-HC,ANX,ASD-HC,ASD,BIP-HC,BIP,DEM-HC,DEM,MCI-HC,MCI,MDD-HC,MDD,MS-HC,MS,SCZ-HC,SCZ,x
0.803602355386214,0.8170456517965631,0.4158698204999161,0.2276046304541407,0.9779698356210812,0.9313581155686419,0.6626284875183553,0.8656375071469411,1.0,0.12876490802506568,0.9653838715915684,0.9006080939400294,0.9668552950687146,0.9299272662763881,0.2981510015408321,1.0,0.7538906985161057,0.9772068765694417,2.2727272727272734
0.8782473155524766,0.8845686512758202,0.5014259352457642,0.2869100623330365,1.0,0.9762605815237394,0.577826725403818,0.7958833619210978,0.9886792452830189,0.163533454618961,0.9205182749951654,0.9454812329628853,0.9882780921584479,0.979776476849388,0.24017719568567025,0.9953051643192489,0.6762576909156713,0.9451419741162835,2.575757575757578
0.9348804987876689,0.9420239541746225,0.5898339204831404,0.35565449688334816,0.9991526859854262,1.0,0.493942731277533,0.7312750142938822,0.9559086395233366,0.20072771376591875,0.8650164378263392,0.9742084294401342,0.9971705739692805,1.0,0.19164098613251154,0.9852112676056338,0.5931958016648571,0.9047711029553795,2.878787878787879
0.9755801870453759,0.9814268356188162,0.677067606106358,0.42831700801424755,0.9805117776648026,0.9970555760029445,0.4177679882525698,0.6685725176291214,0.9054617676266137,0.24358196887002223,0.8056468768129955,0.9901446844202139,1.0,0.9916622316835196,0.14984591679506934,0.9694835680751174,0.5083242851972494,0.852424183890284,3.1818181818181834
1.0,1.0,0.7678241905720516,0.5081032947462155,0.9457719030672768,0.9760765550239234,0.3491189427312775,0.5934819897084048,0.8470705064548163,0.2933090762078027,0.739895571456198,1.0,0.9929264349232013,0.9678907220152564,0.11459938366718028,0.9380281690140845,0.4292435758233804,0.7865559204172301,3.4848484848484844
0.99722895739522,0.9980906092692241,0.8528770340546888,0.5982190560997328,0.892560582952042,0.9429517850570482,0.2879955947136564,0.5111492281303602,0.7868917576961271,0.3555690317364059,0.6627344807580738,0.9955965611239254,0.9640258690379951,0.9331204541422743,0.0847457627118644,0.9004694835680751,0.3539630836047774,0.7118022020475179,3.787878787878789
0.9748874263941808,0.9703176531852109,0.9186378124475759,0.6899376669634907,0.8156244704287409,0.9048582995951417,0.2329295154185022,0.4360587002096436,0.7219463753723933,0.4275318374772589,0.5838329143299168,0.9668693646466765,0.9159256265157639,0.8839808408728047,0.060477657935285055,0.8650234741784038,0.2821208830980818,0.6337647286073015,4.09090909090909
0.9457914790439903,0.9244922756465891,0.9625901694346586,0.776313446126447,0.7212336892052195,0.8557232241442768,0.18098384728340675,0.368210405946255,0.6504468718967229,0.49747321609055994,0.5095726165151808,0.9194799748374921,0.8522635408245756,0.8220684761397906,0.04391371340523883,0.8176056338028169,0.2216793340571842,0.5539887966003477,4.3939393939393945
0.8978178039487357,0.8680784586009374,0.9904378459989934,0.8507569011576135,0.6283680732079309,0.7889216047110784,0.13509544787077826,0.30493615399275775,0.5747765640516386,0.5676167374166161,0.43647263585380003,0.8674774585867058,0.7839531123686337,0.7488025545502927,0.03293528505392912,0.7492957746478873,0.1748099891422367,0.4738265404674522,4.696969696969699
0.824731555247662,0.7969102586356536,1.0,0.9075690115761353,0.5432977461447213,0.7138387927861612,0.09966960352422907,0.24890413569658854,0.49731876861966234,0.6401859712957347,0.3651131309224521,0.8148458796393374,0.7122069523039612,0.6661344686890189,0.02446070878274268,0.6697183098591549,0.13536011581614188,0.40332238748309834,5.0
0.7388292344994805,0.7175837528206909,0.9911088743499413,0.9481745325022262,0.45805795627859686,0.6341553183658447,0.0750734214390602,0.19916142557651992,0.42542204568023834,0.7137659187386295,0.29994198414233225,0.7511008597190186,0.6333872271624899,0.5797409969842114,0.016563944530046226,0.5946009389671362,0.10079623597538907,0.34402163415105275,5.3030303030303045
0.6485971596813301,0.6325290748134005,0.9594027847676564,0.980053428317008,0.3760379596678529,0.5476628634523372,0.05800293685756241,0.1558986087287974,0.35829195630585897,0.7841115827774409,0.24153935409011795,0.6829524009226253,0.5523443815683104,0.4944119212346993,0.01078582434514638,0.5326291079812207,0.0732899022801303,0.286073015259803,5.6060606060606055
0.557499134049186,0.5448706821732339,0.9025331320248281,1.0,0.3033384172174208,0.4609863820390136,0.042951541850220265,0.12006861063464837,0.29572989076464745,0.8487972508591065,0.1899052407658093,0.6175298804780877,0.475141471301536,0.41334042930636866,0.0075115562403697995,0.4751173708920188,0.05266015200868621,0.23121498937608653,5.90909090909091
0.4741946657429858,0.4612046519701441,0.8309008555611475,0.9998219056099733,0.23843416370106763,0.3811188811188811,0.02936857562408223,0.09129026110158185,0.2407149950347567,0.9007479280371943,0.14948752659060144,0.5477039211574753,0.4021827000808407,0.33936491041334044,0.00539291217257319,0.4169014084507042,0.037097357944263484,0.18446977013714508,6.212121212121211
0.3981641842743332,0.38031591737545567,0.7478610971313538,0.9745325022261799,0.18234197593628199,0.30806036069193965,0.01908957415565345,0.06842004955212502,0.19503475670307846,0.9403678997372145,0.1171920324888803,0.47452296078842526,0.3367016976556184,0.27177576725208447,0.0034668721109399076,0.3572769953051643,0.02587766920014477,0.14467838516515355,6.515151515151516
0.3238656044336682,0.3065440027772956,0.6550914276128167,0.9268032056990205,0.13557024233180817,0.2451232977548767,0.012114537444933921,0.050505050505050504,0.15551142005958293,0.9719021629270265,0.08973119319280604,0.4067938771230866,0.2813257881972514,0.21305659038495653,0.0023112480739599386,0.3004694835680751,0.01773434672457474,0.11203399652308287,6.81818181818182
0.2530308278489782,0.24474917549036626,0.5624895151820164,0.8644701691896706,0.09811896288764616,0.1935958778064041,0.0078928046989721,0.03640175338288546,0.1221449851042701,0.9947442894683647,0.06729839489460453,0.34430698259593207,0.23120452708164915,0.16551357104843,0.0017334360554699538,0.25305164319248824,0.01158161418747738,0.0861502800849913,7.121212121212121
0.19189470038101836,0.19250130185731643,0.474584801207851,0.7921638468388246,0.0698186748008812,0.1514538093485462,0.005506607929515419,0.025538402896893464,0.09493545183714001,1.0,0.05028040997872752,0.2866429020759069,0.18330638641875505,0.1280823132872095,0.0011556240369799693,0.21056338028169014,0.007057546145494028,0.06355031871740391,7.424242424242426
0.14478697609975755,0.14424579066134352,0.3903707431638987,0.7141585040071238,0.04880528723945094,0.11685682738314317,0.003671071953010279,0.017724413950829045,0.07229394240317775,0.9818071558520315,0.03693676271514214,0.2350597609561753,0.1404607922392886,0.09721483058364379,0.0005778120184899846,0.17300469483568076,0.004162142598624683,0.04500676067220398,7.727272727272727
0.10720471077242813,0.10449574726609964,0.3132024828048985,0.6322350845948352,0.03338417217420776,0.08741258741258741,0.0023861967694566812,0.011816275967219363,0.053227408142999005,0.9436021831412977,0.02668729452717076,0.18997693436779198,0.10751818916734034,0.07273372361185028,0.0001926040061633282,0.1415492957746479,0.0027144408251900108,0.03129225420127487,8.030303030303031
0.07724281260824385,0.07568130532893595,0.24559637644690488,0.5499554764024933,0.022030164378918828,0.06440927493559072,0.0014684287812041115,0.007432818753573471,0.0381330685203575,0.8942793612290277,0.019532005414813383,0.15118473474522962,0.08346806790622474,0.05268759978712081,0.0,0.115962441314554,0.0018096272167933405,0.02221363724164574,8.333333333333336
0.05576723242119848,0.05328935948620031,0.18922999496728737,0.46821015138023153,0.014404338247754618,0.047110783952889215,0.0009177679882525697,0.005145797598627788,0.027606752730883814,0.8403072569233879,0.01373041964803713,0.1201509750471797,0.06487469684721099,0.03636686180592514,0.0,0.0931924882629108,0.0012667390517553383,0.01583928916360827,8.636363636363637
0.0398337374437132,0.03679916681131748,0.14259352457641336,0.38913624220837045,0.009150991357397052,0.03312476996687523,0.0007342143906020558,0.0036211168286639983,0.019860973187686197,0.7861330099049929,0.008895764842390253,0.09477877961836863,0.048100242522231204,0.025013304949441192,0.0,0.07417840375586854,0.0009048136083966703,0.011010237589337455,8.939393939393941
0.02805680637339799,0.02603714632876237,0.10501593692333501,0.31522707034728403,0.005253346890357566,0.022451232977548766,0.0003671071953010279,0.0020964360587002098,0.013902681231380337,0.7234687689508793,0.005414813382324502,0.07381002306563221,0.03354890864995958,0.017030335284725917,0.0,0.05845070422535211,0.0005428881650380022,0.007726482518833301,9.242424242424242
0.019397298233460338,0.018226002430133656,0.07582620365710452,0.24826357969723953,0.003219793255380444,0.015090172984909826,0.00018355359765051394,0.0011435105774728416,0.009533267130089375,0.6494845360824743,0.0036743376522916263,0.0574543929544978,0.02324171382376718,0.01082135887883626,0.0,0.04460093896713615,0.00018096272167933406,0.0054085377631833105,9.545454545454547
0.012642881884308971,0.01197708731123069,0.05385002516356316,0.19376669634906502,0.0018640908320623623,0.009569377990430622,0.0,0.0005717552887364208,0.006355511420059583,0.5748938750758035,0.002320634306710501,0.04319563849863703,0.016572352465642683,0.006563775057654781,0.0,0.03380281690140845,0.0,0.003670079196445818,9.848484848484848
0.007793557325943886,0.007637562923103628,0.03724207347760443,0.15066785396260018,0.0011862396204033216,0.005520794994479205,0.0,0.0001905850962454736,0.004170804369414101,0.5065696381645441,0.0013537033455811255,0.031662822394632,0.01131770412287793,0.004080184495298918,0.0,0.024178403755868546,0.0,0.002511106818620823,10.151515151515152
0.004676134395566332,0.004686686339177226,0.02432477772185875,0.11415850400712378,0.0006778512116590408,0.0031284504968715496,0.0,0.0001905850962454736,0.0025819265143992055,0.44067111380634727,0.0007735447689035003,0.022436569511427973,0.0074777687954729185,0.002483590562355863,0.0,0.016666666666666666,0.0,0.0017384585667374927,10.454545454545457
0.0027710426047800486,0.0027772956084013193,0.01560140915953699,0.08210151380231523,0.0005083884087442806,0.0020242914979757085,0.0,0.0,0.0013902681231380337,0.37355973317161917,0.0005801585766776252,0.015097504717970224,0.005254648342764754,0.0015965939329430547,0.0,0.011502347417840376,0.0,0.0009658103148541626,10.757575757575758
0.0015587114651887772,0.0013886478042006596,0.0097299110887435,0.05841495992876224,0.0001694628029147602,0.001472211998527788,0.0,0.0,0.0009930486593843098,0.31008692136648475,0.00038677238445175013,0.010065003145313483,0.003839935327405012,0.0010643959552953698,0.0,0.008215962441314555,0.0,0.00038632412594166504,11.060606060606062
0.0006927606511950121,0.0006943239021003298,0.0062070122462674045,0.04203027604630454,0.0,0.0009201324990798675,0.0,0.0,0.0007944389275074479,0.2551041034970689,0.00019338619222587506,0.006500314531348291,0.002425222312045271,0.0005321979776476849,0.0,0.006572769953051643,0.0,0.00019316206297083252,11.363636363636363
0.00034638032559750607,0.0003471619510501649,0.0038584130179500084,0.02902938557435441,0.0,0.000368052999631947,0.0,0.0,0.0007944389275074479,0.20921770770163736,0.0,0.00398406374501992,0.0014147130153597412,0.0003547986517651233,0.0,0.004694835680751174,0.0,0.0,11.666666666666668
0.00017319016279875303,0.00017358097552508245,0.0023485992283173965,0.019056099732858416,0.0,0.0001840264998159735,0.0,0.0,0.0005958291956305859,0.17020416413988276,0.0,0.002935625917383099,0.0008084074373484236,0.0,0.0,0.0032863849765258214,0.0,0.0,11.969696969696969
0.00017319016279875303,0.00017358097552508245,0.001342056701895655,0.013000890471950133,0.0,0.0001840264998159735,0.0,0.0,0.00019860973187686197,0.13563776025874266,0.0,0.0023065632208010066,0.0008084074373484236,0.0,0.0,0.002347417840375587,0.0,0.0,12.272727272727273
0.0,0.0,0.0006710283509478275,0.008726625111308993,0.0,0.0,0.0,0.0,0.0,0.10410349706893067,0.0,0.001887188089746278,0.0008084074373484236,0.0,0.0,0.0016431924882629107,0.0,0.0,12.575757575757578
0.0,0.0,0.00033551417547391375,0.005520926090828139,0.0,0.0,0.0,0.0,0.0,0.07762280169799879,0.0,0.0012581253931641854,0.0004042037186742118,0.0,0.0,0.0009389671361502347,0.0,0.0,12.878787878787879
0.0,0.0,0.00016775708773695687,0.003561887800534283,0.0,0.0,0.0,0.0,0.0,0.05801495856074389,0.0,0.000838750262109457,0.0002021018593371059,0.0,0.0,0.0007042253521126761,0.0,0.0,13.181818181818183
0.0,0.0,0.00016775708773695687,0.002493321460373998,0.0,0.0,0.0,0.0,0.0,0.04346068324236911,0.0,0.0004193751310547285,0.0,0.0,0.0,0.00023474178403755868,0.0,0.0,13.484848484848484
0.0,0.0,0.00016775708773695687,0.0017809439002671415,0.0,0.0,0.0,0.0,0.0,0.03173640590256721,0.0,0.00020968756552736424,0.0,0.0,0.0,0.00023474178403755868,0.0,0.0,13.787878787878789
0.0,0.0,0.0,0.001246660730186999,0.0,0.0,0.0,0.0,0.0,0.02263998382858298,0.0,0.00020968756552736424,0.0,0.0,0.0,0.00023474178403755868,0.0,0.0,14.090909090909093
0.0,0.0,0.0,0.0007123775601068567,0.0,0.0,0.0,0.0,0.0,0.016171417020416416,0.0,0.00020968756552736424,0.0,0.0,0.0,0.00023474178403755868,0.0,0.0,14.393939393939394
