age,baseline,subject
85.3,0.8487788376138261,0.7752439558703399
85.4,0.8464598228398245,0.7719576327118599
85.5,0.8440634463412757,0.7685669028786487
85.6,0.8432316952880811,0.7673912672977062
85.7,0.8394620814106216,0.7620711568915521
85.8,0.8377213159258335,0.7596188390528562
85.9,0.8336504453279258,0.7538949594555243
86.0,0.8322266963610534,0.7518967257611645
86.1,0.8268839206763356,0.7444149853678955
86.2,0.8268839206763356,0.7444149853678955
86.3,0.8248469050304208,0.7415694752940027
86.4,0.8227645295631516,0.7386646140248426
86.5,0.8206233078554771,0.7356818982673449
86.6,0.8195062151829248,0.734127497289371
86.7,0.8183689821779546,0.7325462741703669
86.8,0.8154405258407719,0.7284801015331547
86.9,0.8136141749341581,0.7259482879649255
87.0,0.8136141749341581,0.7259482879649255
87.1,0.8070913457949208,0.7169315421984325
87.2,0.8043671234778406,0.7131776385666624
87.3,0.8015843869732188,0.7093503523276106
87.4,0.7987330104575574,0.7054362712475813
87.5,0.797224452740065,0.7033685958549573
87.6,0.7956512571884667,0.701214628200897
87.7,0.7956512571884667,0.701214628200897
87.8,0.7891136401026289,0.6922887640902926
87.9,0.7873251391296191,0.6898540061323161
88.0,0.7873251391296191,0.6898540061323161
88.1,0.7780145093584169,0.6772284926810138
88.2,0.7751423875531119,0.6733505809279259
88.3,0.7731326101172211,0.670641715814164
88.4,0.7731326101172211,0.670641715814164
88.5,0.7687517404746605,0.6647504747692713
88.6,0.7665108291631142,0.6617441344547957
88.7,0.7619403659472583,0.6556275886487832
88.8,0.75712594466703,0.6492064556568639
88.9,0.75712594466703,0.6492064556568639
89.0,0.75712594466703,0.6492064556568639
89.1,0.7529768100990051,0.6436907060821914
89.2,0.7472528109522986,0.6361089133616198
89.3,0.7442100069593665,0.6320915631960671
89.4,0.7442100069593665,0.6320915631960671
89.5,0.7331215950737275,0.61752862629393
89.6,0.7331215950737275,0.61752862629393
89.7,0.7237722426232639,0.605343852672599
89.8,0.7065373202431093,0.5831095822702197
89.9,0.7065373202431093,0.5831095822702197
90.0,0.701901714990686,0.5771800060610147
90.1,0.6965976548171069,0.5704218912372417
90.2,0.6911267509255042,0.5634809303015968
90.3,0.6855148586072285,0.5563925812630357
90.4,0.68264509277417,0.5527801553090068
90.5,0.6762814117439518,0.5447995633228073
90.6,0.6762814117439518,0.5447995633228073
90.7,0.6762814117439518,0.5447995633228073
90.8,0.6690591641608161,0.5357924201558983
90.9,0.6614481531811176,0.5263584244191448
91.0,0.6614481531811176,0.5263584244191448
91.1,0.6567496850596044,0.5205644196235557
91.2,0.6567496850596044,0.5205644196235557
91.3,0.6567496850596044,0.5205644196235557
91.4,0.6273561732168234,0.48483917985578784
91.5,0.6273561732168234,0.48483917985578784
91.6,0.6273561732168234,0.48483917985578784
91.7,0.6273561732168234,0.48483917985578784
91.8,0.6273561732168234,0.48483917985578784
91.9,0.6140057795514599,0.4689134679904608
92.0,0.6058390183886129,0.4592649927463898
92.1,0.6058390183886129,0.4592649927463898
92.5,0.6058390183886129,0.4592649927463898
92.6,0.6058390183886129,0.4592649927463898
92.9,0.6058390183886129,0.4592649927463898
93.0,0.6058390183886129,0.4592649927463898
93.5,0.6058390183886129,0.4592649927463898
93.6,0.6058390183886129,0.4592649927463898
94.0,0.5747261035999959,0.4231671458830323
94.1,0.5747261035999959,0.4231671458830323
94.9,0.4983725192874746,0.3391473419003714
97.4,0.4983725192874746,0.3391473419003714
