x,multi-finetuned,multi-frozen,baseline,linear
0.20600000000000002,6.924978710123305e-05,9.010343485029811e-19,2.371200949855244e-08,6.984001346897005e-14
0.20800000000000002,7.912251891121188e-05,1.6019357609624223e-18,3.092660189233664e-08,1.031535398768684e-13
0.21,9.028470750901617e-05,2.835858565570021e-18,4.024057370756083e-08,1.5195247625167395e-13
0.212,0.00010288718136095733,4.998734453809809e-18,5.2235436040918114e-08,2.232416644040309e-13
0.214,0.00011709595826807094,8.773480426727397e-18,6.7645108605771e-08,3.271045204751659e-13
0.216,0.0001330934557800231,1.533276325928373e-17,8.739341855350905e-08,4.780151535813091e-13
0.218,0.0001510797590701686,2.6681237025889002e-17,1.1264016681471592e-07,6.966916527762355e-13
0.22,0.00017127394427524773,4.623052804596145e-17,1.448375508059564e-07,1.0127059795913905e-12
0.222,0.00019391545458394936,7.976079442655537e-17,1.8579906497482748e-07,1.468148432774888e-12
0.224,0.0002192655255815073,1.3702133225611158e-16,2.377833857674049e-07,2.122757489677762e-12
0.226,0.00024760865552511885,2.343826096215055e-16,3.0359619144169877e-07,3.0610795952812043e-12
0.228,0.0002792541153408013,3.992100532908478e-16,3.867133762709133e-07,4.402432314402351e-12
0.23,0.0003145374922010523,6.770439351974235e-16,4.914296998564601e-07,6.3147269663216786e-12
0.232,0.00035382225957012527,1.143330953040233e-15,6.23037572385624e-07,9.033588260122239e-12
0.234,0.0003975013655971148,1.9225039452341896e-15,7.880414225642873e-07,1.288872126293504e-11
0.23600000000000002,0.00044599883070465743,3.2188678435542177e-15,9.944139332475007e-07,1.8340163203093115e-11
0.23800000000000002,0.0004997713441726604,5.366364348816709e-15,1.2519013666458822e-06,2.6027975275043147e-11
0.24,0.000559309848463012,8.908380519528897e-15,1.572386241851001e-06,3.684015088135163e-11
0.242,0.0006251410989849791,1.4725141166283888e-14,1.9703167767138814e-06,5.2005136452847206e-11
0.244,0.0006978291859753624,2.4236103884161333e-14,2.463213766849706e-06,7.321750165651288e-11
0.246,0.0007779770041771276,3.972000744890996e-14,3.0722669479515855e-06,1.028081150995275e-10
0.248,0.0008662276550605849,6.48185902135727e-14,3.823034372643361e-06,1.4397388162852585e-10
0.25,0.0009632657654588788,1.0532565573304788e-13,4.746259926001573e-06,2.0108693589260615e-10
0.252,0.0010698187057015826,1.704173083933993e-13,5.8788257975579565e-06,2.801094917440321e-10
0.254,0.001186657689644319,2.7456097111832825e-13,7.264858511129907e-06,3.891487330781807e-10
0.256,0.0013145987384263755,4.404637052767437e-13,8.957008971852301e-06,5.391967215209667e-10
0.258,0.0014545034893602557,7.036040933142428e-13,1.1017928901900411e-05,7.451139456437438e-10
0.26,0.0016072798310845118,1.1191651940852125e-12,1.3521967976580279e-05,1.0269326640171596e-09
0.262,0.001773882346011266,1.772590315662821e-12,1.6557117908525087e-05,1.411578618469833e-09
0.264,0.0019553125411884277,2.795578213176931e-12,2.022723162078662e-05,1.935138274174549e-09
0.266,0.0021526188489888465,4.390205076305043e-12,2.4654547453651278e-05,2.645835031113533e-09
0.268,0.002366896379547491,6.865128504631517e-12,2.9982550011582203e-05,3.607923748461637e-09
0.27,0.0025992864076046147,1.0689664783850529e-11,3.637920071469253e-05,4.9067707480564244e-09
0.272,0.0028509755773867187,1.657417559748707e-11,4.404057230480168e-05,6.65545902820314e-09
0.274,0.003123194810373821,2.5588989425623574e-11,5.3194922393117194e-05,9.003349118928263e-09
0.276,0.0034172179022648056,3.933948183946542e-11,6.410724154148206e-05,1.2147138918203649e-08
0.278,0.003734359797161914,6.022258952023578e-11,7.708431125204093e-05,1.6345105827166582e-08
0.28,0.004075974528947313,9.180081439601781e-11,9.248030650568056e-05,2.1935387318677312e-08
0.28200000000000003,0.004443452822011568,1.3934488372608248e-10,0.00011070297603800365,2.9359368528678115e-08
0.28400000000000003,0.004838219345904255,2.1061728805103837e-10,0.0001322204312705674,3.9191505521997125e-08
0.28600000000000003,0.005261729621095578,3.169980966147612e-10,0.000157568571621577,5.217722982671793e-08
0.28800000000000003,0.005715466575844487,4.750946518291441e-10,0.00018735916970272112,6.928096436972946e-08
0.29,0.006200936757140418,7.090318181726066e-10,0.00022228863457011416,9.174674537018104e-08
0.292,0.006719666201794024,1.053694471313685e-09,0.0002631474646474118,1.2117450303897865e-07
0.294,0.007273195976965561,1.5592954799800903e-09,0.00031083039409850763,1.5961572186060727e-07
0.296,0.007863077402703568,2.297779145772287e-09,0.00036634722723055495,2.0969299641749982e-07
0.298,0.008490866972381984,3.3717529878278563e-09,0.00043083434490754,2.747489406396319e-07
0.3,0.00915812099023027,4.926884030357541e-09,0.0005055668549246554,3.590310183202432e-07
0.302,0.009866389948405488,7.169017303743726e-09,0.0005919713448337963,4.6792016371197405e-07
0.304,0.010617212669213033,1.0387696661070855e-08,0.0006916391808500519,6.082125774322313e-07
0.306,0.011412110241097152,1.4988319378878778e-08,0.0008063402802705772,7.884658402719216e-07
0.308,0.012252579779849634,2.153587114671778e-08,0.0009380372673998533,1.0194225118941385e-06
0.31,0.013140088049078479,3.0814109588392686e-08,0.0010888999044379249,1.3145266987768469e-06
0.312,0.014076064976294905,4.3905244143654717e-08,0.001261319669331856,1.6905517110090243e-06
0.314,0.015061897102976108,6.229666014776421e-08,0.0014579243324399872,2.1683599034328116e-06
0.316,0.016098921008604324,8.802312919281483e-08,0.0016815923632834912,2.773819132297361e-06
0.318,0.017188416749935584,1.238553232135005e-07,0.001935466977974572,3.538903967952649e-06
0.32,0.018331601357586724,1.7354840706768757e-07,0.0022229696174735215,4.503013893811853e-06
0.322,0.019529622432422396,2.4216813920398245e-07,0.00254781262703743,5.714545188947068e-06
0.324,0.020783551884157564,3.3651639269778615e-07,0.0029140108885187797,7.232758021188572e-06
0.326,0.022094379854058644,4.656834641804687e-07,0.0033258921400232217,9.129985439345928e-06
0.328,0.023463008862621162,6.417611234916787e-07,0.0037881057023392705,1.1494236398784485e-05
0.33,0.024890248221634523,8.807582398650044e-07,0.004305629319026099,1.4432250614076267e-05
0.332,0.026376808748124696,1.2037701745842992e-06,0.004883773807614488,1.8073068810644358e-05
0.334,0.027923297815318864,1.6384641285761026e-06,0.005528185213570567,2.2572187720335956e-05
0.336,0.029530214773030982,2.2209554411434836e-06,0.006244844157006617,2.8116374777585027e-05
0.338,0.031197946766763154,2.99816459871603e-06,0.0070400620650954045,3.4929222731657733e-05
0.34,0.032926764981400215,4.030761543392898e-06,0.007920473991212809,4.3277529066536525e-05
0.342,0.03471682133169691,5.3968228349481595e-06,0.00889302773540794,5.347858894291098e-05
0.34400000000000003,0.03656814561787834,7.196348314066133e-06,0.009964969000234566,6.590849303443188e-05
0.34600000000000003,0.03848064316065807,9.556807046845044e-06,0.011143822341541508,8.101152276885772e-05
0.34800000000000003,0.04045409292589314,1.26399072956407e-05,0.01243736770570601,9.931073470955732e-05
0.35000000000000003,0.04248814614501316,1.6649811714408138e-05,0.013853612383086262,0.00012141982269220277
0.352,0.04458232543335362,2.1843046396892442e-05,0.015400758252144361,0.00014805634040137626
0.354,0.04673602440466262,2.8540380109454513e-05,0.01708716423961032,0.00018005635784367475
0.356,0.0489485077764107,3.714097709516764e-05,0.01892130397893838,0.00021839061214459424
0.358,0.051218911957178474,4.813915208081922e-05,0.02091171871176126,0.0002641821957617048
0.36,0.053546246104392486,6.214407813705093e-05,0.02306696554451035,0.0003187258030763275
0.362,0.05592939363808253,7.990281515446104e-05,0.025395561244184583,0.00038350852894412257
0.364,0.05836711419419378,0.00010232703696528544,0.027905921832579745,0.00046023217975096377
0.366,0.06085804599934217,0.00013052383637733735,0.030606298316202565,0.0005508370185143822
0.368,0.0634007086477859,0.00016583097719824626,0.03350470896851451,0.0006575268203802938
0.37,0.06599350626081434,0.00020985693815577962,0.03660886866089309,0.0007827950634148233
0.372,0.0686347310087371,0.00026452605281444114,0.03992611581750376,0.0009294520219737987
0.374,0.07132256697618487,0.0003321289894999404,0.04346333764576338,0.0011006524664386955
0.376,0.07405509435248658,0.0004153787333347405,0.047226894366850625,0.001299923604256355
0.378,0.07683029393043926,0.0005174721264705897,0.051222543238316855,0.0015311928237853305
0.38,0.0796460518987824,0.0006421568905888843,0.055455363221800835,0.0017988147254906239
0.382,0.08250016491608143,0.0007938038964080404,0.05992968120171902,0.0021075968458956823
0.384,0.0853903454564332,0.0009774842577187554,0.0646490007041515,0.0024628234000648704
0.386,0.08831422742035996,0.0011990506127269598,0.06961593409765604,0.0028702762902347366
0.388,0.09126937200736161,0.0014652217146974764,0.07483213927816294,0.0033362525538343716
0.39,0.09425327384975483,0.0017836691898188127,0.08029826184730514,0.0038675773561198962
0.392,0.097263367410539,0.0021631050370372667,0.08601388378659085,0.004471611573843958
0.394,0.1002970336509832,0.002613368148062773,0.0919774796078997,0.0051562529698511205
0.396,0.10335160697632326,0.003145507823160198,0.09818638092334517,0.005929929927450448
0.398,0.10642438247028345,0.0037718619586568957,0.10463675032420879,0.006801586701164155
0.4,0.10951262343098583,0.004506127295832279,0.11132356538930785,0.007780659150266183
0.402,0.11261356922209326,0.005363418859952601,0.1182406135579724,0.008877039956572744
0.404,0.11572444345364913,0.00636031549584659,0.12538049850215163,0.010101032391152807
0.406,0.11884246250695647,0.00751488823668509,0.13273465851677094,0.011463291788556883
0.40800000000000003,0.12196484441691077,0.008846708140182702,0.14029339731823223,0.012974754013880499
0.41000000000000003,0.1250888181234094,0.010376830206012905,0.1480459274991525,0.014646550368913984
0.41200000000000003,0.12821163310077793,0.012127750064095534,0.15598042673454413,0.01648990857944477
0.41400000000000003,0.13133056937055074,0.014123330308771111,0.16408410667237144,0.018516039736227657
0.41600000000000004,0.13444294789842928,0.01638869366017695,0.17234329427179124,0.0207360113259743
0.418,0.1375461413708289,0.018950080570382187,0.18074352517750852,0.023160606783566882
0.42,0.14063758534016033,0.02183466946385206,0.18926964854096986,0.02580017231902869
0.422,0.14371478972092838,0.025070358511532446,0.19790594252105267,0.02866445211781584
0.424,0.14677535061094907,0.028685508682645158,0.20663623952111632,0.031762413374734656
0.426,0.1498169624035907,0.03270864879036265,0.21544406004850283,0.03510206299304881
0.428,0.15283743014803602,0.03716814433341827,0.22431275391950714,0.03869025815282578
0.43,0.1558346821052897,0.042091833115907654,0.23322564738031418,0.04253251331699514
0.432,0.15880678243814886,0.04750663187632597,0.242166194575052,0.04663280658987534
0.434,0.16175194396378156,0.05343811944239284,0.25111813166865127,0.05099338866038748
0.436,0.16466854088807253,0.05991010321265045,0.26006563182709896,0.05561459783982379
0.438,0.16755512143169188,0.06694417700610736,0.2689934591732669,0.06049468493086991
0.44,0.17041042024906797,0.07455927946977821,0.2778871197749764,0.06562965182989051
0.442,0.17323337053330226,0.08277126324007177,0.286733007685122,0.07101310785827847
0.444,0.1760231156927167,0.0915924858650918,0.2955185440432358,0.07663614783196236
0.446,0.17877902047833455,0.10103143405862552,0.30423230726498174,0.08248725580341926
0.448,0.18150068143634007,0.11109239312275317,0.31286415239174825,0.08855223824198603
0.45,0.1841879365555742,0.12177517329901849,0.3214053177472324,0.09481419015220795
0.452,0.18684087397754867,0.13307490434949334,0.3298485171517852,0.10125349726516193
0.454,0.18945983963541127,0.14498190880003783,0.3381880160780535,0.1078478769754433
0.456,0.192045443688867,0.1574816629820461,0.3464196902922691,0.11457246014096893
0.458,0.1945985656243452,0.17055485328397477,0.3545410657131917,0.12139991522087809
0.46,0.19712035789373422,0.1841775328846012,0.3625513384335306,0.12830061550848978
0.462,0.1996122479708434,0.19832138171895142,0.37045137408438245,0.13524284943408557
0.464,0.20207593871236745,0.21295406957694657,0.37824368597933444,0.14219307308140552
0.466,0.20451340691955477,0.22803971912489798,0.38593239174815147,0.149116203199635
0.468,0.20692690000790698,0.24353946236013993,0.3935231484570593,0.1559759481185939
0.47000000000000003,0.20931893070507454,0.2594120806649922,0.40102306650956515,0.16273517310960292
0.47200000000000003,0.2116922697114948,0.275614715337085,0.4084406029243639,0.16935629589963236
0.47400000000000003,0.21404993627419322,0.2921036323678749,0.41578543489068615,0.17580170726372943
0.47600000000000003,0.21639518664134927,0.30883502245377104,0.4230683148016757,0.18203421091180946
0.47800000000000004,0.21873150038360925,0.32576581488792966,0.4303009082582627,0.18801747627116266
0.48,0.22106256458748008,0.34285448222165726,0.43749561681450705,0.19371649726417828
0.482,0.22339225594633466,0.3600618115154562,0.4446653874956535,0.19909804980827975
0.484,0.22572462079533442,0.37735161771386555,0.4518235113573376,0.20413114053543485
0.486,0.22806385315777356,0.394691375242488,0.458983413563871,0.20878743915200593
0.488,0.23041427089170077,0.41205274537546394,0.46615843764101766,0.21304168694249026
0.49,0.23278029004699277,0.4294119792573314,0.47336162670019344,0.21687207416515702
0.492,0.2351663975640707,0.44675017964657665,0.4806055045331579,0.2202605794916953
0.494,0.23757712246596932,0.4640534084020473,0.4879018595360868,0.22319326520049754
0.496,0.2400170057152324,0.4813126313424353,0.49526153443728094,0.22566052253360347
0.498,0.24249056892590926,0.49852349722299727,0.5026942247720807,0.22765726245622941
0.5,0.24500228213853523,0.5156859530124555,0.5102082889711729,0.2291830479971892
0.502,0.2475565308821984,0.5328037032136509,0.5178105728044622,0.2302421653773008
0.504,0.2501575827624061,0.5498835264369438,0.5255062507530142,0.23084363222752455
0.506,0.25280955382630266,0.5669344675840874,0.5332986866680506,0.23100114233371444
0.508,0.25551637496766993,0.5839669286169986,0.5411893158213219,0.23073294749410075
0.51,0.2582817586429029,0.6009916847721354,0.5491775501588194,0.2300616782122538
0.512,0.2611091661756752,0.6180188560655058,0.5572607082440759,0.2290141060461573
0.514,0.26400177593214297,0.6350568658805087,0.5654339710231818,0.22762085146820576
0.516,0.2669624526502122,0.6521114192490322,0.5736903641667533,0.22591604203855764
0.518,0.2699937182054957,0.6691845330827637,0.5820207673506103,0.22393692653499014
0.52,0.27309772409309,0.686273649095542,0.59041395043338,0.22172345139911556
0.522,0.2762762258981339,0.7033708575395047,0.598856636082601,0.21931780643796708
0.524,0.2795305600192827,0.7204622562678705,0.6073335879981266,0.21676394715192907
0.526,0.2828616228977315,0.7375274651891208,0.6158277234898689,0.21410710133914806
0.528,0.28626985299028906,0.7545393110809466,0.6243202487931497,0.2113932677514255
0.53,0.28975521570828455,0.7714636922038284,0.6327908151558376,0.20866871454958333
0.532,0.293317191524869,0.7882596264247245,0.6412176934135315,0.20597948513356984
0.534,0.2969547674316381,0.8048794808660523,0.649577964488036,0.20337091861363724
0.536,0.30066643190159453,0.8212693756601697,0.6578477230056746,0.20088719175618866
0.538,0.30445017348941583,0.8373697494217531,0.6660022910400449,0.19857088869610715
0.54,0.3083034831719733,0.8531160697271374,0.6740164388424431,0.19646260407309865
0.542,0.3122233605022691,0.8684396683507379,0.6818646093352134,0.1946005845404803
0.544,0.3162063236185888,0.8832686783511798,0.6895211431106146,0.19302041282917828
0.546,0.3202484231180212,0.8975290483745652,0.696960500701403,0.19175473774562485
0.548,0.3243452597697264,0.911145608754185,0.7041574789690881,0.1908330526573581
0.55,0.3284920060088278,0.924043164095563,0.7110874185906411,0.19028152419090472
0.552,0.3326834311167496,0.9361475879644753,0.7177263998121988,0.19012287204797068
0.554,0.33691392995861474,0.9473868969323783,0.7240514238758896,0.19037630005129202
0.556,0.3411775551132069,0.9576922834429888,0.7300405778092562,0.19105747777191323
0.558,0.34546805219639054,0.9669990895948424,0.7356731805909209,0.1921785713742815
0.56,0.3497788981450443,0.9752477068307296,0.7409299090653558,0.1937483216514057
0.562,0.3541033421959093,0.9823843895325489,0.7457929023673857,0.19577216661444552
0.5640000000000001,0.35843444926258977,0.988361973497002,0.7502458440262442,0.19825240545271497
0.5660000000000001,0.3627651453846508,0.9931404930899437,0.7542740213420086,0.20118840019283443
0.5680000000000001,0.3670882648956678,0.9966876934445108,0.7578643620559822,0.20457681096009192
0.5700000000000001,0.3713965989325377,0.9989794363070431,0.7610054487628715,0.2084118603804137
0.5720000000000001,0.37568294488670884,1.0,0.7636875119280228,0.21268562235663083
0.5740000000000001,0.3799401563794983,0.9997422754454813,0.7659024027692326,0.21738833020658357
0.5760000000000001,0.38416119332868837,0.9982078612852623,0.7676435476316729,0.22250869896174344
0.578,0.38833917166234544,0.9954070618747011,0.7689058858185702,0.22803425649246578
0.58,0.3924674122285641,0.991358792367781,0.769685793132325,0.23395167804923045
0.582,0.396539488446781,0.986090395310988,0.7699809936243256,0.24024711878841826
0.584,0.4005492722476454,0.9796373731945323,0.769790462241316,0.24690653888715094
0.586,0.4044909778542387,0.9720430413426178,0.7691143211872604,0.2539160159458905
0.588,0.40835920296786654,0.9633581054294371,0.7679537328889179,0.26126203953185956
0.59,0.4121489669366887,0.9536401678472466,0.7663107924587108,0.268931782933123
0.592,0.41585574550512255,0.9429531671797077,0.7641884224892636,0.2769133474747382
0.594,0.4194755017661932,0.9313667551879237,0.7615902728909179,0.28519597509678535
0.596,0.4230047129676788,0.9189556160242527,0.758520628298798,0.29377022531082464
0.598,0.42644039285588137,0.9057987328614284,0.7549843253332602,0.3026281131369582
0.6,0.42978010927786725,0.891978607758742,0.7509866817018708,0.31176320517740724
0.602,0.4330219968038631,0.8775804413662954,0.7465334387888122,0.32117067160203355
0.604,0.4361647641757509,0.8626912799637929,0.7416307189964367,0.33084729250225187
0.606,0.4392076964349975,0.8473991383027328,0.7362849986922466,0.34079141780593536
