x,multi-finetuned,multi-frozen,baseline,multi-transferred
0.46892045092632706,0.6258173995201736,0.9733191266479491,1.38147781291731e-06,0.5345874955494233
0.4721754750887588,0.6353688007963055,0.9621638672013068,1.8409138419347783e-06,0.546175781211349
0.47543049925119063,0.6439779634417379,0.9496249504306324,2.4436667118437846e-06,0.5577392919753968
0.47868552341362236,0.651628452781325,0.9359355955069202,3.2312489428271996e-06,0.5693359344068288
0.4819405475760542,0.6583203722519957,0.9213143708172541,4.256178605220716e-06,0.581017562952698
0.48519557173848593,0.6640699082663151,0.905959647052943,5.584590967177547e-06,0.5928272482928141
0.48845059590091766,0.6689083485265572,0.890045091733969,7.299383691357664e-06,0.6047967646483332
0.4917056200633495,0.6728806141250442,0.8737163597556642,9.503981867950005e-06,0.6169443987317801
0.49496064422578123,0.676043366205399,0.8570890833359097,1.2326817466421501e-05,0.6292731743621539
0.4982156683882131,0.678462765679569,0.8402482075673064,1.5926625459203397e-05,0.6417695734857322
0.5014706925506448,0.6802119785649364,0.8232486576461264,2.049866545807977e-05,0.6544028168409225
0.5047257167130766,0.6813685291885887,0.8061172641522294,2.628198266506963e-05,0.6671247464474543
0.5079807408755084,0.6820116083098535,0.7888558169996196,3.356782464857512e-05,0.6798703283831756
0.5112357650379401,0.68221944292096,0.7714450701845289,4.270933021167545e-05,0.6925587690227653
0.514490789200372,0.6820668291702199,0.7538494810569647,5.41326026594965e-05,0.705095212270262
0.5177458133628037,0.6816229198638143,0.7360224416148387,6.834927129088672e-05,0.717372960602365
0.5210008375252355,0.6809493439464336,0.7179117464182685,8.597063111563701e-05,0.729276140218812
0.5242558616876672,0.6800987180538781,0.6994650422800507,0.0001077234308324188,0.7406827114454885
0.5275108858500991,0.679113590644008,0.680635018050981,0.00013446735225994144,0.7514677107667022
0.5307659100125308,0.6780258384093512,0.6613841168740971,0.00016721419007683345,0.7615066012585221
0.5340209341749625,0.6768565137435497,0.641688585886317,0.00020714869845339393,0.7706786042610926
0.5372759583373944,0.6756161220233586,0.621541716807786,0.00025565102074981763,0.7788698870605726
0.5405309824998261,0.6743052893294814,0.6009561724423097,0.00031432056001864055,0.7859764890256706
0.543786006662258,0.6729157657697401,0.5799653363186908,0.0003850010820664587,0.7919068816220652
0.5470410308246897,0.671431697413988,0.5586236634951478,0.0004698067702223327,0.7965840752890234
0.5502960549871215,0.6698310914284097,0.5370060484838841,0.000571148873139953,0.7999472073486513
0.5535510791495533,0.6680873945264877,0.5152062605110553,0.0006917625058710685,0.8019525687959911
0.556806103311985,0.666171104351349,0.4933345266404659,0.0008347330825828597,0.8025740527500967
