component_0,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18,component_19,component_20,component_21,component_22,component_23,component_24,component_25,component_26,component_27,component_28,component_29,component_30,component_31,component_32,component_33,component_34,component_35,component_36,component_37,component_38,component_39,component_40,component_41,component_42,component_43,component_44,component_45,component_46,component_47,component_48,component_49,component_50,component_51,component_52,component_53,component_54,component_55,component_56,component_57,component_58,component_59,component_60,component_61,component_62,component_63,symptom,index
1.3805240646733659,1.6670067221159324,4.752472196590853,3.8693584832318466,3.4435616814834646,0.34150897985503137,0.024272584275952407,1.8850298298897887,1.3260524478870557,0.10522948037917819,0.04993617565284627,0.9254728188503223,0.33798335290576653,2.01037955375458,1.6341333218108092,0.12697041725374797,1.7543075591322608,0.11620278696063722,0.39186540398740044,0.056264037858960655,0.003559574298403119,0.008405001860708826,0.03875434019117976,0.13569583617088257,0.1799197846493415,0.24891933571940938,0.8111203695051903,0.12119505768968318,0.2893088339812484,0.04831254096117325,1.1220865821093313,0.6137007890776591,0.6802340183304365,0.10447295707516507,1.1654943924433345,0.1556668760186685,0.105450933270901,0.1465557561444138,1.2235114672347585,0.5338839391477374,0.34736568793945255,0.0578792509068851,1.164459362233525,0.3899128194052979,0.6025557047546117,0.04125849794787152,0.26556505849048384,0.06340318985646927,0.17208388569076496,0.050697166882498375,0.1291562356727923,1.770466832405599,0.3271937041232528,1.1238891926939765,0.8276823432146838,0.22287138211414456,0.13251679697833366,1.0827919667682613,0.5689397500066311,0.12822831943015472,0.04897048225398026,0.3046965379806971,0.8728914311922158,0.3320495000208944,ADNI_EF,0
1.6412349689520969,0.7234620345584423,0.23713529742225317,0.9517096197824453,0.4774417068014968,0.16691478052118813,0.21058213661594222,0.5279517340111896,1.4712660478070614,0.004798222598983668,0.6720748099297065,0.09788553739407785,0.033103213412572045,0.7141323754416761,0.4800218506517866,0.24327904993447524,1.7896971740869092,0.2709122437073431,0.5495700979125955,0.404947276554489,0.0506858072466956,0.15366143022431025,0.20701514752601086,0.38092939437745826,0.131848829827884,0.34081978298749643,0.6621039805888166,0.04269383412813442,0.05951260554355942,0.8127116105667382,0.01105658048182263,1.2645666174741415,0.19517398604345992,0.14189893906173948,0.4929211836461037,0.06718317092018732,0.03805613289047385,0.49583008568676634,0.5711375166999766,0.9377523417125107,0.27499682915423646,0.10814997068279145,0.0712001650605418,0.20265795823896626,0.10820353994321447,0.11688204019490321,0.8785688138263259,1.3266667709128301,0.23696740857171772,0.22511134925909757,0.4848810720140043,0.21939323416830556,0.02301209990804981,1.5600801663938904,0.4807783490425048,0.04797431120258505,0.9385519236450839,0.024944764892283464,0.08050626196432062,0.2846784409407994,0.42721002274024267,0.6117844435949418,0.48665060306194224,0.6130891984035336,ADNI_MEM,1
0.2584562693448396,1.1283465246024051,0.487831755049714,0.8607329661298742,0.8485856136178669,0.4974050442722494,0.14330897692912203,0.5170927373119579,2.063898048305908,1.02145294513314,0.2107919891607071,0.6954892089180004,4.050684578117183,0.5341236070246225,0.35918972264589993,0.3999582271918685,0.36175869521737847,0.08093048444726017,0.13793754043667691,1.088492707199128,0.1679023046427476,0.042147877795135694,0.3401702641242058,0.6628507995484123,0.04386218135105187,0.6106936256391087,0.9783510118926495,0.5354214407842093,0.7011341722173716,1.5152152368513967,0.9839403013924694,0.2025263288915046,1.0599983640092672,0.04451892586644568,2.776919965561768,3.020079043472891,0.08697213714641427,1.3730964662019858,1.9319343505389988,0.025046789323967433,0.4253095293580057,0.6414012186172816,2.262871525440745,0.12282401071551406,0.1866899851331434,0.4206692274044683,0.8641347690440189,3.4337420413639768,1.891546247975806,0.9982728090844222,4.235279895939472,0.1170586857713141,0.0608634200132702,1.7202577247764053,1.6117579485865383,0.5326776015548335,1.2372569491932104,0.11193928469357245,0.5136268503765706,0.44826588366514397,1.5066935569013273,0.5955605307872003,0.10774900526006971,0.4795983754671909,CDCARE,2
1.2518238524501788,0.31939582489901963,1.2504749509965056,0.28111918967265065,2.5553868559925683,0.0777574458251504,0.5742984133206477,0.5723971182967971,0.544421694696628,2.6508170748634217,0.7794209889872831,0.26100758936068275,1.9107795454036636,1.9337765669029616,0.2712841757618704,1.2004390465671855,0.11834027509392571,0.3646880240585366,0.6407057335013211,0.02371367376398861,0.15335001246360985,0.0934232716848613,1.9913103922529933,0.628993246602375,0.3026648613160749,0.7815084661438803,0.24120590740539716,0.21380840365264184,0.49840122384053587,1.8581731073756518,2.065683201561761,1.323312959330669,0.6280243984886237,0.2868279541800917,2.4653741990406197,0.6353085916594866,0.12462712650198092,2.0173102900306428,1.3754327399883628,0.025943896520402777,0.9872360529187922,0.02099189643244397,0.17129558891366742,3.456220487901366,0.11176280165447436,0.1298035472475892,1.4044270574178057,5.9350105300343285,3.2837841350328514,0.8680068701580852,2.2616998082625286,0.45347285201140297,1.47715393796785,2.129920541451188,0.09336430519422675,0.2866603669669458,1.2509702416086685,0.17138824031991082,0.3205250840967469,0.04832756252300175,0.20049751640092198,0.018029045131560673,3.3469976875642304,0.028552504873280506,CDCOMMUN,3
1.516258622084149,0.7582129852578635,0.4775341643242451,0.7922270465285541,1.3180461099156875,1.0898645302302556,0.15679666779745194,0.5491514658669306,1.1307446636906058,2.9976759900206393,1.389481600165588,0.07506933893331702,3.4433916143605314,1.1997823476322442,0.7709471874714166,0.33884617631438657,1.013896276812717,0.5312152761671128,0.09622220309341961,0.3903088040378141,0.1661589334690194,0.19831001715713786,0.649232287895108,1.716875846851982,0.6120210103421321,0.3785906257534979,1.65514274545821,0.15343917385636202,0.4571124885447849,2.542795541636104,0.9700902707696721,0.1612835174605764,1.0169678040109043,0.21040994442672456,3.7324939956065357,1.1613031553861286,0.08354900962193075,3.1413382052574264,1.2610881316699825,0.05902430990238677,0.7591684977319331,0.10767158075779777,1.0600741061053496,1.258232176330742,0.6216947049668965,0.23821684033662874,1.0166620557407382,3.268468200825218,2.9737454733344384,0.8627814177007487,2.329826169270026,0.7470864476673973,1.5949391199859786,1.1804247301916257,0.46000192068274404,0.033938769041736004,1.188974410913525,0.2590501114788242,0.2771702743473144,0.7164596049794563,0.09225882802656736,1.2272451610378066,1.184262584488538,1.387481243834808,CDGLOBAL,4
1.1014010602342177,0.31693989965263025,0.2658496128993184,0.04733371717000297,1.171534769872927,0.49086994509701676,0.20273780292679477,0.13755294189254694,1.2423815485813647,1.4040190532440457,0.19575078856345984,0.834636083213996,1.9800864866838694,0.5619716094384544,0.12564802407379394,0.35943033443075345,0.004446908799735498,0.0737986747874208,0.010959455730464647,0.362865835070761,0.1333241761320391,0.5746055330014916,1.2548219893752282,0.9537077428514665,0.29944002766782807,0.5871074649777327,1.4128720801427384,0.39604054879509004,0.30161780090846246,1.2932510001388935,0.11996932204937096,1.7287898948811995,0.010784623479075018,0.42867424294812806,1.5610067980972973,1.01932863616639,0.19338455759395415,0.18281732917710566,0.014392908474938109,0.0029387336041196985,0.07665133877238539,0.21874775333210808,0.09387883438854354,0.6391099047645914,0.16911321124334455,1.1522078743122408,1.3214296931902643,1.9385180058775213,1.6599610961773281,0.08847615788721415,4.217389324998274,0.8159848088459126,1.5457194615901098,1.6162403302355737,0.36807801204548113,0.018070717578296123,0.7394016670129995,0.5677288544393639,0.26123044158373554,0.02562310468024555,0.2740704804241903,0.10613013619787685,2.7908818119329433,0.7607470354739537,CDHOME,5
1.9547458856124933,1.3795227828831231,0.3657372245850263,1.0849516227936933,0.8225950810506348,0.06820726460665259,0.1095529168346737,0.0686957378277532,1.0364570148476295,1.9812803141174744,0.44185114939411513,0.5188257139844961,0.32513259283126406,0.0889158425152044,0.13879853818364982,0.12001088669045185,0.3770957747836563,0.10430670962816738,1.0459873873398648,0.052229043920647054,0.04464842974543687,1.240909354960385,0.03450466156384269,0.1120881198635412,0.21649850636838341,0.1744153340931807,1.2898520191156275,0.1423507558594455,0.11960366430743313,0.8176133321096233,0.15686189000065434,1.3008133105962907,0.1649854977378502,0.6366915398077356,1.8953724647163437,0.01617475593043967,0.3596703546419776,0.5945821942940938,1.205382085684925,0.27182225774338536,1.0625844448193575,0.1097157688269261,2.1211649163004545,0.44335478353128,0.09765969738484596,0.13119190520552076,0.07642999511803196,1.7223075415466267,1.1201592897500434,0.03903373982540267,1.7194999638144397,0.2662965046614447,2.159953382369864,0.13830962046273354,0.42193096642484873,2.192058103532707,1.0968953769992233,0.6842381049148544,0.32154174434615657,0.5124310680187621,0.3208105446775195,0.5851269674961408,1.8053026023813352,0.26096644195472746,CDJUDGE,6
1.4344599988324287,1.2682358936045648,0.3659128851402723,0.0761894650312877,0.957240052077705,0.0574422687139921,0.45805094379453304,0.2377497411406435,0.818862314437886,0.6074092210669968,1.1233829348136863,0.19334602979160748,0.8958246109065775,0.23869897624283667,0.4539051151061856,2.1876822002138536,0.07939047896165893,0.3201879751691703,0.05300977018392732,0.0666879452812495,0.6276034679555547,0.09102038994245432,1.9177182617810238,0.42027557163200346,0.03149211821560423,1.117357259406539,0.13162845008603985,0.4242837416829367,0.4132880267184945,3.079799793533807,2.134781404120391,1.4810559981742215,0.1479565810237436,0.23606742850329906,0.861510784054771,0.09950996154085283,0.03450404867639926,1.5568311527367442,0.3836621255105386,0.8038944171970415,1.7573375855785391,1.0018836164689284,0.06171049447504449,1.0381566036604135,0.2295121678681382,0.04647236962033561,0.13236463105570617,4.435768550951261,1.8471891866264183,1.1389262028789728,2.169450948642932,1.1868286294639745,1.5686183253472386,0.28142805550073524,0.22015857666566915,0.32079841916127116,0.4665935403000911,0.031613293274921676,0.1452156609329598,0.1717656867891429,0.19279393986249127,0.02907358487827678,2.376743996334387,0.038979347090216006,CDMEMORY,7
1.0479024269902828,0.25468405939821687,0.6082778425913002,0.541254404480722,0.9544625803078872,1.3014897031565835,1.6616440155954413,0.4512593216586209,1.9325613814035139,0.38416951553921147,0.6886774258817056,0.50229125059139,0.6062594526132153,0.5280017277077882,1.45123457480905,1.4300042183951294,0.22049854911564662,0.5704799004560837,1.4515608447561983,0.14162179982412337,0.7896516997296674,0.4304968599484458,1.7111864275825177,0.31429493067112196,0.006271484980225093,0.130842387397677,0.7581814307412517,0.6775342749965565,0.6039113710605926,2.432639865739384,0.4206307417570763,0.15865908189470032,1.4807460620286426,0.17808203546695853,2.377984525446221,0.40398167384806927,0.1367516816296916,3.0298883934450664,0.06472322371926191,0.29685492902612726,0.3906791015128971,0.509659415201515,0.6060991826469009,1.1162172163008088,0.2142375814855415,0.4778331697005968,1.2191408530250805,3.5686289356223178,3.180656079242503,1.2281615937959567,3.138873347286997,0.9638859666035541,0.16228158473614976,0.5563948758977542,0.9029626753871349,0.6011422730401637,0.9145321561925952,0.2276454004821506,0.9716217930722442,0.3247799374090248,0.33742490313632945,1.5517531890427383,0.5183918610319724,0.24437676608637093,CDORIENT,8
1.2614823321862187,1.6825520398670981,1.3934544452808415,0.09823343070458687,1.8394532552855445,0.21851284497291384,0.478354560863135,0.014789186812447676,0.6469165973728173,0.8286172495707759,0.9771549032860916,0.05815200746742586,1.9161408882249784,0.17526323409904232,0.07609894657746914,0.278524604391998,0.04659456939638931,0.1961685969600513,0.01897667403159069,0.5981070344544249,0.29211652586168435,0.569995845229121,0.9605749583294109,0.5452647239269386,0.04756221747904551,0.776930351853806,1.7331132829007234,1.3642887612709445,1.2130202569078037,1.3767966529888234,0.3487191882594185,0.6015033266549308,0.0018411558963167473,0.09577518255283483,1.2718644235066943,0.6141042702592284,0.08265045282814965,1.3538232116672035,0.45278485983106065,0.050905994645759206,0.008133524345155184,0.21119287955769453,0.278008203651066,0.3118662573290839,0.0590301667508849,0.8237135868155161,1.8746557285355472,4.6291075595320645,0.9810982455606354,0.07802297273988872,1.4609791609460117,1.180206971599924,2.0628610081580447,1.2284399626080549,0.25436282610947786,0.11649644575519139,0.7865417895392515,0.11636754793306106,0.03547000458423625,0.5895680139972503,0.469114371168974,0.7959788708679576,1.7985294884020424,0.14250939440648736,FAQTOTAL,9
