x,multi-finetuned,multi-frozen,baseline,linear
0.186,0.008465907419894895,4.340457910899851e-06,0.0002850370291514987,9.601375473669094e-08
0.188,0.009036305957597548,5.262934343848137e-06,0.0003330919028612898,1.2151165754973175e-07
0.19,0.009632746907885773,6.370003535596918e-06,0.0003883252886572838,1.5345993627183077e-07
0.192,0.010255415882764844,7.696105720360767e-06,0.0004516443104183299,1.9340379205696007e-07
0.194,0.010904418704166266,9.281588853251782e-06,0.000524043327293891,2.432361917421883e-07
0.196,0.011579777368516956,1.1173620228176175e-05,0.0006066080762847687,3.052706062602178e-07
0.198,0.012281426437258904,1.3427219883682846e-05,0.0007005193462613452,3.8232766277626525e-07
0.2,0.013009209910098917,1.610642875692149e-05,0.0008070560590478625,4.778380820233539e-07
0.202,0.013762878635897462,1.9285625368938196e-05,0.000927597625352803,5.959646152256058e-07
0.20400000000000001,0.014542088313454535,2.3051005603852164e-05,0.0010636254371291722,7.417460751641644e-07
0.20600000000000002,0.015346398131009974,2.7502240858350522e-05,0.001216723353822816,9.21266974963457e-07
0.20800000000000002,0.016175270089045634,3.275433046176747e-05,0.00138857703834205,1.141856747196906e-06
0.21,0.017028069045968607,3.893966477317173e-05,0.0015809719998897663,1.4123230154629422e-06
0.212,0.01790406352049453,4.6210315719753394e-05,0.0017957902054607983,1.7432239304295483e-06
0.214,0.018802427278074452,5.474057171689936e-05,0.0020350051302190724,2.147185161311538e-06
0.216,0.01972224172156833,6.472973386844654e-05,0.0023006751294874046,2.6392677495212493e-06
0.218,0.020662499098626507,7.640519004705804e-05,0.0025949350320075867,3.2373936801741102e-06
0.22,0.021622106529972717,9.002578285872082e-05,0.002919985875686758,3.962836704038939e-06
0.222,0.022599890854076536,0.00010588548655974076,0.0032780827333735436,4.8407866404293425e-06
0.224,0.023594604274656636,0.00012431740667600581,0.003671520607333088,5.900996101468181e-06
0.226,0.02460493078818058,0.0001456981143293097,0.0041026184069181786,7.178519288941465e-06
0.228,0.02562949335913498,0.00017045232506137514,0.00457370106423114,8.714553212982992e-06
0.23,0.02666686180146039,0.00019905792922199,0.005087079886953905,1.0557392350886361e-05
0.232,0.02771556131530562,0.000232051377715245,0.00564503129544846,1.2763508385448237e-05
0.234,0.028774081619289908,0.0002700334230435956,0.006249774141987224,1.5398767213557764e-05
0.23600000000000002,0.029840886609905824,0.0003136752111251884,0.006903445862688036,1.853979587248661e-05
0.23800000000000002,0.030914424471681475,0.0003637247142650073,0.007608077766361896,2.227551236580498e-05
0.24,0.03199313815438212,0.0004210134899229235,0.008365569817841265,2.6708831552546103e-05
0.242,0.033075476126994366,0.0004864637435407448,0.009177665325110284,3.195856025903199e-05
0.244,0.034159903312616494,0.0005610956666769121,0.01004592598825497,3.8161494547220297e-05
0.246,0.03524491210379083,0.0006460350140772702,0.010971707812349988,4.547473158922381e-05
0.248,0.03632903335434858,0.0007425208751244784,0.011956138424295562,5.407820781618612e-05
