epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,5.768275737762451,0.5069444179534912,4.4284210205078125,0.5
2,3.542117118835449,0.5428240895271301,2.796919822692871,0.5
3,2.29714298248291,0.5787037014961243,1.9409332275390625,0.5
4,1.6117308139801025,0.5543981194496155,1.4339768886566162,0.5
5,1.225526213645935,0.5462962985038757,1.3534475564956665,0.5
6,1.0033429861068726,0.5520833134651184,0.9285958409309387,0.4930555522441864
7,0.8789786100387573,0.5821759104728699,0.9880292415618896,0.5
8,0.800441324710846,0.59375,0.7792011499404907,0.5
9,0.7565354704856873,0.5752314925193787,0.7847027778625488,0.5034722089767456
10,0.7357994318008423,0.5844907164573669,1.2409151792526245,0.5
11,0.7273172736167908,0.5798611044883728,0.6929255723953247,0.6909722089767456
12,0.7131266593933105,0.6122685074806213,0.7075911164283752,0.5833333134651184
13,0.7086635828018188,0.6122685074806213,1.0129808187484741,0.5
14,0.7153676152229309,0.6018518805503845,1.524194359779358,0.5
15,0.7203799486160278,0.5833333134651184,0.8269370198249817,0.5
16,0.7003119587898254,0.5983796119689941,0.7591538429260254,0.4965277910232544
17,0.7081944942474365,0.5972222089767456,0.703504741191864,0.5555555820465088
18,0.70680171251297,0.5833333134651184,0.675257682800293,0.7083333134651184
19,0.6971061825752258,0.6053240895271301,0.7028920650482178,0.5486111044883728
20,0.6908630132675171,0.6122685074806213,0.7186213731765747,0.5034722089767456
21,0.6826298236846924,0.6423611044883728,0.7116763591766357,0.53125
22,0.688876748085022,0.6226851940155029,1.0290449857711792,0.5
23,0.6850204467773438,0.6111111044883728,0.7391332983970642,0.5
24,0.6906862854957581,0.6145833134651184,0.7061604261398315,0.5416666865348816
25,0.697151243686676,0.5810185074806213,0.7223993539810181,0.5034722089767456
26,0.704314112663269,0.6076388955116272,0.7570292353630066,0.5
27,0.7028505802154541,0.5821759104728699,0.7121638655662537,0.5034722089767456
28,0.6765111088752747,0.6215277910232544,0.718848466873169,0.4965277910232544
29,0.6812170743942261,0.6180555820465088,0.7498031258583069,0.5034722089767456
30,0.6746166944503784,0.6331018805503845,0.7296854853630066,0.5486111044883728
31,0.6902174949645996,0.6099537014961243,0.7413045763969421,0.5034722089767456
32,0.6843442320823669,0.6041666865348816,0.7943311333656311,0.5
33,0.6819792985916138,0.6238425970077515,0.7694566249847412,0.5
34,0.6972777843475342,0.6018518805503845,0.7270433902740479,0.5034722089767456
35,0.6820263266563416,0.6296296119689941,0.6686285138130188,0.7083333134651184
36,0.6845313906669617,0.6296296119689941,0.8031214475631714,0.5
37,0.6961143612861633,0.5949074029922485,0.7464900612831116,0.5
38,0.6903199553489685,0.5879629850387573,0.7057663798332214,0.5104166865348816
39,0.6934913992881775,0.6041666865348816,0.8532058596611023,0.5
40,0.7086777091026306,0.5671296119689941,0.7946460247039795,0.5
41,0.712775707244873,0.5405092835426331,0.7978770136833191,0.5
42,0.669497549533844,0.6296296119689941,0.7133601307868958,0.5138888955116272
43,0.6498509049415588,0.6539351940155029,0.7718431353569031,0.5
44,0.6475966572761536,0.6643518805503845,0.6997113227844238,0.5381944179534912
45,0.6467361450195312,0.6631944179534912,0.7483330368995667,0.5
46,0.6461775302886963,0.6770833134651184,0.6166309714317322,0.7430555820465088
47,0.6430089473724365,0.6689814925193787,0.6637282371520996,0.6979166865348816
48,0.6391905546188354,0.6539351940155029,0.6206597089767456,0.7118055820465088
49,0.6270731687545776,0.6851851940155029,0.6778606176376343,0.5659722089767456
50,0.6208064556121826,0.6724537014961243,0.7114281058311462,0.5277777910232544
51,0.6282514929771423,0.6689814925193787,0.6136297583580017,0.7395833134651184
52,0.6159714460372925,0.6967592835426331,0.7437244653701782,0.5173611044883728
53,0.6380906105041504,0.6770833134651184,0.7882158160209656,0.5069444179534912
54,0.6206808686256409,0.7060185074806213,0.6442053914070129,0.6215277910232544
55,0.6029067039489746,0.7025462985038757,0.7972488403320312,0.6180555820465088
56,0.6147840023040771,0.6909722089767456,0.5886328220367432,0.7430555820465088
57,0.5998350977897644,0.7129629850387573,0.5732964277267456,0.7638888955116272
58,0.5926039814949036,0.7268518805503845,0.7100686430931091,0.7118055820465088
59,0.5941070318222046,0.7222222089767456,0.5539392232894897,0.78125
60,0.5959622263908386,0.7233796119689941,0.6859793663024902,0.6840277910232544
61,0.5978248715400696,0.7222222089767456,0.5408903956413269,0.7881944179534912
62,0.5893019437789917,0.7349537014961243,0.6304980516433716,0.6493055820465088
63,0.592038094997406,0.7071759104728699,0.5723153352737427,0.7326388955116272
64,0.5895546674728394,0.7002314925193787,0.6090968251228333,0.6909722089767456
65,0.5802333354949951,0.7372685074806213,0.724911093711853,0.5590277910232544
66,0.5826630592346191,0.7314814925193787,0.6462952494621277,0.6631944179534912
67,0.5815690755844116,0.7314814925193787,0.5228394269943237,0.7708333134651184
68,0.5797800421714783,0.7256944179534912,0.6255422234535217,0.7465277910232544
69,0.5856414437294006,0.7268518805503845,0.6514933109283447,0.6805555820465088
70,0.571839451789856,0.7523148059844971,0.5222025513648987,0.78125
71,0.5748949646949768,0.7476851940155029,0.8847705721855164,0.5034722089767456
72,0.5590140223503113,0.7546296119689941,0.623543918132782,0.6979166865348816
73,0.6172416806221008,0.7083333134651184,0.7496949434280396,0.5416666865348816
74,0.5806949138641357,0.7430555820465088,0.8973727822303772,0.5277777910232544
75,0.5664892792701721,0.7407407164573669,0.5562573671340942,0.7777777910232544
76,0.5500493049621582,0.7696759104728699,0.6318828463554382,0.6770833134651184
77,0.5809926390647888,0.7407407164573669,0.5528040528297424,0.78125
78,0.5903522372245789,0.7372685074806213,0.5425438284873962,0.7951388955116272
79,0.5664101839065552,0.7476851940155029,0.5448722243309021,0.7847222089767456
80,0.5924875140190125,0.7418981194496155,0.5469800233840942,0.78125
81,0.530184268951416,0.7951388955116272,0.5059107542037964,0.7986111044883728
82,0.525249719619751,0.7881944179534912,0.5260607004165649,0.7743055820465088
83,0.5301691293716431,0.7881944179534912,0.5009967684745789,0.7916666865348816
84,0.5205803513526917,0.7835648059844971,0.49172577261924744,0.8090277910232544
85,0.5072588920593262,0.7916666865348816,0.48461177945137024,0.78125
86,0.5382522940635681,0.7731481194496155,0.5299567580223083,0.7847222089767456
87,0.5166319012641907,0.7962962985038757,0.47963279485702515,0.7847222089767456
88,0.5007060170173645,0.8194444179534912,0.48301205039024353,0.8020833134651184
89,0.520239531993866,0.7824074029922485,0.4826195538043976,0.8020833134651184
90,0.5143395066261292,0.7893518805503845,0.48539528250694275,0.8125
91,0.5102099776268005,0.7997685074806213,0.5547069907188416,0.7777777910232544
92,0.5235905647277832,0.8020833134651184,0.4702974557876587,0.8090277910232544
93,0.5062474608421326,0.8009259104728699,0.5503033399581909,0.7604166865348816
94,0.5055357813835144,0.8055555820465088,0.6531195044517517,0.6909722089767456
95,0.5062987208366394,0.7986111044883728,0.664598822593689,0.6979166865348816
96,0.5021005272865295,0.8113425970077515,0.5154198408126831,0.7777777910232544
97,0.5074999928474426,0.8101851940155029,0.6107208728790283,0.7222222089767456
98,0.4903554618358612,0.8101851940155029,0.48383134603500366,0.7881944179534912
99,0.4996717870235443,0.8090277910232544,0.4839536249637604,0.8159722089767456
100,0.4889512360095978,0.8136574029922485,0.49644169211387634,0.7916666865348816
101,0.493132084608078,0.8043981194496155,0.5257160067558289,0.7986111044883728
102,0.48772794008255005,0.8182870149612427,0.4970304071903229,0.7951388955116272
103,0.4997970163822174,0.8194444179534912,0.4698907434940338,0.8194444179534912
104,0.49092602729797363,0.8125,0.4761083424091339,0.7986111044883728
105,0.48800888657569885,0.8136574029922485,0.461408406496048,0.8194444179534912
106,0.49824029207229614,0.8101851940155029,0.5444076657295227,0.7604166865348816
107,0.46687647700309753,0.8414351940155029,0.5289533734321594,0.7743055820465088
