improved,stable,declined,points
0.42659354027431223,0.28391308817682165,0.035900468848447595,0.0
0.4520905849451182,0.2929520829884907,0.03736014653730418,0.002004008016032064
0.47807391588989645,0.3019802632633122,0.038842826295588904,0.004008016032064128
0.5044609449153342,0.3109803818224835,0.040346813231097844,0.0060120240480961915
0.5311627637442076,0.3199348919835432,0.04187031478709426,0.008016032064128256
0.5580846469955757,0.3288260126189455,0.04341144518972991,0.01002004008016032
0.5851266392945097,0.33763579571036567,0.04496823044137856,0.012024048096192383
0.612184221798883,0.34634619602071076,0.046538613841074265,0.014028056112224447
0.6391490520191087,0.3549391424835004,0.04812046200914664,0.01603206412825651
0.6659097694608898,0.3633966108900083,0.049711571389162344,0.018036072144288574
0.6923528583703544,0.37170069743852907,0.051309675196450334,0.02004008016032064
0.7183635577335826,0.37983369269763956,0.052912450778844766,0.022044088176352703
0.74382680770457,0.38777815552643513,0.054517527351857456,0.024048096192384766
0.7686282208301659,0.3955169864895908,0.05612249406734469,0.026052104208416832
0.7926550658272783,0.4030335003038704,0.05772490837185817,0.028056112224448895
0.8157972512621464,0.4103114968553811,0.05932230460834085,0.03006012024048096
0.8379482962951166,0.4173353303334354,0.060912202812633334,0.03206412825651302
0.8590062756932488,0.4240899760373784,0.062492117654447316,0.03406813627254509
0.8788747265788253,0.4305610944270527,0.06405956747104193,0.03607214428857715
0.8974635048703704,0.43673509200551197,0.06561208334083456,0.038076152304609215
0.9146895800756789,0.4425991786442073,0.06714721814359617,0.04008016032064128
0.9304777579998422,0.4481414209856753,0.06866255555373006,0.04208416833667334
0.944761322017354,0.45335079158681174,0.0701557189134236,0.044088176352705406
0.9574825848042109,0.45821721349665623,0.0716243799331845,0.04609218436873747
0.9685933438078175,0.46273159999602526,0.07306626716842708,0.04809619238476953
0.9780552352214696,0.4668858892619712,0.07447917422235088,0.0501002004008016
0.9858399827958408,0.47067307375761935,0.07586096762733938,0.052104208416833664
0.9919295394305653,0.4740872241869757,0.07720959435947822,0.05410821643286573
0.9963161211128954,0.47712350789456187,0.07852308894353657,0.05611222444889779
0.9990021343753697,0.47977820163073936,0.07979958010883913,0.058116232464929855
1.0,0.48204869864483196,0.08103729695985395,0.06012024048096192
0.9993318771735749,0.4839335101097281,0.08223457462900244,0.06212424849699398
0.9970292936704878,0.4854322609223191,0.08338985938311967,0.06412825651302605
0.993132688882926,0.4865456799644691,0.08450171315912809,0.06613226452905811
0.9876908776123874,0.4872755849480338,0.08556881750879375,0.06813627254509018
0.9807604434658711,0.48762486200503224,0.08658997693685364,0.07014028056112225
0.972405071451367,0.4875974402195612,0.08756412162133356,0.0721442885771543
0.9626948299333965,0.4871982613315447,0.08849030950942044,0.07414829659318636
0.9517054124855795,0.48643324487345285,0.08936772778682034,0.07615230460921843
0.93951735036434,0.4853092490293802,0.09019569372304667,0.0781563126252505
0.9262152063297985,0.48383402753129773,0.09097365489951303,0.08016032064128256
0.9118867603646539,0.4820161829296901,0.09170118883161502,0.08216432865731463
0.896622197500548,0.47986511659479203,0.09237800200012415,0.08416833667334668
0.8805133074681122,0.4773909758204481,0.09300392831116117,0.08617234468937875
0.8636527052580996,0.4746045984149146,0.09357892700772469,0.08817635270541081
0.8461330809350374,0.47151745517183913,0.09410308005918556,0.09018036072144288
0.8280464862017043,0.46814159061998123,0.09457658905831227,0.09218436873747494
0.8094836642927663,0.464489562452434,0.09499977165821358,0.09418837675350701
0.7905334288004036,0.46057438003454954,0.09537305758407436,0.09619238476953906
0.7712820960245332,0.45640944238537917,0.09569698425668798,0.09819639278557113
0.7518129744154883,0.45200847601969824,0.095972192066551,0.1002004008016032
0.7322059136573079,0.44738547302706577,0.09619941933866098,0.10220440881763526
0.7125369149429139,0.4425546297511056,0.09637949702915646,0.10420841683366733
0.6928778030349498,0.43753028641614883,0.09651334319554689,0.1062124248496994
0.67329595980235,0.4323268680303781,0.0966019572825062,0.10821643286573146
0.6538541180852725,0.42695882687420716,0.0966464142650614,0.11022044088176351
0.63461021398034,0.4214405868606518,0.09664785869049379,0.11222444889779558
0.6156172949620223,0.4157864900308827,0.0966074986594158,0.11422845691382764
0.5969234806706879,0.41001074542326676,0.09652659978529438,0.11623246492985971
0.5785719727068364,0.4041273805284721,0.0964064791702019,0.11823647294589178
0.5606011093760822,0.39815019551660186,0.09624849943278593,0.12024048096192384
0.5430444610302979,0.39209272039551984,0.09605406282241806,0.1222444889779559
0.5259309614447801,0.3859681752323056,0.0958246054512097,0.12424849699398796
0.5092850705557668,0.37978943354285005,0.0955615916731181,0.12625250501002003
0.49312696385196,0.37356898892791096,0.09526650863673464,0.1282565130260521
0.47747274376162746,0.3673189250078612,0.09494086103557588,0.13026052104208416
0.46233466849600996,0.36105088868299606,0.09458616607684077,0.13226452905811623
0.44772139399224153,0.3547760667219769,0.0942039486866551,0.1342685370741483
0.4336382248361462,0.34850516565775486,0.0937957369668603,0.13627254509018036
0.42008737032815563,0.34224839494839293,0.09336305791543857,0.13827655310621242
0.40706820217535916,0.3360154533398254,0.09290743341972407,0.1402805611222445
0.39457751064007734,0.32981551834858996,0.09243037652867477,0.14228456913827653
0.3826097563419005,0.3236572387653648,0.09193338800769116,0.1442885771543086
0.37115731528721674,0.3175487300645498,0.09141795317679144,0.14629258517034066
0.3602107150801496,0.3114975725913117,0.09088553903042228,0.14829659318637273
0.34975886064417966,0.30551081238554584,0.09033759163480523,0.1503006012024048
0.33978924814803835,0.29959496449187967,0.08977553379653078,0.15230460921843686
0.3302881661769023,0.2937560185964856,0.08920076299410093,0.15430861723446893
0.32124088351554575,0.2879994468246815,0.0886146495623477,0.156312625250501
0.3126318232098629,0.2823302135283417,0.08801853511806094,0.15831663326653306
0.3044447228437156,0.27675278688875726,0.08741373121383098,0.16032064128256512
0.2966627812071586,0.2712711521588125,0.08680151820597996,0.1623246492985972
0.28926879173807424,0.2658888263680157,0.08618314432157714,0.16432865731462926
0.28224526329147853,0.26060887431505414,0.08555982490886334,0.16633266533066132
0.27557452892921297,0.25543392567489465,0.0849327418549871,0.16833667334669336
0.2692388435281352,0.250366193051032,0.08430304315472388,0.17034068136272543
0.2632204710785726,0.24540749080816213,0.0836718426138455,0.1723446893787575
0.25750176258865354,0.24055925452608837,0.08304021967098422,0.17434869739478956
0.25206522552637345,0.2358225609221934,0.08240921932220223,0.17635270541082163
0.24689358572278616,0.23119814809693381,0.08177985213301066,0.1783567134268537
0.24196984262932147,0.22668643596458088,0.08115309432325521,0.18036072144288576
0.23727731877326919,0.22228754673974607,0.08052988791110105,0.18236472945891782
0.23279970419112953,0.21800132535885444,0.07991114090327449,0.1843687374749499
0.228521096543234,0.21382735972470593,0.07929772751973409,0.18637274549098196
0.22442603752799087,0.20976500067137221,0.07869048844203576,0.18837675350701402
0.22049954612355477,0.2058133815559106,0.078090231075807,0.1903807615230461
0.21672714909163543,0.20197143739260195,0.07749772981892565,0.19238476953907813
0.21309490908532971,0.19823792345458102,0.0769137263281991,0.1943887775551102
0.20958945061277515,0.1946114332767212,0.07633892977854202,0.19639278557114226
0.20619798402335876,0.19109041600244975,0.0757740171098341,0.19839679358717432
0.20290832760490804,0.18767319302571314,0.07521963325779171,0.2004008016032064
0.19970892781044336,0.18435797388748942,0.07467639136628848,0.20240480961923846
0.19658887757270965,0.18114287139416863,0.07414487297961406,0.20440881763527052
0.19353793261476177,0.17802591593255643,0.07362562821413222,0.2064128256513026
0.1905465256257669,0.17500506896331292,0.07311917590969712,0.20841683366733466
0.18760577814312693,0.17207823568128966,0.07262600376200312,0.21042084168336672
0.18470750996484844,0.1692432768373544,0.07214656843775787,0.2124248496993988
0.18184424590937925,0.16649801972204423,0.07168129567519967,0.21442885771543085
0.1790092197432735,0.1638402683165798,0.07123058037299579,0.21643286573146292
0.17619637510916503,0.1612678126216002,0.07079478667099438,0.21843687374749496
0.17340036330659805,0.15877843717827556,0.07037424802662932,0.22044088176352702
0.17061653780516203,0.15636992880031933,0.06996926729100746,0.2224448897795591
0.1678409454018699,0.154040083538885,0.06958011678885542,0.22444889779559116
0.16507031397150068,0.1517867129053182,0.06920703840655873,0.22645290581162322
0.16230203679844266,0.14960764937937718,0.06885024369249798,0.2284569138276553
0.15953415352014597,0.14750075123270945,0.06850991397379548,0.23046092184368736
0.15676532775439134,0.14546390669930287,0.06818620049342251,0.23246492985971942
0.15399482152411892,0.14349503752606213,0.06787922457138902,0.2344689378757515
0.1512224666334778,0.14159210193791746,0.06758907779348884,0.23647294589178355
0.14844863318618498,0.13975309705272557,0.06731582223074557,0.23847695390781562
0.14567419547146968,0.13797606078183866,0.06705949069238033,0.24048096192384769
0.14290049547319408,0.1362590732525752,0.06682008701475971,0.24248496993987975
0.14012930428379064,0.13460025778892346,0.06659758638840697,0.2444889779559118
0.13736278172607855,0.13299778148672692,0.06639193572478849,0.24649298597194386
0.13460343450274073,0.1314498554192706,0.06620305406420714,0.24849699398797592
0.13185407320518533,0.1299547345087226,0.06603083302577348,0.250501002004008
0.12911776852086645,0.12851071709824755,0.06587513730007669,0.25250501002004005
0.12639780698107547,0.12711614425880086,0.06573580518484755,0.2545090180360721
0.12369764659006616,0.12576939886371125,0.06561264916360933,0.2565130260521042
0.12102087267157305,0.12446890446312342,0.06550545652703489,0.25851703406813625
0.1183711542606818,0.12321312398924443,0.06541399003649721,0.2605210420841683
0.11575220135812293,0.12200055832211076,0.06533798862908527,0.2625250501002004
0.11316772335085332,0.1208297447443037,0.06527716816320117,0.26452905811623245
0.11062138888762234,0.11969925531168607,0.06523122220370264,0.2665330661322645
0.10811678748161631,0.11860769516580782,0.06519982284547073,0.2685370741482966
0.10565739309445911,0.11755370081217985,0.06518262157420035,0.27054108216432865
0.10324652993719516,0.1165359383871126,0.0651792501631791,0.2725450901803607
0.10088734070455307,0.11555310193430655,0.06518932160480564,0.2745490981963928
0.09858275743895079,0.11460391171082386,0.06521243107560658,0.27655310621242485
0.09633547520037562,0.11368711254052462,0.06524815693353997,0.2785571142284569
0.0941479286974867,0.11280147223149792,0.06529606174641907,0.280561122244489
0.09202227201395026,0.11194578007243687,0.06535569335033074,0.282565130260521
0.08996036154198297,0.11111884542137393,0.06542658593699197,0.28456913827655306
0.0879637422122482,0.11031949639864412,0.06550826116902692,0.2865731462925851
0.08603363708539279,0.10954657869440985,0.06560022932220232,0.2885771543086172
0.08417094034551881,0.1087989544995935,0.06570199045369195,0.29058116232464926
0.08237621370958592,0.10807550156758002,0.0658130355954604,0.2925851703406813
0.08064968623906706,0.10737511241261191,0.06593284797185306,0.2945891783567134
0.07899125751111384,0.10669669364938275,0.06606090424046035,0.29659318637274545
0.07740050407608413,0.10603916547698124,0.0661966757552618,0.2985971943887775
0.0758766890967056,0.1054014613090023,0.06633962985098346,0.3006012024048096
0.07441877503167807,0.1047825275503555,0.06648923114747833,0.30260521042084165
0.07302543919350475,0.10418132352009583,0.06664494287279323,0.3046092184368737
0.07169509197728975,0.10359682151840317,0.06680622820340669,0.3066132264529058
0.07042589752473012,0.10302800703472109,0.06697255161989542,0.30861723446893785
0.06921579655623403,0.10247387909300991,0.06714338027604529,0.3106212424849699
0.06806253107475704,0.10193345072905899,0.06731818537913857,0.312625250501002
0.06696367061836253,0.10140574959386149,0.06749644357883298,0.31462925851703405
0.06591663971548539,0.1008898186761789,0.06767763836171935,0.3166332665330661
0.06491874617821519,0.10038471713660597,0.06786126144828361,0.3186372745490982
0.06396720985537688,0.0998895212447142,0.06804681418862256,0.32064128256513025
0.06305919145945035,0.09940332541013977,0.06823380895288118,0.3226452905811623
0.06219182108002207,0.09892524329791721,0.06842177051198471,0.3246492985971944
0.06136222600193399,0.09845440901777544,0.06861023740385083,0.32665330661322645
0.06056755745885985,0.09798997837666837,0.06879876327988428,0.3286573146292585
0.05980501597279017,0.09753113018339425,0.06898691822618894,0.3306613226452906
0.059071874956725307,0.09707706759383865,0.06917429005358555,0.33266533066132264
0.05836550229143189,0.0966270194851066,0.06936048555021289,0.33466933867735466
0.0576833796268755,0.09618024184661851,0.06954513169020368,0.3366733466933867
0.057023119204149174,0.09573601917613205,0.06972787679169615,0.3386773547094188
0.05638247804342526,0.09529366586859211,0.06990839161726027,0.34068136272545085
0.05575936939657134,0.09485252758574352,0.07008637040968414,0.3426853707414829
0.05515187141830534,0.09441198259451643,0.07026153185600653,0.344689378757515
0.0545582330657841,0.09397144306236925,0.07043361997268792,0.34669338677354705
0.05397687729187757,0.0935303562979781,0.07060240490488477,0.3486973947895791
0.05340640165062639,0.09308820592599065,0.0707676836329518,0.3507014028056112
0.052845576483102515,0.09264451298487604,0.07092928057953089,0.35270541082164325
0.05229334089671129,0.09219883693736843,0.07108704811089642,0.3547094188376753
0.0517487967896839,0.09175077658347157,0.07124086692663295,0.3567134268537074
0.05121120120400491,0.09129997086652814,0.0713906463321978,0.35871743486973945
0.050679957313457515,0.0908460995634958,0.07153632438948117,0.3607214428857715
0.0501546043681784,0.09038888385121006,0.07167786794112117,0.3627254509018036
0.049634806922737876,0.08992808674114139,0.07181527250503783,0.36472945891783565
0.04912034367116002,0.08946351337593852,0.07194856203643928,0.3667334669338677
0.048611096199668795,0.08899501118183628,0.07207778855539833,0.3687374749498998
0.0481070379467211,0.08852246987190494,0.0722030316389946,0.37074148296593185
0.04760822363078942,0.08804582129598738,0.07232439777797554,0.3727454909819639
0.047114779370352244,0.08756503913413169,0.0724420195988738,0.374749498997996
0.04662689367881419,0.08708013843128237,0.07255605495353416,0.37675350701402804
0.046144809470974164,0.08659117497198042,0.07266668587904761,0.3787575150300601
0.04566881716868787,0.08609824449485677,0.07277411743212439,0.3807615230460922
0.04519924894310564,0.08560148174770585,0.07287857640298129,0.38276553106212424
0.04473647408095072,0.08510105938497457,0.07298030991484285,0.38476953907815625
0.04428089541431805,0.08459718671052872,0.07307958391614591,0.3867735470941883
0.04383294670897944,0.08409010826960438,0.07317668157349487,0.3887775551102204
0.04339309086658443,0.08358010229483723,0.07327190157432031,0.39078156312625245
0.04296181876271104,0.08306747901229997,0.07336555634902271,0.3927855711422845
0.04253964851649329,0.08255257881441085,0.0734579702231677,0.3947895791583166
0.04212712496934525,0.08203577030754239,0.07354947751096033,0.39679358717434865
0.041724819140667606,0.0815174482430365,0.07364042056183712,0.3987975951903807
0.04133332742762139,0.08099803134118588,0.0737311477724887,0.4008016032064128
0.04095327032407048,0.08047796001853799,0.07382201157701836,0.40280561122244485
0.040585290450313644,0.07995769402960472,0.07391336642820386,0.4048096192384769
0.04023004970967245,0.07943771003472438,0.07400556678299582,0.406813627254509
0.039888225419527495,0.07891849910642182,0.07409896510539803,0.40881763527054105
0.039560505301945895,0.07840056418711129,0.07419390989981207,0.4108216432865731
0.039247581261355906,0.07788441751142805,0.07429074378769972,0.4128256513026052
0.03895014192240623,0.0773705780068048,0.07438980164010317,0.41482965931863724
0.038668863948688216,0.07685956868616976,0.07449140877811501,0.4168336673346693
0.03840440221084823,0.0763519140467827,0.07459587925283685,0.4188376753507014
0.038157378919216556,0.07584813748930115,0.0747035142157162,0.42084168336673344
0.037928371879922484,0.07534875877111243,0.07481460038938638,0.4228456913827655
0.03771790207314144,0.07485429150783685,0.07492940864830495,0.4248496993987976
0.03752642078636515,0.07436524073667705,0.07504819271756262,0.42685370741482964
0.03735429656330995,0.07388210055492729,0.0751711879972465,0.4288577154308617
0.03720180224941397,0.07340535184656374,0.07529861051870809,0.4308617234468938
0.037069102427191594,0.07293546010927034,0.07543065603799497,0.43286573146292584
0.0369562415386373,0.07247287339367706,0.07556749927059667,0.4348697394789579
0.03686313298730339,0.07201802036585819,0.0757092932705188,0.4368737474949899
0.036789549499773685,0.07157130850337345,0.07585616895556449,0.438877755511022
0.0367351150054463,0.07113312243426927,0.07600823477957191,0.44088176352705405
0.0366992982654777,0.07070382242753503,0.0761655765512448,0.4428857715430861
0.036681408447317265,0.07028374304251231,0.0763282573981403,0.4448897795591182
0.036680592801528605,0.06987319194372021,0.07649631787333704,0.44689378757515025
0.03669583655376918,0.06947244888645963,0.07666977620132251,0.4488977955911823
0.03672596507819484,0.06908176487743166,0.07684862865872681,0.4509018036072144
0.036769648370543986,0.06870136151343983,0.0770328500846676,0.45290581162324645
0.036825407791129826,0.06833143050006991,0.07722239451470132,0.4549098196392785
0.03689162500128137,0.06797213335102734,0.07741719593168282,0.4569138276553106
0.036966552972708594,0.06762360126763786,0.07761716912622592,0.45891783567134264
