x,y,value
0,0,0.0
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
13,0,0.0
14,0,0.0
15,0,0.0
16,0,0.0
17,0,0.0
18,0,0.0
19,0,0.0
20,0,0.0
21,0,0.0
22,0,0.0
23,0,0.0
24,0,0.0
25,0,0.0
26,0,0.0
27,0,0.0
28,0,0.0
29,0,0.0
30,0,0.0
31,0,0.0
32,0,0.0
33,0,0.0
34,0,0.0
35,0,0.0
36,0,0.0
37,0,0.0
38,0,0.0
39,0,0.0
40,0,0.0
41,0,0.0
42,0,0.0
43,0,0.0
44,0,0.0
45,0,0.0
46,0,0.0
47,0,0.0
48,0,0.0
49,0,0.0
50,0,0.0
51,0,0.0
52,0,0.0
53,0,0.0
54,0,0.0
55,0,0.0
56,0,0.0
57,0,0.0
58,0,0.0
59,0,0.0
60,0,0.0
61,0,0.0
62,0,0.0
63,0,0.0
0,1,-0.24438857743011957
1,1,-0.24464839362119067
2,1,-0.24415541552070222
3,1,-0.24391941818147014
4,1,-0.243549108631259
5,1,-0.240506412261995
6,1,-0.24874837499097385
7,1,-0.24831363325247105
8,1,-0.24596461547473233
9,1,-0.24813608280276225
10,1,-0.24681295393812422
11,1,-0.24937256037964695
12,1,-0.24796332390011216
13,1,-0.24487006159881547
14,1,-0.251509490895132
15,1,-0.247911119542031
16,1,-0.2543283343160916
17,1,-0.250301084453946
18,1,-0.252402126880254
19,1,-0.2502314118168798
20,1,-0.24419246900263616
21,1,-0.24603848004106463
22,1,-0.24869013459951078
23,1,-0.24646688683475254
24,1,-0.25448747182244713
25,1,-0.24073221198908454
26,1,-0.2627614046356595
27,1,-0.25084219627034415
28,1,-0.2417285155779921
29,1,-0.2508170889375103
30,1,-0.25244118901623164
31,1,-0.24496802824447356
32,1,-0.2516608356016616
33,1,-0.24922753156807728
34,1,-0.24758613380668792
35,1,-0.25142959659754643
36,1,-0.24734940724153798
37,1,-0.2450708252270802
38,1,-0.252683447002049
39,1,-0.2447425865678535
40,1,-0.22695838303795726
41,1,-0.24517010550342222
42,1,-0.24987965735756473
43,1,-0.24025635350738914
44,1,-0.24887832324004452
45,1,-0.2549182602333691
46,1,-0.25054016432151704
47,1,-0.25247274606663034
48,1,-0.24236795924696253
49,1,-0.2532724261835714
50,1,-0.2558685658633108
51,1,-0.25043751097501343
52,1,-0.2440152125632589
53,1,-0.24878364220675137
54,1,-0.25015033472383275
55,1,-0.24347287593590847
56,1,-0.24572432418478635
57,1,-0.23684512628872167
58,1,-0.25014956667914434
59,1,-0.2450539306880778
60,1,-0.2533809290063952
61,1,-0.24856358982022586
62,1,-0.2498112624419314
63,1,-0.25144156885450497
0,2,0.5152986516977351
1,2,0.5493111849817495
2,2,0.5618466105441648
3,2,0.5115871188844768
4,2,0.5181806682390744
5,2,0.5064489367533869
6,2,0.5497046512606724
7,2,0.5035990735436063
8,2,0.5135447918080849
9,2,0.5493564148230551
10,2,0.5498415703517403
11,2,0.49990646670081956
12,2,0.549757012638455
13,2,0.5046550541205583
14,2,0.5451766545610575
15,2,0.5484988676875143
16,2,0.5014350576397366
17,2,0.5467747264001204
18,2,0.5446124679652302
19,2,0.5057280163152942
20,2,0.5519210237643268
21,2,0.5505483824480615
22,2,0.5466337877803735
23,2,0.5493828813408713
24,2,0.5444016809696017
25,2,0.5221495626577531
26,2,0.4945412212337356
27,2,0.5465420988968398
28,2,0.5184773720796777
29,2,0.5453459489843977
30,2,0.5454595969782067
31,2,0.5507079862957478
32,2,0.5020514339111425
33,2,0.5472675923099476
34,2,0.5107043038257267
35,2,0.5472249433363738
36,2,0.5476391397555176
