x,M-cases,M-controls,F-cases,F-controls
43.0,3.175231407208297e-05,0.0001446953370429233,0.01255519826086941,0.0019749148321195416
44.0,0.00010869249929006725,0.00040787850048018814,0.017808358427250738,0.0040546319911234025
45.0,0.0003317298863077464,0.0010357010321140443,0.023388978287821535,0.007668686650732392
46.0,0.0009028292079921614,0.002369748269445409,0.028571018695658097,0.013404443596511904
47.0,0.0021918405551608665,0.004888828333779185,0.032772336912820985,0.021747053671489016
48.0,0.004749859914139973,0.009104943557016455,0.03598645845977157,0.032935762689632636
49.0,0.00919987298605376,0.015345287471751743,0.03916639871883133,0.04691741660222291
50.0,0.015966531764554388,0.023515713324029505,0.044371885839070646,0.06347306027321385
51.0,0.024951986452770258,0.03306333106206396,0.05453996149827112,0.0825002769521124
52.0,0.03544394222606945,0.04335113150532388,0.07284950394096652,0.10430857403114567
53.0,0.04655041074298546,0.0544134167451643,0.10179203855030779,0.12970939760894618
54.0,0.0581263394573339,0.06766079771114002,0.1422030887633736,0.15973213320589189
55.0,0.07163289170418179,0.08586824314103128,0.19260610405898543,0.19499048987905776
56.0,0.0901261906232043,0.11204457665172377,0.24920557371206578,0.2349855632178672
57.0,0.11700175970013581,0.1475415311666589,0.3066783721732133,0.27780051441520487
58.0,0.15403720151602468,0.19052735982361474,0.3595800930757236,0.3205428946099425
59.0,0.19995278455820345,0.23605797729696543,0.40385859850649564,0.36048392558320164
60.0,0.2505378203106157,0.2781564348644721,0.4378563938616399,0.3963358338722456
61.0,0.30046746139721664,0.31301922711399227,0.4623952204925679,0.42887411928599745
62.0,0.3459407675356263,0.3416070173671908,0.4799772367759002,0.4604125897390377
63.0,0.38682199310872134,0.3700632934449306,0.49355877134879356,0.49335492791835167
64.0,0.4271899978401644,0.40749176412861593,0.5055177846693912,0.5287006259236144
65.0,0.4738761405278264,0.4619408143728391,0.5172702592925965,0.5654845084655444
66.0,0.5334396504013171,0.5363740945434363,0.5296061271403439,0.6015538390484452
67.0,0.6088204954640271,0.6266062188309751,0.543418155534117,0.6351825022142674
68.0,0.6972370758769557,0.7224255788523755,0.5602713000769008,0.6663751912077578
69.0,0.7904157761299937,0.8114439109310972,0.5823038702390371,0.696783097469833
70.0,0.8770337812581119,0.883415063937441,0.6112664625031651,0.7279835189730038
71.0,0.9459992119347655,0.9323387481347173,0.6469897818734798,0.7590311322204104
72.0,0.9887949245347981,0.9554136086422126,0.686022894638076,0.7849231520778651
73.0,1.0,0.9506179311829862,0.7213335300823884,0.797317976432757
74.0,0.9766675643866235,0.915840777437458,0.7436221850362932,0.7875302417587965
75.0,0.9181253655566337,0.850770440440495,0.7440342354289173,0.750313324314083
76.0,0.8270742011644083,0.7597712003886277,0.7172356401076398,0.6863356951145847
77.0,0.7111705190528301,0.6527466973171798,0.6634620644635539,0.6020534043547491
78.0,0.5832331321879074,0.5427063456199461,0.5885563875306568,0.5072895245065506
79.0,0.45887619253555095,0.44157409056800817,0.501993134882912,0.4120544105949509
80.0,0.3521842454774269,0.3569369354512779,0.41386534711174927,0.3241852652586633
81.0,0.27148641551146957,0.2911843926501951,0.33219544769270976,0.2484628208972379
82.0,0.2173285017874517,0.24253655654618667,0.26155715101943183,0.18686190717612564
83.0,0.18353629902510793,0.20669249634785763,0.20319050632729055,0.1392204047476184
84.0,0.1606893755036209,0.1783898896268834,0.15609425106970634,0.10387979074615404
85.0,0.14024331448797528,0.15284304435970508,0.11833738457380583,0.07826843541224246
86.0,0.11742078143876238,0.12700321338106987,0.08802760816287254,0.05953827697717417
87.0,0.09182531998763022,0.10021729882521334,0.06374764468990861,0.0452114647736312
88.0,0.0660157119868886,0.07389414268832635,0.04456529418973127,0.03362473903901095
89.0,0.043244880318953585,0.05034003310837284,0.029837242037156052,0.023997166065134915
90.0,0.0256811864376424,0.031448363304281246,0.018997677905123272,0.016155722986752212
91.0,0.01378248575579937,0.01792845111453172,0.011434837486830088,0.010134414350734547
92.0,0.00667019577464687,0.009297338021932633,0.006474218884119875,0.005875383649802646
93.0,0.002906265808567347,0.004376376030599569,0.0034339773885550392,0.0031319551214645325
94.0,0.0011384882714000543,0.0018670861682127126,0.0017006605124692958,0.0015303028059091865
95.0,0.00040050581259144243,0.0007211736697262923,0.0007843115355574394,0.0006840720964691433
96.0,0.0001263942692774081,0.00025199269369467677,0.00033611530391759763,0.0002794454814754983
97.0,3.575096146377765e-05,7.960346547706656e-05,0.00013362580073860485,0.00010424810018781102
98.0,9.056096644980448e-06,2.2722107474047687e-05,4.9218371204182615e-05,3.5500795336780487e-05
99.0,2.052971042230665e-06,5.85805408751253e-06,1.677871691840215e-05,1.1033173461824612e-05
100.0,4.16245300265747e-07,1.3636135243856616e-06,5.289871283671364e-06,3.1288953618137893e-06
101.0,7.544213891564645e-08,2.865039169619934e-07,1.541435155279416e-06,8.09601003933241e-07
