x,patient,control
-20.0,5.82848414721363e-11,6.851441710381837e-13
-19.798994974874372,1.9913418004062105e-10,2.7240670935690036e-12
-19.597989949748744,6.534151383764235e-10,1.0404215905327095e-11
-19.396984924623116,2.0591394789713473e-09,3.817325421094513e-11
-19.195979899497488,6.232116019342852e-09,1.3454574686933508e-10
-18.99497487437186,1.8115006139278685e-08,4.555589560502312e-10
-18.79396984924623,5.057019551711841e-08,1.4817881614020194e-09
-18.592964824120603,1.3558260417400595e-07,4.6301807808555736e-09
-18.391959798994975,3.491133860253374e-07,1.3899008490749388e-08
-18.190954773869347,8.633407152634126e-07,4.0081868839406546e-08
-17.98994974874372,2.0504592187126175e-06,1.1104402914027277e-07
-17.78894472361809,4.677063234007645e-06,2.955501541942391e-07
-17.587939698492463,1.0245862898762771e-05,7.557228198575295e-07
-17.386934673366834,2.15564396990084e-05,1.8565095801597936e-06
-17.185929648241206,4.355707671218745e-05,4.381721783152255e-06
-16.984924623115578,8.452664281692673e-05,9.93612775281427e-06
-16.78391959798995,0.0001575366956262662,2.164855684852651e-05
-16.582914572864322,0.00028198310131455627,4.5320895605560674e-05
-16.381909547738694,0.00048474988862023255,9.116935926969046e-05
-16.180904522613066,0.0008003237863841463,0.00017624208803902899
-15.979899497487438,0.001269016508470754,0.00032742990861867884
-15.77889447236181,0.0019325141669610658,0.0005846872789425485
-15.577889447236181,0.002826393349367545,0.0010036645582853802
-15.376884422110553,0.0039700707854994025,0.0016565156818733665
-15.175879396984925,0.00535577120375716,0.0026293766633071545
-14.974874371859297,0.006939186066314461,0.004015166094944139
-14.773869346733669,0.00863508869474502,0.005901169447175388
-14.57286432160804,0.010320822983188078,0.008352394587527324
-14.371859296482413,0.011849094865187015,0.011393673242736818
-14.170854271356784,0.013069100396548758,0.014995314363677464
-13.969849246231156,0.013852405791789767,0.019067933713613316
-13.768844221105528,0.014118084774400819,0.02347111256308889
-13.5678391959799,0.013851221731282984,0.0280374968501642
-13.366834170854272,0.013110301844230208,0.03260937096873843
-13.165829145728644,0.012021833199084305,0.03707998551342286
-12.964824120603016,0.010763816280619306,0.04142876963536319
-12.763819095477388,0.0095422667501696,0.045739527464938166
-12.56281407035176,0.008566105727552807,0.05019433823529463
-12.361809045226131,0.008025202392128991,0.0550423415486345
-12.160804020100503,0.008074676697192938,0.06054992379161801
-11.959798994974873,0.008826574152077691,0.06694459211479331
-11.758793969849245,0.010348446797294636,0.07436703685732647
-11.557788944723617,0.012667544823279869,0.08284374816578965
-11.356783919597989,0.01577912432451316,0.09228676514214113
-11.15577889447236,0.019657463869933722,0.1025196183984514
-10.954773869346733,0.024268295213261504,0.11332171940825332
-10.753768844221105,0.029581493838576493,0.12447943120569954
-10.552763819095476,0.035583223884391876,0.13583181319258522
-10.351758793969848,0.0422873556403362,0.14730216037347457
-10.15075376884422,0.04974655062889806,0.15891139533508494
-9.949748743718592,0.05806324219020255,0.1707741180758885
-9.748743718592964,0.06739917030999576,0.18308110341348413
-9.547738693467336,0.07797918783739216,0.19607275652191267
-9.346733668341708,0.09008192411902005,0.21000715710930998
-9.14572864321608,0.10400874226392398,0.2251251779053606
-8.944723618090451,0.12002545762344036,0.24161494990417806
-8.743718592964823,0.1382793078357989,0.2595790290025801
-8.542713567839195,0.1587049853123074,0.2790093298456373
-8.341708542713567,0.18094396900291915,0.2997759325644024
-8.140703517587939,0.2043057029258206,0.3216350585443101
-7.939698492462311,0.22779358336400113,0.34425847804819826
-7.738693467336683,0.2502031816277601,0.36728200987915866
-7.537688442211055,0.270279111168644,0.390365949864564
-7.3366834170854265,0.28689803737784125,0.4132566096872807
-7.135678391959798,0.2992360900072424,0.43583654606889694
-6.93467336683417,0.3068834430053714,0.45815178202546863
-6.733668341708542,0.3098856026625895,0.480407307553396
-6.532663316582914,0.3087134376103749,0.502927321230211
-6.331658291457286,0.30418337244862304,0.5260838658920726
-6.130653266331658,0.2973582042674623,0.55020591856918
-5.92964824120603,0.2894550758860574,0.575488642431625
-5.7286432160804015,0.28177318982821703,0.6019263914671255
-5.527638190954773,0.275636845752404,0.6292903164090505
-5.326633165829145,0.27233720685529433,0.6571611128207739
-5.125628140703517,0.2730543153279029,0.6850118369930418
-4.924623115577889,0.27875021214709594,0.7123199607757063
-4.723618090452261,0.29004075198455637,0.7386779609174076
-4.522613065326633,0.3070709082974956,0.7638717455011697
-4.321608040201005,0.32942873857308486,0.7879060660262985
