fpr,tpr
0.0,0.0
0.0,0.0037174721189591076
0.0,0.011152416356877323
0.011152416356877323,0.011152416356877323
0.011152416356877323,0.01486988847583643
0.01858736059479554,0.01486988847583643
0.01858736059479554,0.022304832713754646
0.022304832713754646,0.022304832713754646
0.022304832713754646,0.03345724907063197
0.03345724907063197,0.03345724907063197
0.03345724907063197,0.040892193308550186
0.03717472118959108,0.040892193308550186
0.03717472118959108,0.048327137546468404
0.040892193308550186,0.048327137546468404
0.040892193308550186,0.05204460966542751
0.04460966542750929,0.05204460966542751
0.04460966542750929,0.05947955390334572
0.048327137546468404,0.05947955390334572
0.048327137546468404,0.06691449814126393
0.055762081784386616,0.06691449814126393
0.055762081784386616,0.07434944237918216
0.06319702602230483,0.07434944237918216
0.06319702602230483,0.07806691449814127
0.07063197026022305,0.07806691449814127
0.07063197026022305,0.08921933085501858
0.07806691449814127,0.08921933085501858
0.07806691449814127,0.09293680297397769
0.08178438661710037,0.09293680297397769
0.08178438661710037,0.10408921933085502
0.08921933085501858,0.10408921933085502
0.08921933085501858,0.11524163568773234
0.09665427509293681,0.11524163568773234
0.09665427509293681,0.11895910780669144
0.10037174721189591,0.11895910780669144
0.10037174721189591,0.12639405204460966
0.10408921933085502,0.12639405204460966
0.10408921933085502,0.13382899628252787
0.10780669144981413,0.13382899628252787
0.10780669144981413,0.1524163568773234
0.11895910780669144,0.1524163568773234
0.11895910780669144,0.15613382899628253
0.12267657992565056,0.15613382899628253
0.12267657992565056,0.16356877323420074
0.12639405204460966,0.16356877323420074
0.12639405204460966,0.17472118959107807
0.13011152416356878,0.17472118959107807
0.13011152416356878,0.1821561338289963
0.137546468401487,0.1821561338289963
0.137546468401487,0.1970260223048327
0.1449814126394052,0.1970260223048327
0.1449814126394052,0.20074349442379183
0.14869888475836432,0.20074349442379183
0.14869888475836432,0.21189591078066913
0.1524163568773234,0.21189591078066913
0.1524163568773234,0.22304832713754646
0.15613382899628253,0.22304832713754646
0.15613382899628253,0.23048327137546468
0.15985130111524162,0.23048327137546468
0.15985130111524162,0.2379182156133829
0.16356877323420074,0.2379182156133829
0.16356877323420074,0.241635687732342
0.16728624535315986,0.241635687732342
0.16728624535315986,0.24907063197026022
0.17100371747211895,0.24907063197026022
0.17100371747211895,0.26022304832713755
0.17472118959107807,0.26022304832713755
0.17472118959107807,0.2899628252788104
0.1821561338289963,0.2899628252788104
0.1821561338289963,0.29739776951672864
0.18587360594795538,0.29739776951672864
0.18587360594795538,0.30855018587360594
0.19330855018587362,0.30855018587360594
0.19330855018587362,0.3159851301115242
0.1970260223048327,0.3159851301115242
0.1970260223048327,0.31970260223048325
0.20074349442379183,0.31970260223048325
0.20074349442379183,0.3308550185873606
0.20446096654275092,0.3308550185873606
0.20446096654275092,0.3382899628252788
0.20817843866171004,0.3382899628252788
0.20817843866171004,0.3420074349442379
0.21561338289962825,0.3420074349442379
0.21561338289962825,0.34572490706319703
0.22304832713754646,0.34572490706319703
0.22304832713754646,0.34944237918215615
0.2379182156133829,0.34944237918215615
0.2379182156133829,0.36059479553903345
0.241635687732342,0.36059479553903345
0.241635687732342,0.3643122676579926
0.2527881040892193,0.3643122676579926
0.2527881040892193,0.3903345724907063
0.25650557620817843,0.3903345724907063
0.25650557620817843,0.39776951672862454
0.26394052044609667,0.39776951672862454
0.26394052044609667,0.40148698884758366
0.27137546468401486,0.40148698884758366
0.27137546468401486,0.4052044609665427
0.275092936802974,0.4052044609665427
0.275092936802974,0.4200743494423792
0.2825278810408922,0.4200743494423792
0.2825278810408922,0.42379182156133827
0.2936802973977695,0.42379182156133827
0.2936802973977695,0.4275092936802974
0.30111524163568776,0.4275092936802974
0.30111524163568776,0.4312267657992565
0.3048327137546468,0.4312267657992565
0.3048327137546468,0.4349442379182156
0.31970260223048325,0.4349442379182156
0.31970260223048325,0.45724907063197023
0.3271375464684015,0.45724907063197023
0.3271375464684015,0.46096654275092935
0.3382899628252788,0.46096654275092935
0.3382899628252788,0.4684014869888476
0.3420074349442379,0.4684014869888476
0.3420074349442379,0.4795539033457249
0.34572490706319703,0.4795539033457249
0.34572490706319703,0.483271375464684
0.34944237918215615,0.483271375464684
0.34944237918215615,0.4944237918215613
0.35315985130111527,0.4944237918215613
0.35315985130111527,0.5055762081784386
0.35687732342007433,0.5055762081784386
0.35687732342007433,0.5130111524163569
0.3643122676579926,0.5130111524163569
0.3643122676579926,0.5278810408921933
0.3680297397769517,0.5278810408921933
0.3680297397769517,0.5315985130111525
0.37174721189591076,0.5315985130111525
0.37174721189591076,0.5353159851301115
0.3903345724907063,0.5353159851301115
0.3903345724907063,0.5390334572490706
0.3940520446096654,0.5390334572490706
0.3940520446096654,0.5427509293680297
0.39776951672862454,0.5427509293680297
0.39776951672862454,0.5464684014869888
0.40148698884758366,0.5464684014869888
0.40148698884758366,0.5576208178438662
0.41263940520446096,0.5576208178438662
0.41263940520446096,0.5724907063197026
0.4163568773234201,0.5724907063197026
0.4163568773234201,0.5799256505576208
0.42379182156133827,0.5799256505576208
0.42379182156133827,0.5836431226765799
0.4275092936802974,0.5836431226765799
0.4275092936802974,0.5910780669144982
0.4349442379182156,0.5910780669144982
0.4349442379182156,0.5947955390334573
0.43866171003717475,0.5947955390334573
0.43866171003717475,0.5985130111524164
0.4423791821561338,0.5985130111524164
0.4423791821561338,0.6059479553903345
0.4758364312267658,0.6059479553903345
0.4758364312267658,0.6096654275092936
0.4795539033457249,0.6096654275092936
0.4795539033457249,0.6133828996282528
0.48698884758364314,0.6133828996282528
0.48698884758364314,0.6245353159851301
0.5018587360594795,0.6245353159851301
0.5018587360594795,0.6282527881040892
0.5055762081784386,0.6282527881040892
0.5055762081784386,0.6319702602230484
0.5130111524163569,0.6319702602230484
0.5130111524163569,0.6356877323420075
0.5241635687732342,0.6356877323420075
0.5241635687732342,0.6431226765799256
0.5464684014869888,0.6431226765799256
0.5464684014869888,0.6505576208178439
0.550185873605948,0.6505576208178439
0.550185873605948,0.6802973977695167
0.5613382899628253,0.6802973977695167
0.5613382899628253,0.6840148698884758
0.5687732342007435,0.6840148698884758
0.5687732342007435,0.6877323420074349
0.5724907063197026,0.6877323420074349
0.5724907063197026,0.6914498141263941
0.5799256505576208,0.6914498141263941
0.5799256505576208,0.7137546468401487
0.587360594795539,0.7137546468401487
0.587360594795539,0.7286245353159851
0.5910780669144982,0.7286245353159851
0.5910780669144982,0.7323420074349443
0.6022304832713755,0.7323420074349443
0.6022304832713755,0.7360594795539034
0.6245353159851301,0.7360594795539034
0.6245353159851301,0.7397769516728625
0.6282527881040892,0.7397769516728625
0.6282527881040892,0.7434944237918215
0.6356877323420075,0.7434944237918215
0.6356877323420075,0.7472118959107806
0.6394052044609665,0.7472118959107806
0.6394052044609665,0.7509293680297398
0.654275092936803,0.7509293680297398
0.654275092936803,0.7620817843866171
0.6579925650557621,0.7620817843866171
0.6579925650557621,0.7695167286245354
0.6617100371747212,0.7695167286245354
0.6617100371747212,0.7732342007434945
0.6691449814126395,0.7732342007434945
0.6691449814126395,0.7769516728624535
0.6728624535315985,0.7769516728624535
0.6728624535315985,0.79182156133829
0.6765799256505576,0.79182156133829
0.6765799256505576,0.8104089219330854
0.6840148698884758,0.8104089219330854
0.6840148698884758,0.8252788104089219
0.6988847583643123,0.8252788104089219
0.6988847583643123,0.828996282527881
0.7100371747211895,0.828996282527881
0.7100371747211895,0.8327137546468402
0.7137546468401487,0.8327137546468402
0.7137546468401487,0.8364312267657993
0.7174721189591078,0.8364312267657993
0.7174721189591078,0.8401486988847584
0.724907063197026,0.8401486988847584
0.724907063197026,0.8438661710037175
0.7286245353159851,0.8438661710037175
0.7286245353159851,0.8513011152416357
0.7360594795539034,0.8513011152416357
0.7360594795539034,0.8550185873605948
0.7397769516728625,0.8550185873605948
0.7397769516728625,0.8587360594795539
0.7434944237918215,0.8587360594795539
0.7434944237918215,0.8661710037174721
0.7509293680297398,0.8661710037174721
0.7509293680297398,0.8773234200743495
0.758364312267658,0.8773234200743495
0.758364312267658,0.8810408921933085
0.7695167286245354,0.8810408921933085
0.7695167286245354,0.8921933085501859
0.79182156133829,0.8921933085501859
0.79182156133829,0.895910780669145
0.7992565055762082,0.895910780669145
0.7992565055762082,0.8996282527881041
0.8104089219330854,0.8996282527881041
0.8104089219330854,0.9070631970260223
0.8141263940520446,0.9070631970260223
0.8141263940520446,0.9107806691449815
0.828996282527881,0.9107806691449815
0.828996282527881,0.9182156133828996
0.8327137546468402,0.9182156133828996
0.8327137546468402,0.9219330855018587
0.8475836431226765,0.9219330855018587
0.8475836431226765,0.9256505576208178
0.8587360594795539,0.9256505576208178
0.8587360594795539,0.929368029739777
0.8661710037174721,0.929368029739777
0.8661710037174721,0.9368029739776952
0.8810408921933085,0.9368029739776952
0.8810408921933085,0.9405204460966543
0.8884758364312267,0.9405204460966543
0.8884758364312267,0.9442379182156134
0.895910780669145,0.9442379182156134
0.895910780669145,0.9516728624535316
0.9070631970260223,0.9516728624535316
0.9070631970260223,0.9553903345724907
0.9182156133828996,0.9553903345724907
0.9182156133828996,0.9591078066914498
0.9219330855018587,0.9591078066914498
0.9219330855018587,0.9628252788104089
0.929368029739777,0.9628252788104089
0.929368029739777,0.9702602230483272
0.9368029739776952,0.9702602230483272
0.9368029739776952,0.9739776951672863
0.9479553903345725,0.9739776951672863
0.9479553903345725,0.9776951672862454
0.9553903345724907,0.9776951672862454
0.9553903345724907,0.9814126394052045
0.9591078066914498,0.9814126394052045
0.9591078066914498,0.9851301115241635
0.9739776951672863,0.9851301115241635
0.9739776951672863,0.9888475836431226
0.9776951672862454,0.9888475836431226
0.9776951672862454,0.9962825278810409
0.9888475836431226,0.9962825278810409
0.9888475836431226,1.0
1.0,1.0
