y,case,control
-4.265288280767561,0.006076486015101778,0.0014746161786755028
-4.242967590259459,0.006243140898654004,0.0015182609103972743
-4.220646899751356,0.00641390521423233,0.0015630951883991676
-4.198326209243255,0.006588866468007246,0.0016091481897373319
-4.176005518735153,0.006768113638619088,0.0016564497094750939
-4.1536848282270515,0.006951737191401773,0.0017050301709830007
-4.131364137718949,0.007139829092452239,0.001754920636333612
-4.109043447210848,0.007332482822535001,0.001806152816789552
-4.086722756702745,0.007529793390811648,0.0018587590833835013
-4.064402066194643,0.007731857348384389,0.0019127724775884843
-4.042081375686541,0.00793877280164256,0.001968226722076971
-4.019760685178439,0.008150639425401217,0.0020251562315669806
-3.997439994670337,0.008367558475820113,0.002083596123753494
-3.9751193041622352,0.008589632803092079,0.002143582230323218
-3.9527986136541333,0.008816966863888637,0.002205151108050789
-3.9304779231460314,0.009049666733551086,0.002268340049974294
-3.908157232637929,0.009287840118015058,0.0023331870966480377
-3.885836542129827,0.009531596365456209,0.0023997310474701394
-3.863515851621725,0.009781046477644637,0.0024680114720828194
-3.8411951611136232,0.010036303120995241,0.002538068721842632
-3.8188744706055213,0.010297480637301527,0.0026099439413583923
-3.7965537800974194,0.010564695054139504,0.002683679080093834
-3.7742330895893175,0.010838064094928873,0.0027593169040324808
-3.751912399081215,0.011117707188637879,0.002836901007401615
-3.729591708573113,0.01140374547911855,0.00291647582445253
-3.7072710180650112,0.011696301834058705,0.0029980866412938913
-3.6849503275569093,0.011995500853536609,0.0030817796077750063
-3.6626296370488074,0.012301468878164806,0.0031676017494155903
-3.6403089465407055,0.012614333996808542,0.0032556009793787673
-3.6179882560326035,0.012934226053864946,0.00334582611048359
-3.5956675655245016,0.013261276656088287,0.003438326867253475
-3.5733468750163992,0.013595619178946855,0.003533153897996673
-3.5510261845082973,0.013937388772496917,0.003630358786915017
-3.5287054940001954,0.014286722366758927,0.003729994066236771
-3.5063848034920935,0.014643758676580857,0.0038321132283694434
-3.4840641129839915,0.015008638205974183,0.0039367707380683755
-3.4617434224758896,0.015381503251906658,0.004044022044616521
-3.4394227319677877,0.015762497907537466,0.004153923594011103
-3.4171020414596853,0.016151768064878613,0.004266532841152253
-3.3947813509515834,0.01654946141686794,0.004381908262029107
-3.3724606604434815,0.016955727458837715,0.0045001093658981
-3.3501399699353795,0.01737071748936331,0.004621196707448777
-3.3278192794272776,0.017794584610476782,0.00474523189895167
-3.3054985889191757,0.018227483727228905,0.004872277622383085
-3.2831778984110738,0.018669571546584725,0.005002397641521202
-3.260857207902972,0.019121006575636118,0.005135656814008101
-3.2385365173948695,0.01958194911911619,0.0052721211033719
-3.2162158268867675,0.020052561276198894,0.005411857591003064
-3.1938951363786656,0.020533006936569145,0.005554934488079202
-3.1715744458705637,0.02102345177574578,0.005701421147431813
-3.1492537553624618,0.021524063249643798,0.005851388075349164
-3.12693306485436,0.02203501058835741,0.006004906943308586
-3.104612374346258,0.02255646478915061,0.006162050599631911
-3.0822916838381555,0.02308859860863702,0.0063228930810571215
-3.0599709933300536,0.023631586554135303,0.006487509624219715
-3.0376503028219517,0.024185604874182753,0.006655976677036667
-3.0153296123138498,0.02475083154819253,0.006828371909985993
-2.993008921805748,0.025327446275237996,0.007004774227274566
-2.970688231297646,0.025915630461949418,0.007185263777887174
-2.948367540789544,0.02651556720950677,0.007369921966508998
-2.926046850281442,0.027127441299714127,0.007558831464314161
-2.9037261597733397,0.02775143918013937,0.007752076219612342
-2.8814054692652378,0.028387748948305078,0.007949741468345924
-2.859084778757136,0.029036560334914984,0.008151913744429357
-2.836764088249034,0.029698064686101134,0.008358680889922773
-2.814443397740932,0.030372454944677565,0.008570132065031549
-2.79212270723283,0.031059925630385055,0.008786357757923326
-2.769802016724728,0.03176067281911387,0.009007449794354144
-2.7474813262166258,0.03247489412108891,0.009233501347094802
-2.725160635708524,0.0332027886580045,0.009464606945148966
-2.702839945200422,0.033944557039094395,0.009700862482753708
-2.68051925469232,0.034700401336123884,0.009942365228153827
-2.658198564184218,0.03547052505729031,0.010189213832140661
-2.635877873676116,0.03625513312001966,0.01044150833634606
-2.613557183168014,0.03705443182264564,0.010699350181282125
-2.5912364926599123,0.037868628814959865,0.010962842214117361
-2.5689158021518104,0.0386979330676198,0.01123208869617951
-2.5465951116437084,0.03954255484040395,0.011507195310175387
-2.5242744211356065,0.0404027056493014,0.011788269167117671
-2.5019537306275046,0.04127859823242609,0.012075418812949112
-2.4796330401194018,0.04217044651474343,0.012368754234853825
-2.4573123496113,0.043078465571600055,0.012668386867245448
-2.434991659103198,0.044002871591046135,0.012974429597422274
-2.412670968595096,0.04494388183494076,0.013286996770878533
-2.390350278086994,0.04590171459883059,0.013606204196261863
-2.368029587578892,0.04687658917059434,0.013932169149966157
-2.34570889707079,0.04786872578784258,0.014265010380349337
-2.3233882065626883,0.04887834559406746,0.014604848111565028
-2.3010675160545864,0.04990567059353249,0.014951804046998017
-2.2787468255464844,0.05095092360489743,0.01530600137229202
-2.2564261350383825,0.05201432821356996,0.015667564757959152
-2.2341054445302806,0.05309610872278005,0.01603662036156012
-2.2117847540221787,0.05419649010336989,0.01641329582944402
-2.1894640635140767,0.05531569794229567,0.016797720298036656
-2.167143373005975,0.05645395838983616,0.017190024394666426
-2.144822682497872,0.05761149810550467,0.017590340237916207
-2.12250199198977,0.05878854420266108,0.01799880143749028
-2.100181301481668,0.05998532419182149,0.01841554309358516
-2.0778606109735662,0.0612020659226628,0.018840701795752465
-2.0555399204654643,0.062438997524722296,0.019274415621243185
-2.0332192299573624,0.06369634734678939,0.01971682413282141
-2.0108985394492604,0.06497434389499203,0.02016806837603658
-1.9885778489411585,0.06627321576957564,0.02062829087594241
-1.9662571584330566,0.06759319160037783,0.02109763563325173
-1.9439364679249547,0.06893449998100053,0.02157624811991516
-1.9216157774168527,0.07029736940168056,0.022064275274112775
-1.8992950869087508,0.07168202818086454,0.022561865494646904
-1.876974396400649,0.07308870439548994,0.02306916863472537
-1.854653705892547,0.07451762580997871,0.02358633599512306
-1.832333015384445,0.0759690198039479,0.024113520316711188
-1.8100123248763422,0.07744311329864458,0.02465087577234246
-1.7876916343682403,0.07894013268211081,0.025198557958081402
-1.7653709438601384,0.08046030373308878,0.025756723883768505
-1.7430502533520364,0.08200385154367194,0.02632553196290673
-1.7207295628439345,0.08357100044071439,0.026905142001860057
-1.6984088723358326,0.08516197390600623,0.027495715188352324
-1.6760881818277307,0.08677699449522877,0.028097414079256266
-1.6537674913196287,0.08841628375569843,0.028710402587661287
-1.6314468008115268,0.09008006214291547,0.029334845969209586
-1.609126110303425,0.09176854893592783,0.029970910807690005
-1.586805419795323,0.09348196215152792,0.03061876499987931
-1.564484729287221,0.09522051845729437,0.03127857773962003
-1.5421640387791191,0.09698443308349847,0.031950519501125235
-1.5198433482710172,0.09877391973388885,0.03263476202149954
-1.4975226577629153,0.10058919049537605,0.033331478282467186
-1.4752019672548125,0.10243045574663254,0.034040842491296436
-1.4528812767467105,0.1042979240656303,0.034763030060911373
-1.4305605862386086,0.10619180213613595,0.03549821758918158
-1.4082398957305067,0.10811229465318523,0.03624658283737966
-1.3859192052224047,0.11005960422755788,0.03700830470779885
-1.3635985147143028,0.11203393128927985,0.03778356322052038
-1.341277824206201,0.11403547399017291,0.038572539489322905
-1.318957133698099,0.11606442810548065,0.03937541569672486
-1.296636443189997,0.11812098693459445,0.040192375068152264
-1.2743157526818951,0.12020534120090899,0.04102360184522298
-1.2519950621737932,0.12231767895083238,0.0418692812581403
-1.2296743716656913,0.12445818545198284,0.04272959949718809
-1.2073536811575893,0.12662704309060088,0.04360474368332042
-1.1850329906494874,0.12882443126820609,0.044494901837838226
-1.1627123001413855,0.13105052629753364,0.04540026285114684
-1.1403916096332827,0.1333055012977798,0.046321016450587255
-1.1180709191251808,0.1355895260891928,0.0472573531673358
-1.0957502286170788,0.1379027670870422,0.04820946430236572
-1.073429538108977,0.14024538719500212,0.0491775418914654
-1.051108847600875,0.14261754569798546,0.05016177866930788
-1.028788157092773,0.1450193981544658,0.05116236803256708
-1.0064674665846711,0.14745109628832517,0.05217950400207568
-0.9841467760765692,0.14991278788026735,0.05321338118402144
-0.9618260855684673,0.15240461665883534,0.05426419473017683
-0.9395053950603653,0.15492672219107537,0.05533214029715966
-0.9171847045522634,0.15747923977288783,0.056417414004720695
-0.8948640140441615,0.16006230031910829,0.05752021239305694
-0.8725433235360596,0.16267603025336136,0.058640732379146666
-0.8502226330279576,0.16532055139773294,0.05977917121210527
-0.8279019425198557,0.16799598086230386,0.06093572642756042
-0.8055812520117529,0.17070243093459245,0.062110595801045804
-0.783260561503651,0.17344000896895118,0.06330397730041122
-0.760939870995549,0.17620881727596674,0.06451606903725166
-0.7386191804874471,0.17900895301190906,0.06574706921735296
-0.7162984899793452,0.18184050806828067,0.06699717609015604
-0.6939777994712433,0.18470356896151394,0.06826658789724158
-0.6716571089631413,0.1875982167228688,0.0695555028198352
-0.6493364184550394,0.190524526788579,0.07086411892533682
-0.6270157279469375,0.19348256889030185,0.07219263411287564
-0.6046950374388356,0.19647240694592114,0.07354124605789551
-0.5823743469307336,0.199494098950758,0.07491015215577235
-0.5600536564226317,0.20254769686924248,0.07629954946446975
-0.5377329659145298,0.20563324652710008,0.07770963464623583
-0.5154122754064279,0.20875078750410847,0.07914060390834832
-0.49309158489832594,0.21190035302747956,0.08059265294291182
-0.4707708943902231,0.21508196986592265,0.08206597686571512
-0.4484502038821212,0.21829565822444416,0.08356077015415439
-0.4261295133740193,0.22154143163994403,0.08507722658423052
-0.40380882286591735,0.22481929687766153,0.08661553916662808
-0.3814881323578154,0.228129253828532,0.0881759000818846
-0.3591674418497135,0.23147129540750988,0.08975850061465947
-0.33684675134161157,0.23484540745291943,0.09136353108711169
-0.31452606083350965,0.23825156862688898,0.09299118079139813
-0.2922053703254077,0.24168975031692994,0.09464163792130127
-0.2698846798173058,0.24515991653871955,0.09631508950299968
-0.24756398930920387,0.24866202384014624,0.0980117213249919
-0.22524329880110194,0.25219602120667894,0.0997317178671883
-0.20292260829300002,0.25576184996811924,0.10147526222918221
-0.1806019177848981,0.2593594437067968,0.10324253605771545
-0.15828122727679617,0.26298872816727026,0.10503371947335234
-0.13596053676869335,0.2666496211675902,0.10684899099637885
-0.11363984626059143,0.27034203251218974,0.10868852747193904
-0.0913191557524895,0.274065863906459,0.11055250399443056
-0.06899846524438757,0.2778210088730665,0.1124410938311711
-0.04667777473628565,0.2816073526700876,0.11435446834535654
-0.024357084228183723,0.28542477221099855,0.11629279691832867
-0.002036393720081797,0.28927313598660115,0.11825624687117076
0.02028429678802013,0.2931523039889317,0.12024498338565069
0.042604987296122054,0.29706212763721984,0.12225916942453237
0.06492567780422398,0.30100244970595447,0.1242989656512761
0.0872463683123259,0.3049731042551163,0.12636453034914913
0.10956705882042783,0.30897391656263673,0.12845601933976875
0.13188774932852976,0.3130047030591426,0.1305735859011001
0.15420843983663168,0.31706527126504264,0.13271738068493402
0.1765291303447336,0.32115541973001765,0.1348875516338658
0.19884982085283642,0.3252749379749688,0.1370842438978025
0.22117051136093835,0.3294236064364814,0.13930759975002163
0.24349120186904027,0.3336011964138642,0.14155775850281005
0.2658118923771422,0.3378074700188147,0.14383485642270563
0.2881325828852441,0.34204218012777104,0.14613902664537287
0.31045327339334605,0.3463050703370008,0.14847039909013682
0.332773963901448,0.3505958749204851,0.15082910037420622
0.3550946544095499,0.35491431879064705,0.1532152537266127
0.37741534491765183,0.35926011746198044,0.15562897890189759
0.39973603542575376,0.36363297701762826,0.15807039209357418
0.4220567259338557,0.3680325940789634,0.16053960584739851
0.4443774164419576,0.37245865577821946,0.1630367289744776
0.46669810695005953,0.3769108397342235,0.16556186646424947
0.48901879745816146,0.38138881403127606,0.1681151193973642
0.5113394879662634,0.38589223720122734,0.17069658485850253
0.5336601784743662,0.39042075820879457,0.1733063558491627
0.5559808689824681,0.39497401644016544,0.17594452120045026
0.57830155949057,0.3995516416949323,0.17861116548590653
0.600622249998672,0.4041532541813987,0.18130636893440927
0.6229429405067739,0.40877846451529976,0.18403020734318148
0.6452636310148758,0.41342687372197684,0.18678275199094546
0.6675843215229778,0.4180980732420451,0.1895640695512564
0.6899050120310797,0.42279164494059246,0.19237422200605514
0.7122257025391816,0.42750716111994314,0.19521326655947527
0.7345463930472835,0.432244184536025,0.19808125555194397
0.7568670835553855,0.4370022684183707,0.20097823637461365
0.7791877740634874,0.4417809564937839,0.20390425138416476
0.8015084645715893,0.4465797830137058,0.2068593378180164
0.8238291550796912,0.45139827278530403,0.2098435277099872
0.8461498455877932,0.45623594120631683,0.2128568478064436
0.868470536095896,0.4610922943036753,0.21589931948297797
0.8907912266039979,0.4659668287759273,0.2189709586616549
0.9131119171120998,0.47085903203948853,0.22207177572886913
0.9354326076202018,0.47576838227873736,0.22520177545385425
0.9577532981283037,0.4806943484999753,0.22836095690788358
0.9800739886364056,0.4856363905892691,0.23154931338420762
1.0023946791445075,0.4905939593741902,0.23476683231876566
1.0247153696526095,0.49556649668946456,0.23801349521171863
1.0470360601607114,0.5005534354465445,0.2412892775498413
1.0693567506688133,0.5055541997071151,0.24459414872982013
1.0916774411769152,0.5105682047605381,0.24792807198249575
1.1139981316850172,0.5155948572052442,0.25129100429809775
1.136318822193119,0.5206335550340753,0.25468289635250946
1.158639512701221,0.5256836877235787,0.2581036924346109
1.180960203209323,0.5307446363272561,0.2615533303747396
1.2032808937174257,0.5358157735727623,0.2650317414743153
1.2256015842255277,0.5408964639630504,0.2685388504366685
1.2479222747336296,0.5459860638814609,0.2720745752991214
1.2702429652417315,0.5510839217007427,0.2756388273663598
1.2925636557498335,0.5561893778959979,0.2792315111451414
1.3148843462579345,0.561301765161538,0.28285252428038427
1.3372050367660373,0.5664204085316387,0.28650175749267953
1.3595257272741383,0.5715446255051734,0.29017909451726653
1.3818464177822412,0.5766737261741133,0.2938844120445231
1.404167108290344,0.5818070133558659,0.2976175796620017
1.426487798798445,0.5869437827294349,0.30137845979806605
1.4488084893065478,0.5920833229753784,0.3051669076671634
1.4711291798146489,0.5972249159195271,0.30898277121677553
1.4934498703227517,0.6023678366804521,0.3128258910760955
1.5157705608308527,0.6075113538206308,0.3166961005064645
1.5380912513389555,0.6126547295012955,0.32059322535361945
1.5604119418470566,0.6177972196409144,0.3245170840017822
1.5827326323551594,0.6229380740772813,0.3284674873296431
1.6050533228632604,0.6280765367331596,0.33244423866826694
1.6273740133713632,0.6332118457854535,0.33644713376097435
1.6496947038794643,0.6383432338378492,0.34047596072522535
1.672015394387567,0.6434699280968909,0.344530500016558
1.6943360848956681,0.6485911505514336,0.3486105243946075
1.716656775403771,0.6537061181554333,0.3527157988912565
1.7389774659118737,0.6588140430140091,0.3568460807809443
1.7612981564199748,0.663914132572735,0.3610011195531792
1.7836188469280776,0.6690055898100981,0.3651806568872889
1.8059395374361786,0.6740876134330638,0.36938442662944104
1.8282602279442814,0.6791593980756943,0.373612154771978
1.8505809184523825,0.684220134500746,0.37786355943509004
1.8729016089604853,0.6892690098041974,0.3821383508508724
1.8952222994685863,0.6943052076226208,0.38643623134978905
1.9175429899766891,0.6993279083433517,0.39075689534958574
1.9398636804847902,0.7043362893173635,0.39510002934667443
1.962184370992893,0.709329525074794,0.39946531191003176
1.984505061500994,0.7143067875430332,0.40385241367762886
2.006825752009097,0.7192672462673131,0.40826099735543636
2.029146442517198,0.7242100686337033,0.41269071771901855
2.0514671330253007,0.7291344200944508,0.4171412216177599
2.0737878235334035,0.734039464395568,0.42161214798173546
2.0961085140415046,0.7389243638065943,0.42610312783126475
2.1184292045496074,0.7437882793524471,0.43061378428916636
2.1407498950577084,0.7486303710472657,0.4351437325957371
2.163070585565811,0.7534497981301771,0.4396925801264858
2.1853912760739123,0.7582457193028749,0.4442599264126344
2.207711966582015,0.7630172929689396,0.4488453631644163
2.230032657090116,0.767763677474789,0.45344847429718416
2.252353347598219,0.7724840313521829,0.45806883596035347
2.27467403810632,0.7771775135621707,0.4627060165691923
2.2969947286144228,0.7818432837403995,0.467359576839482
2.319315419122524,0.7864805024436716,0.4720290698250543
2.3416361096306266,0.791088331397665,0.47671404095823244
2.3639568001387277,0.7956659337457052,0.48141402809317324
2.3862774906468305,0.8002124742984975,0.4861285615521398
2.4085981811549333,0.8047271197847067,0.49085716417469866
2.4309188716630343,0.8092090391022898,0.49559935136986444
2.453239562171137,0.8136574035704736,0.5003546311711933
2.475560252679238,0.8180713871822681,0.5051225042948303
2.497880943187341,0.8224501668574186,0.5099024642005265
2.520201633695442,0.826792922695677,0.5146939971556147
2.542522324203545,0.8310988382302996,0.5194965823019637
2.564843014711646,0.8353671006816471,0.5243096917258978
2.5871637052197487,0.8395969012107904,0.5291327905310945
2.6094843957278497,0.8437874351730046,0.5339653369144477
2.6318050862359526,0.847937902371046,0.5388067822449059
2.6541257767440536,0.8520475073080963,0.54365657114527
2.6764464672521564,0.8561154594402699,0.5485141415769565
2.6987671577602574,0.8601409734285637,0.5533789249277086
2.7210878482683603,0.8641232693901486,0.5582503461022589
2.743408538776463,0.8680615731488804,0.5631278236159222
2.765729229284564,0.8719551164849254,0.5680107696911176
2.788049919792667,0.875803137383387,0.5728985903568042
2.810370610300768,0.879604880281816,0.5777906855508107
2.8326913008088708,0.8833595963165032,0.582686449225056
2.855011991316972,0.8870665435674296,0.5875852694536309
2.8773326818250746,0.8907249873017757,0.5924865285437351
2.8996533723331757,0.8943342002158651,0.5973896031494381
2.9219740628412785,0.8978934626754436,0.6022938643882539
2.9442947533493795,0.9014020629541728,0.607198677960498
2.9666154438574823,0.9048592974702369,0.6121034042714099
2.9889361343655834,0.9082644710209425,0.6170073985560084
3.011256824873686,0.9116168970152159,0.621910011006663
3.033577515381787,0.9149158977038728,0.6268105869033387
3.05589820588989,0.9181608044075688,0.6317084667465014
3.078218896397993,0.9213509577423101,0.6366029863926355
3.100539586906094,0.9244857078424283,0.6414934771923549
3.1228602774141967,0.9275644145809067,0.6463792661310668
3.1451809679222977,0.9305864477869575,0.6512596759721493
3.1675016584304005,0.9335511874607468,0.6561340254026162
3.1898223489385016,0.9364580239851613,0.6610016291812177
3.2121430394466044,0.9393063583345201,0.6658617982889501
3.2344637299547054,0.9420956022801295,0.6707138400819203
3.2567844204628082,0.9448251785925821,0.6755570584465347
3.2791051109709093,0.9474945212407017,0.6803907539569577
3.301425801479012,0.950103075587042,0.6852142240348036
3.323746491987113,0.9526502985798408,0.6900267631110061
3.346067182495216,0.9551356589413373,0.6948276627898274
3.368387873003317,0.9575586373523638,0.6996162120149458
3.39070856351142,0.9599187266331184,0.7043916972375847
3.4130292540195226,0.9622154319200338,0.7091534025866144
3.4353499445276237,0.9644482708386531,0.7139006100405909
3.4576706350357265,0.9666167736724309,0.7186325996016654
3.4799913255438275,0.9687204835273749,0.7233486494713092
3.5023120160519303,0.9707589564924473,0.728048036227806
3.5246327065600314,0.9727317617956485,0.7327300350054403
3.546953397068134,0.974638481955707,0.7373939196753367
3.569274087576235,0.976478712929296,0.7420389630278748
3.591594778084338,0.9782520642537103,0.7466644369566335
3.613915468592439,0.9799581591849289,0.7512696126437867
3.636236159100542,0.9815966348309968,0.7558537607469002
3.658556849608643,0.9831671422806569,0.760416151587054
3.6808775401167457,0.9846693467271742,0.7649560553382339
3.7031982306248468,0.9861029275872837,0.769472742217915
3.7255189211329496,0.9874675786152091,0.7739654826787813
3.7478396116410524,0.9887630080116891,0.7784335476015002
3.7701603021491534,0.9899889385279643,0.7828762084884935
3.7924809926572562,0.9911451075646667,0.7872927376586275
3.8148016831653573,0.9922312672655648,0.7916824084427511
3.83712237367346,0.9932471846061186,0.796044495380017
3.859443064181561,0.9941926414767982,0.8003782744148995
3.881763754689664,0.9950674347611247,0.8046830230948532
3.904084445197765,0.9958713764083963,0.8089580207685194
3.926405135705868,0.9966042935010595,0.8132025487844227
3.948725826213969,0.9972660283166946,0.8174158906900667
3.9710465167220717,0.9978564383845844,0.8215973324313671
3.9933672072301727,0.9983753965368349,0.8257461625523316
4.0156878977382755,0.9988227909540262,0.8298616723949226
4.0380085882463765,0.9991985252053657,0.8339431562990121
4.060329278754479,0.9995025182833304,0.8379899118023634
4.082649969262582,0.9997347046327735,0.8420012398405495
4.104970659770683,0.9998950341744847,0.8459764449467375
4.127291350278786,0.999983472323193,0.8499148354512568
4.149612040786887,1.0,0.8538157236808691
4.17193273129499,0.9999446136392394,0.8576784261576664
4.194253421803091,0.9998173251897602,0.8615022637975098
4.216574112311194,0.9996181621106285,0.8652865621079369
4.238894802819295,0.9993471673612574,0.8690306513854479
4.261215493327398,0.9990043993859617,0.8727338669121028
4.283536183835499,0.9985899320929521,0.8763955491513337
4.305856874343601,0.9981038548277746,0.8800150439429083
4.3281775648517025,0.9975462723412125,0.8835917026969495
4.350498255359805,0.9969173047516622,0.8871248825869429
4.372818945867906,0.9962170875020083,0.890613946741642
4.395139636376009,0.9954457713110128,0.8940582644358014
4.417460326884112,0.9946035221192472,0.8974572112796474
4.439781017392213,0.9936905210295939,0.9008101694070162
4.462101707900316,0.9927069642423463,0.9041165276620748
4.484422398408417,0.9916530629849385,0.9073756817845473
4.50674308891652,0.9905290434363442,0.9105870345933695
4.529063779424621,0.9893351466461783,0.9137499961686906
4.5513844699327235,0.9880716284485426,0.9168639840321504
4.5737051604408245,0.9867387593706627,0.9199284233253465
4.596025850948927,0.9853368245363548,0.922942746986425
