x,case,control
1.391914114124961,0.16424266462954165,0.27893902203930676
1.4151264085331166,0.1669501850184999,0.28279924682491686
1.4383387029412722,0.1696897244463161,0.28669156912860855
1.4615509973494278,0.17246139771809132,0.29061584776734617
1.4847632917575835,0.17526531429437642,0.29457193244134233
1.5079755861657382,0.17810157817106817,0.2985596636542864
1.5311878805738939,0.18097028775939591,0.30257887263592975
1.5544001749820495,0.18387153576605236,0.3066293812670893
1.5776124693902052,0.18680540907352816,0.3107110020071405
1.60082476379836,0.18977198862070394,0.3148235378240634
1.6240370582065156,0.19277134928376086,0.31896678212710794
1.6472493526146712,0.19580355975746414,0.32314051870214244
1.6704616470228268,0.19886868243688358,0.3273445216497532
1.6936739414309825,0.20196677329960744,0.33157855532615443
1.7168862358391372,0.20509788178851213,0.3358423742869759
1.7400985302472929,0.2082620506951496,0.3401357232339899
1.7633108246554485,0.21145931604381152,0.3444583369648366
1.7865231190636042,0.21468970697633716,0.3488099403258141
1.8097354134717598,0.2179532456377247,0.3531902481677888
1.8329477078799146,0.22124994706261125,0.3575989653052886
1.8561600022880702,0.22457981906268612,0.362035786478836
1.8793722966962259,0.22794286211510054,0.36650039632057924
1.9025845911043815,0.23133906925194087,0.37099246932327745
1.9257968855125362,0.23476842595082995,0.37551166981269657
1.949009179920692,0.23823091002672378,0.3800576519234706
1.9722214743288475,0.2417264915249666,0.38463005957847746
1.9954337687370032,0.2452551326156765,0.38922852647178835
2.018646063145159,0.24881678748952374,0.3938526760552361
2.0418583575533136,0.25241140225497116,0.39850212152865383
2.065070651961469,0.25603891483704533,0.4031764658338338
2.088282946369625,0.2596992548777025,0.4078753016522488
2.1114952407777805,0.26339234363786135,0.41259821140658764
2.134707535185936,0.2671180939011678,0.41734476726614395
2.157919829594091,0.2708764098795603,0.42211453115610287
2.1811321240022465,0.2746671871207052,0.42690705477076646
2.204344418410402,0.27849031241736716,0.43172187959075625
2.227556712818558,0.28234566371878567,0.43655853690423263
2.2507690072267135,0.286233110044124,0.44141654783216416
2.273981301634869,0.2901525113980582,0.44629542335768474
2.2971935960430248,0.294103718688574,0.4511946643595679
2.3204058904511786,0.298086573647039,0.45611376164985096
2.3436181848593343,0.30210090875061835,0.4610521960156393
2.36683047926749,0.3061465471470959,0.4660094382651126
2.3900427736756455,0.31022330258217506,0.4709849492777645
2.413255068083801,0.31433097932931764,0.4759781800588961
2.436467362491957,0.31846937212219184,0.4809885717983833
2.4596796569001125,0.3226382660897903,0.48601555593374035
2.482891951308268,0.3268374366942857,0.49105855421749406
2.5061042457164238,0.33106664967168636,0.49611697878888494
2.5293165401245776,0.33532566097535516,0.5011902322499094
2.5525288345327333,0.3396142167224559,0.506277707745713
2.575741128940889,0.34393205314338526,0.5113787890493399
2.5989534233490446,0.3482788965342568,0.516492850650854
2.6221657177572,0.35265446321249294,0.5216192578508271
2.645378012165356,0.3570584594755866,0.5267573668582005
2.6685903065735115,0.3614905815630901,0.5319065248925199
2.691802600981667,0.36595051562188924,0.5370660702905393
2.7150148953898228,0.37043793767482025,0.5422353326171915
2.7382271897979766,0.3749525135926817,0.5474136327809156
2.7614394842061323,0.37949389906970243,0.5526002831533355
2.784651778614288,0.38406173960250917,0.5577945876932717
2.8078640730224436,0.38865567047265603,0.56299584207508
2.831076367430599,0.39327531673276067,0.5682033338212938
2.854288661838755,0.39792029319629785,0.573416342439555
2.8775009562469105,0.4025902044311001,0.5786341395638104
2.900713250655066,0.40728464475661136,0.5838559890997492
2.9239255450632218,0.4120031982449389,0.5890811473744587
2.9471378394713774,0.4167454387257487,0.5943088632902637
2.9703501338795313,0.4215109297950463,0.5995383784827246
2.993562428287687,0.42629922482788474,0.6047689274827572
3.0167747226958426,0.4311098669950361,0.6099997378828363
3.039987017103998,0.4359423892836704,0.6152300305072503
3.063199311512154,0.4407963145220722,0.6204590195863601
3.0864116059203095,0.4456711554084334,0.6256859129348222
3.109623900328465,0.45056641454375207,0.6309099121337286
3.132836194736621,0.455481584468871,0.6361302127166166
3.1560484891447764,0.46041614770568207,0.6413460043592948
3.1792607835529303,0.4653695768025278,0.6465564710734366
3.202473077961086,0.47034133438382186,0.6517607914038819
3.2256853723692416,0.47533087320391204,0.6569581386295898
3.248897666777397,0.4803376362052105,0.6621476809681824
3.272109961185553,0.48536105658060863,0.6673285817840193
3.2953222555937085,0.49040055784019226,0.6724999997997314
3.318534550001864,0.49545555388227674,0.6776610893111542
3.34174684441002,0.5005254490687712,0.682811000405585
3.3649591388181754,0.5056096383048857,0.6879488791832947
3.3881714332263293,0.5107075071231894,0.6930738679822204
3.411383727634485,0.5158184317720274,0.6981851056057616
3.4345960220426406,0.5209417793082981,0.7032817275535976
3.4578083164507962,0.5260769076945976,0.7083628662554545
3.481020610858952,0.5312231659007286,0.7134276513077277
3.5042329052671075,0.536379894009572,0.7184752097128844
3.527445199675263,0.5415464233273177,0.7235046661215521
3.550657494083419,0.5467220764980469,0.728515143077208
3.5738697884915744,0.5519061676226553,0.7335057612633757
3.5970820828997283,0.5570980023821117,0.7384756397532375
3.620294377307884,0.5622968781650308,0.7434238962615677
3.6435066717160396,0.5675020841995463,0.748349647398887
3.6667189661241952,0.5727129016894693,0.7532520089277434
3.689931260532351,0.577928603954708,0.7581300960210158
3.7131435549405065,0.5831484565759225,0.7629830235221406
3.736355849348662,0.5883717175433947,0.7678099062071548
3.759568143756818,0.5935976374100814,0.7726098590484514
3.7827804381649734,0.5988254594488188,0.7773819974801416
3.805992732573129,0.6040544198136493,0.7821254376649119
3.829205026981283,0.60928374770523,0.7868392967622679
3.8524173213894386,0.6145126655402895,0.7915226931980546
3.8756296157975942,0.619740389125088,0.7961747469351356
3.89884191020575,0.6249661278328413,0.8007945797451237
3.9220542046139055,0.6301890847850605,0.8053813154810422
3.945266499022061,0.635408457036763,0.8099340803508023
3.968478793430217,0.6406234357654994,0.8144520031913796
3.9916910878383725,0.6458332064641482,0.8189342157435695
4.014903382246528,0.6510369491374209,0.8233798529272037
4.038115676654682,0.65623383850202,0.8277880531167038
4.061327971062838,0.6614230441903928,0.8321579584168575
4.084540265470993,0.6666037309580108,0.8364887149386839
4.107752559879149,0.6717750588941225,0.8407794730752783
4.1309648542873045,0.6769361836358998,0.8450293877775016
4.15417714869546,0.6820862565859191,0.8492376188293984
4.177389443103616,0.6872244251328993,0.853403331123212
4.2006017375117715,0.6923498328756227,0.8575256949338791
4.223814031919927,0.6974616198499699,0.8616038861928702
4.247026326328081,0.70255892275898,0.8656370867612583
4.270238620736237,0.7076408752058664,0.8696244847018848
4.293450915144392,0.712706607929895,0.8735652745504958
4.316663209552548,0.7177552490450507,0.8774586575857284
4.3398755039607035,0.7227859242813968,0.8813038420978151
4.363087798368859,0.7277977572290442,0.8851000436558834
4.386300092777015,0.7327898695846375,0.8888464853737236
4.4095123871851705,0.7377613814002654,0.8925423981739001
4.432724681593326,0.7427114113346993,0.8961870210500807
4.455936976001482,0.7476390769068686,0.8997796013274572
4.479149270409636,0.7525434947514686,0.9033193949211371
4.502361564817791,0.7574237808766051,0.9068056665923789
4.525573859225947,0.7622790509233702,0.9102376902025473
4.5487861536341025,0.7671084204272505,0.9136147489646704
4.571998448042258,0.7719110050812586,0.9169361356924719
4.595210742450414,0.7766859210006822,0.9202011530467614
4.6184230368585695,0.7814322849893458,0.9234091137790598
4.641635331266725,0.7861492148072693,0.9265593409723422
4.664847625674881,0.7908358294396174,0.9296511682787827
4.688059920083035,0.7954912493668261,0.932683940154378
4.71127221449119,0.8001145968357924,0.935657012090343
4.734484508899346,0.8047049961320102,0.9385697508411561
4.7576968033075016,0.8092615738525397,0.9414215346491461
4.780909097715657,0.813783459179692,0.9442117534655086
4.804121392123813,0.8182697841553078,0.9469398091676399
4.8273336865319685,0.8227196839555162,0.9496051157726831
4.850545980940124,0.827132297165848,0.9522070996471785
4.87375827534828,0.8315067660565848,0.9547451997127111
4.896970569756434,0.8358422368582242,0.9572188676474553
4.920182864164589,0.840137860036935,0.9596275680835158
4.943395158572745,0.8443927905698794,0.9619707787999605
4.966607452980901,0.8486061882202819,0.9642479909114537
4.989819747389056,0.8527772178121161,0.9664587090523918
5.013032041797212,0.8569050495042905,0.9686024515564465
5.0362443362053675,0.8609888590641985,0.970678750631428
5.059456630613523,0.8650278281405198,0.9726871525293771
5.082668925021679,0.869021144535136,0.9746272177117996
5.105881219429834,0.8729680024740437,0.976498521009959
5.129093513837988,0.8768676028771307,0.9783006517801475
5.152305808246144,0.8807191536267007,0.9800332140538529
5.1755181026543,0.884521869834606,0.9816958266827461
5.198730397062455,0.8882749741078773,0.9832881234784157
5.221942691470611,0.8919776968127154,0.9848097533467758
5.2451549858787665,0.8956292763367252,0.9862603804170802
5.268367280286922,0.8992289593492627,0.9876396841654761
5.291579574695078,0.9027760010597746,0.9889473595330311
5.314791869103233,0.9062696654740069,0.9901831170381774
5.338004163511387,0.9097092256479542,0.9913466828835092
5.361216457919543,0.9130939639394373,0.9924377990568871
5.384428752327699,0.9164231722571738,0.9934562234267843
5.407641046735854,0.9196961523072348,0.9944017298318392
5.43085334114401,0.9229122158367592,0.9952741081645563
5.4540656355521655,0.9260706848748075,0.9960731644491219
5.477277929960321,0.9291708919702422,0.996798720913285
5.500490224368477,0.9322121804265119,0.9974506160542744
5.523702518776632,0.9351939045332279,0.9980287046987106
5.546914813184786,0.9381154297944175,0.9985328580564884
5.570127107592942,0.9409761331533412,0.9989629637685956
5.593339402001098,0.9437754032137626,0.9993189259488472
5.616551696409253,0.9465126404575609,0.9996006652195119
5.639763990817409,0.949187257458578,0.9998081187408141
5.6629762852255645,0.9517986790925941,0.999941240234291
5.68618857963372,0.9543463427433235,1.0
5.709400874041876,0.9568296985043341,0.9999843849275614
5.732613168450031,0.9592482093767789,0.9998943985010341
5.755825462858187,0.9616013514628532,0.9997300607976191
5.779037757266341,0.9638886141548655,0.9994914084801954
5.802250051674497,0.9661095003198414,0.9991784947836857
5.825462346082652,0.9682635264795524,0.9987913894952682
5.848674640490808,0.9703502229858908,0.9983301789284353
5.8718869348989635,0.9723691341914948,0.997794965890919
5.895099229307119,0.974319818615537,0.9971858696464979
5.918311523715275,0.9762018491045968,0.9965030258707032
5.9415238181234304,0.978014812988529,0.995746586600453
5.964736112531586,0.9797583122312514,0.9949167201776337
