age,controls,patients
0.0,5.572875105217985e-51,5.74718293723557e-51
0.5,8.573881106857044e-48,8.83302625157882e-48
1.0,1.0298890334765757e-44,1.0599340673169198e-44
1.5,9.658690290657888e-42,9.930314677904112e-42
2.0,7.072303298235989e-39,7.263768604240876e-39
2.5,4.043135944310272e-36,4.148354103323343e-36
3.0,1.804640255781788e-33,1.849713518301386e-33
3.5,6.288944580687709e-31,6.439437767508072e-31
4.0,1.7111170725639157e-28,1.7502748818927665e-28
4.5,3.634933845481529e-26,3.71432071298472e-26
5.0,6.028761842906478e-24,6.1541399759926644e-24
5.5,7.806827348617906e-22,7.961046670942308e-22
6.0,7.892886390613189e-20,8.040587822292742e-20
6.5,6.230343026780728e-18,6.340452592896312e-18
7.0,3.8397495243312047e-16,3.903620136383721e-16
7.5,1.847603014134117e-14,1.8764183418054188e-14
8.0,6.94111530460962e-13,7.042171856970101e-13
8.5,2.035938643895115e-11,2.0634711406311772e-11
9.0,4.662458108301059e-10,4.720684861999547e-10
9.5,8.336428514942432e-09,8.431919460098364e-09
10.0,1.1637506892238366e-07,1.1758792357202004e-07
10.5,1.268395567251692e-06,1.2803061451787593e-06
11.0,1.079355156799038e-05,1.0883781102785414e-05
11.5,7.171155285496032e-05,7.223717119406947e-05
12.0,0.0003719888492509409,0.00037433211505280773
12.5,0.0015065756493512733,0.0015145057646941843
13.0,0.004764210382983971,0.004784223482427161
13.5,0.011765594513242045,0.011801027881448493
14.0,0.022711042568756664,0.022739492416855862
14.5,0.03439974877439798,0.034294577666114864
15.0,0.04159846007205643,0.04083085964923636
15.5,0.04310884011465807,0.039841229767409
16.0,0.04728634341539724,0.03659150756934246
16.5,0.0697760875964711,0.04208439007732394
17.0,0.12258181856672858,0.0654663020336537
17.5,0.20230159922173901,0.10721375466927087
18.0,0.2898145676389545,0.15831909305563288
18.5,0.36536453841537,0.20657019095698048
19.0,0.4236042524386988,0.24616076971904927
19.5,0.47021875033630933,0.2830926290825642
20.0,0.5066107248774868,0.32951050081825733
20.5,0.5251425116116264,0.38964882424009556
21.0,0.5204726394246046,0.45289326178350103
21.5,0.5010710029678984,0.5040860750207754
22.0,0.48582664042847445,0.5373565439818115
22.5,0.4875256466861063,0.55470119520018
23.0,0.5009032519144253,0.55567446666972
23.5,0.5094451261240188,0.5384407910226969
24.0,0.5033571950017911,0.5124641648548007
24.5,0.49010512268208256,0.5024901898637858
25.0,0.48833378456283516,0.5330908227821948
25.5,0.510557600229733,0.6067674680971327
26.0,0.5515638771828691,0.6958349149765725
26.5,0.5955255303321564,0.7555469372056668
27.0,0.6319676272821706,0.7505093182363913
27.5,0.6601069099550199,0.6783220713698097
28.0,0.6785549750255593,0.5725802765808212
28.5,0.67747570487953,0.47951932659019175
29.0,0.6497774825053202,0.42792138377885364
29.5,0.612092168442937,0.41855444920465695
