x,multi-finetuned,multi-frozen,baseline,linear
0.0,1.9793469608926625e-07,0.00038714130912416997,0.0001632004436099749,6.717232258045329e-16
0.002,2.3127670797825038e-07,0.0004246234704242831,0.00018159386475915474,9.267070058217017e-16
0.004,2.699698273836437e-07,0.00046536322097816615,0.0002018587139322499,1.2764302225649782e-15
0.006,3.1482699951857886e-07,0.0005096053310788169,0.00022416114419166779,1.7553119884702342e-15
0.008,3.667770621581816e-07,0.0005576092679828377,0.00024867932439066463,2.4099843688535948e-15
0.01,4.2688005823164897e-07,0.0006096497446800747,0.0002756040172671387,3.303519377408883e-15
0.012,4.963443883859436e-07,0.0006660172595040357,0.00030513915495139276,4.521080902540651e-15
0.014,5.765459981651781e-07,0.0007270186232906454,0.0003375024079903189,6.177468624418384e-15
0.016,6.690498114002276e-07,0.000792977470577801,0.00037292574361618216,8.427169547229961e-15
0.018000000000000002,7.756336393453246e-07,0.0008642347511271741,0.00041165596860954845,1.1477727088527477e-14
0.02,8.983148140246998e-07,0.0009411491978447415,0.0004539552517260918,1.5607491342187126e-14
0.022,1.0393798141433106e-06,0.0010240977669795355,0.0005001016202794266,2.1189144660276362e-14
0.024,1.2014171727388686e-06,0.0011134760462932836,0.0005503894251007125,2.872082653873052e-14
0.026000000000000002,1.3873539774604457e-06,0.0012096986267191236,0.0006051297677346373,3.886723970470271e-14
0.028,1.6004962968878981e-06,0.0013131994328677147,0.0006646508833850725,5.251384205198198e-14
0.03,1.844573889573512e-06,0.001424432007596304,0.0007292984727971081,7.0838163543438e-14
0.032,2.123789576389792e-06,0.0015438697457327928,0.0007994359759602394,9.540349307431607e-14
0.034,2.4428736811794148e-06,0.0016720060719454095,0.0008754447802458533,1.282817333636166e-13
0.036000000000000004,2.8071439694752693e-06,0.0018093545576713197,0.0009577243553562006,1.7221421827590605e-13
0.038,3.2225715400134805e-06,0.0019564489719670164,0.0010466923072676596,2.308218480621145e-13
0.04,3.6958531486954263e-06,0.0021138432611222204,0.0011427843432043165,3.0887917716158124e-13
0.042,4.234490469330822e-06,0.0022821114518891757,0.0012464541395844236,4.126712794931684e-13
0.044,4.846876819644913e-06,0.0024618474732234965,0.0013581731048485917,5.504575601714573e-13
0.046,5.542391904357534e-06,0.0026536648915128917,0.0014784300291102279,7.330734844734327e-13
0.048,6.331505149303475e-06,0.0028581965543882835,0.0016077306126718715,9.74709835168645e-13
0.05,7.225888221187034e-06,0.00307609413837015,0.0017465968656313027,1.2939200630082407e-12
0.052000000000000005,8.238537346241116e-06,0.0033080275958026575,0.0018955663710639235,1.714920153867982e-12
0.054,9.383906057336366e-06,0.0035546844967711383,0.0020551914046181537,2.269262934997424e-12
0.056,1.0678049012479064e-05,0.0038167692619857528,0.0022260379038027945,2.9979907937151264e-12
0.058,1.213877753760983e-05,0.004095002282946597,0.0024086842807836953,3.954398512600207e-12
0.06,1.378582755261504e-05,0.004390118926084101,0.00260372007314502,5.207572727982968e-12
0.062,1.5641040540875458e-05,0.004702868417992925,0.002811744427810308,6.8469181078929645e-12
0.064,1.7728558218876366e-05,0.005034012609348616,0.003033364414162765,8.987934828245793e-12
0.066,2.007503155271172e-05,0.005384324615612551,0.003269193163353047,1.1779579884369584e-11
0.068,2.2709844752040263e-05,0.0057545873331921295,0.0035198478318366044,1.541362936721125e-11
0.07,2.5665354848465826e-05,0.006145591830328363,0.0037859473883402094,2.0136563913009352e-11
0.07200000000000001,2.8977147433679134e-05,0.006558135612629786,0.004068110224715922,2.6264629792006074e-11
0.074,3.268430909225023e-05,0.006993020763858811,0.0043669515924974235,3.420288923090207e-11
0.076,3.6829717013943494e-05,0.007451051963300757,0.004683080868423111,4.446927246366326e-11
0.078,4.146034621006797e-05,0.007933034381804337,0.005017098653726519,5.772488901166773e-11
0.08,4.6627594686927726e-05,0.008439771459371937,0.005369593713610307,7.481215685457217e-11
0.082,5.2387626846162554e-05,0.008972062567994524,0.005741139765005835,9.680267754838074e-11
0.084,5.880173528596123e-05,0.009530700564264858,0.006132292122466309,1.2505723746561392e-10
0.08600000000000001,6.593672106813249e-05,0.010116469237160041,0.006543584213835825,1.6130086750637104e-10
0.088,7.386529239322172e-05,0.010730140657253938,0.006975523979166492,2.0771656653860594e-10
0.09,8.266648148872575e-05,0.011372472434497233,0.007428590168206622,2.670621120816561e-10
0.092,9.242607936353897e-05,0.012044204892581222,0.007903228553639731,3.4281537455914927e-10
