epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,9.34587574005127,0.49884259700775146,7.053508281707764,0.5
2,5.54326057434082,0.5543981194496155,4.253807544708252,0.6493055820465088
3,3.4424500465393066,0.5520833134651184,2.6931991577148438,0.59375
4,2.255481243133545,0.6076388955116272,1.8426990509033203,0.5833333134651184
5,1.5920706987380981,0.59375,1.3673211336135864,0.5138888955116272
6,1.223449945449829,0.5729166865348816,1.0830440521240234,0.5451388955116272
7,1.0011112689971924,0.6145833134651184,1.0869741439819336,0.5
8,0.9346947073936462,0.5428240895271301,5.506503105163574,0.5
9,0.8194797039031982,0.5983796119689941,0.8566035032272339,0.5
10,0.785647988319397,0.5694444179534912,0.7712207436561584,0.5243055820465088
11,0.7950822114944458,0.5428240895271301,0.8609435558319092,0.5
12,0.794025182723999,0.5173611044883728,0.7473087310791016,0.5
13,0.7671154737472534,0.5509259104728699,0.7976899743080139,0.5
14,0.7586206793785095,0.5833333134651184,1.284532070159912,0.5
15,0.7819799780845642,0.4756944477558136,0.7455189228057861,0.5
16,0.7562729716300964,0.5011574029922485,0.7447860836982727,0.5
17,0.7450531721115112,0.5393518805503845,0.768040120601654,0.5
18,0.7336905598640442,0.5706018805503845,0.7032430768013,0.6284722089767456
19,0.7176328301429749,0.5798611044883728,0.7172749042510986,0.5798611044883728
20,0.723156750202179,0.5659722089767456,0.7167959809303284,0.53125
21,0.7336471676826477,0.5486111044883728,0.6960102319717407,0.6006944179534912
22,0.7028721570968628,0.5960648059844971,0.6972314119338989,0.5694444179534912
23,0.6970571875572205,0.6157407164573669,0.6642102003097534,0.6215277910232544
24,0.7024850249290466,0.6041666865348816,0.6906732320785522,0.5729166865348816
25,0.7138145565986633,0.5914351940155029,0.7606706023216248,0.5520833134651184
26,0.7107685804367065,0.5960648059844971,0.658499538898468,0.6701388955116272
27,0.727582573890686,0.5694444179534912,0.7356608510017395,0.4930555522441864
28,0.7145611047744751,0.6006944179534912,0.7159384489059448,0.53125
29,0.6966354250907898,0.6111111044883728,0.6422288417816162,0.6909722089767456
30,0.6966138482093811,0.6006944179534912,0.666241466999054,0.6423611044883728
31,0.708223283290863,0.5671296119689941,0.7019525170326233,0.5555555820465088
32,0.7076712846755981,0.5821759104728699,0.7362213730812073,0.5
33,0.7302340269088745,0.5057870149612427,0.7133683562278748,0.5
34,0.7202958464622498,0.5104166865348816,0.7125746607780457,0.5
35,0.7142317891120911,0.49189814925193787,0.7285116910934448,0.5
36,0.7174264192581177,0.4861111044883728,0.7110216617584229,0.5
37,0.7197335362434387,0.49537035822868347,0.7245998382568359,0.5
38,0.7192767858505249,0.48842594027519226,0.724313497543335,0.5
39,0.71247798204422,0.5011574029922485,0.7874627709388733,0.5
40,0.7151628136634827,0.5023148059844971,1.2278598546981812,0.5
41,0.7069048285484314,0.5219907164573669,0.7222521305084229,0.5
42,0.7063298225402832,0.49884259700775146,0.7028379440307617,0.4930555522441864
