x,multi-finetuned,multi-frozen,baseline,multi-transferred
0.1271429138709904,3.1503007536993006e-27,9.710321132722195e-27,5.59460359494366e-47,3.3626306538213256e-33
0.13039793803342217,1.3904336969529548e-26,4.4189458859079835e-26,2.235646671371439e-46,1.4813105368676746e-32
0.13365296219585393,6.02044814286061e-26,1.9707599177425346e-25,8.850520877827973e-46,6.426570344297978e-32
0.13690798635828572,2.5573467033969733e-25,8.61348703855691e-25,3.4710936943271744e-45,2.7458629646172947e-31
0.1401630105207175,1.0656995322915947e-24,3.689392509973653e-24,1.3486389922353382e-44,1.1554339632536466e-30
0.1434180346831493,4.356789525403197e-24,1.548679860680722e-23,5.191071201326828e-44,4.788266514094538e-30
0.14667305884558104,1.7473803239639396e-23,6.370884972486488e-23,1.9794757620688515e-43,1.9542434409133375e-29
0.14992808300801283,6.875431165003984e-23,2.568441218903242e-22,7.477825936480682e-43,7.855004244825501e-29
0.15318310717044462,2.6540360873554545e-22,1.0147795877883934e-21,2.7985463849927842e-42,3.109437672642641e-28
0.15643813133287637,1.0051040721965628e-21,3.929221896798798e-21,1.0375802520791001e-41,1.2122305458004252e-27
0.15969315549530816,3.734355805780205e-21,1.4909898777152983e-20,3.8110351327577365e-41,4.65432598292163e-27
0.16294817965773994,1.3612069149635187e-20,5.5446835072156e-20,1.3867440592211444e-40,1.7599359338679026e-26
0.16620320382017173,4.8678808926210374e-20,2.0207539451264238e-19,4.998984885558811e-40,6.553988810688769e-26
0.1694582279826035,1.7079174334980449e-19,7.217477906089082e-19,1.7852519859467677e-39,2.403718502535932e-25
0.17271325214503527,5.879074494272766e-19,2.5263508521101086e-18,6.316106779699034e-39,8.682222271440417e-25
0.17596827630746706,1.9855028243294086e-18,8.666404128225692e-18,2.2137658725410388e-38,3.0885020648652865e-24
0.17922330046989882,6.578942249172015e-18,2.9135486187080254e-17,7.686811820475646e-38,1.0820191002241779e-23
0.1824783246323306,2.1388016542736246e-17,9.599414527008858e-17,2.6441933025225088e-37,3.733295262281219e-23
0.1857333487947624,6.822114093047562e-17,3.0996135978559644e-16,9.010991897474432e-37,1.2685876888805446e-22
0.18898837295719417,2.135044603900703e-16,9.808712675188493e-16,3.0421771756509855e-36,4.245411219630773e-22
0.19224339711962596,6.556019666719938e-16,3.042002395947493e-15,1.017487252394857e-35,1.3992346311693042e-21
0.19549842128205772,1.9752634642780773e-15,9.245954593416397e-15,3.371367412915051e-35,4.5418548544132356e-21
0.1987534454444895,5.8393947942756824e-15,2.7541676164984288e-14,1.1066642904076473e-34,1.4519388084830688e-20
0.20200846960692126,1.693852515870629e-14,8.040393457516452e-14,3.598806408965502e-34,4.571262780152767e-20
0.20526349376935304,4.8212052765090595e-14,2.300459901935738e-13,1.1594016867685088e-33,1.4174160705636482e-19
0.20851851793178483,1.34652888724226e-13,6.450669476407491e-13,3.700345751078608e-33,4.3284490901963094e-19
0.21177354209421662,3.690319201762633e-13,1.7727611620400283e-12,1.1699941840470353e-32,1.3017920225174028e-18
0.2150285662566484,9.92450913205416e-13,4.774784854087113e-12,3.6648669306200174e-32,3.8559002772253655e-18
0.21828359041908016,2.6191483029062987e-12,1.2604297407491178e-11,1.1372761246329749e-31,1.124826334904881e-17
0.22153861458151194,6.78307605919609e-12,3.26098026998995e-11,3.496285888109353e-31,3.231627445844151e-17
0.2247936387439437,1.723927172704734e-11,8.268870566204629e-11,1.0648326550906072e-30,9.143951321947527e-17
0.2280486629063755,4.299791273180914e-11,2.0550240563997834e-10,3.212841520510978e-30,2.5481444679021045e-16
0.23130368706880727,1.0525026166026632e-10,5.005701710535224e-10,9.60352963785019e-30,6.993466159486577e-16
0.23455871123123906,2.528471122192917e-10,1.19507595334229e-09,2.8438469201249173e-29,1.8903403942455376e-15
0.23781373539367084,5.961616093245831e-10,2.7964962187346483e-09,8.342869207650927e-29,5.032311663137159e-15
0.2410687595561026,1.379602401521655e-09,6.413978175262819e-09,2.4247037044209e-28,1.3193984101945428e-14
