x,multi-finetuned,multi-frozen,baseline,multi-transferred
0.0,6.656528323499583e-258,0.0,3.2871752930802813e-304,0.0
0.0023163798075422656,2.3348258309529685e-249,0.0,2.3041464635631467e-297,0.0
0.004632759615084531,5.863146682175141e-241,1.5e-323,1.3481002295867205e-290,1.11743e-319
0.006949139422626796,1.0540873323824261e-232,1.428912250222e-311,6.583535278589057e-284,1.0264023520235045e-307
0.009265519230169062,1.3567255195717934e-224,7.224266039848549e-300,2.683620094308579e-277,5.557047883987617e-296
0.011581899037711329,1.250192701002555e-216,2.1731458066434422e-288,9.130778062322394e-271,1.7734007496214652e-284
0.013898278845253593,8.247674055042373e-209,3.8894748612529695e-277,2.5931009365584135e-264,3.3358451665740146e-273
0.01621465865279586,3.89543162385681e-201,4.141904142666482e-266,6.1468970740993475e-258,3.698632060332357e-262
0.018531038460338125,1.3171924962319329e-193,2.6243158107831544e-255,1.2162345723057129e-251,2.4172002113224978e-251
0.02084741826788039,3.1886913018569777e-186,9.893253500484969e-245,2.00864705224347e-245,9.311515398125753e-241
0.023163798075422657,5.526437640768294e-179,2.2190606731509007e-234,2.7689480235110414e-239,2.1142890317276947e-230
0.025480177882964923,6.857212995448834e-172,2.961462455521505e-224,3.1860373312054583e-233,2.829727379967461e-220
0.027796557690507186,6.091434457025989e-165,2.351528909392172e-214,3.059932186720875e-227,2.232343832426761e-210
0.03011293749804945,3.874013095657419e-158,1.1109678206390666e-204,2.45300045731087e-221,1.0380393736859926e-200
0.03242931730559172,1.7638927256707012e-151,3.1229119799299356e-195,1.6413769964786763e-215,2.845134609745205e-191
0.03474569711313399,5.7498012658579646e-145,5.223061853178724e-186,9.167352749522709e-210,4.596508457590458e-182
0.03706207692067625,1.3418472650359747e-138,5.197539873205993e-177,4.273703915952962e-204,4.377131197984007e-173
0.03937845672821851,2.2419345564126022e-132,3.077356618498737e-168,1.6629906498285082e-198,2.4568991165882946e-164
0.04169483653576078,2.6817135288078586e-126,1.0840899017254398e-159,5.401322068649082e-193,8.128704745987093e-156
0.044011216343303045,2.2965264771616684e-120,2.2722726025068863e-151,1.4643174313890127e-187,1.5852276824120744e-147
0.046327596150845314,1.4079919601838291e-114,2.833762710110568e-143,3.313563396225082e-182,1.822209187881042e-139
0.04864397595838758,6.180143620535694e-109,2.1026877873416145e-135,6.258643752048598e-177,1.234642211553102e-131
0.050960355765929846,1.9420780413962528e-103,9.28313865314685e-128,9.867112467786185e-172,4.930833554544897e-124
0.05327673557347211,4.369226547539318e-98,2.4385084071208173e-120,1.2984487947407047e-166,1.1607426403612873e-116
0.05559311538101437,7.037401140333758e-93,3.8112191849559904e-113,1.426213305490695e-161,1.6106010269966886e-109
0.05790949518855664,8.115027958266994e-88,3.544173977157517e-106,1.3075823582131218e-156,1.317275259535804e-102
0.0602258749960989,6.699430101363786e-83,1.9610072347989835e-99,1.000641568977182e-151,6.350410055688313e-96
0.06254225480364117,3.9596431050736666e-78,6.455927152937844e-93,6.391649570245017e-147,1.8045290736173292e-89
0.06485863461118344,1.6755016911084877e-73,1.2646091258392178e-86,3.4077859650968234e-142,3.0224783044178792e-83
0.0671750144187257,5.075803010241044e-69,1.4739282972561199e-80,1.5165495841613896e-137,2.984009253048346e-77
0.06949139422626797,1.100870636860014e-64,1.0221728186239428e-74,5.633338975865516e-133,1.736502884797403e-71
0.07180777403381024,1.709386471963551e-60,4.218012028952694e-69,1.7466268857319885e-128,5.956488142720913e-66
0.0741241538413525,1.9002808911015028e-56,1.0357075678340632e-63,4.520218267687498e-124,1.2043315744247867e-60
0.07644053364889476,1.512413201796905e-52,1.5133048029053374e-58,9.76435834707888e-120,1.4353085495939111e-55
0.07875691345643702,8.617879242064727e-49,1.315814780166301e-53,1.760569146949725e-115,1.008303967639596e-50
0.0810732932639793,3.5156906500988244e-45,6.8087640209020545e-49,2.649644337189418e-111,4.17532328324661e-46
0.08338967307152156,1.0268462499853622e-41,2.0969228790339925e-44,3.3284899524876506e-107,1.0191763843949386e-41
