x,patient,control
-20.0,0.0002511084807568835,1.63421184800438e-16
-19.798994974874372,0.0004299358849632182,7.97902010718522e-16
-19.597989949748744,0.0007069670968014206,3.741484544071053e-15
-19.396984924623116,0.0011164721629956039,1.684967555499483e-14
-19.195979899497488,0.001693361917399456,7.28773079204119e-14
-18.99497487437186,0.0024666348882872286,3.027236083915706e-13
-18.79396984924623,0.003450747202383147,1.2076843897307218e-12
-18.592964824120603,0.004636332940647402,4.6271524184593184e-12
-18.391959798994975,0.005982590692877125,1.7026577105711213e-11
-18.190954773869347,0.00741407868739633,6.017194986429806e-11
-17.98994974874372,0.008824261455235861,2.0422740171282033e-10
-17.78894472361809,0.010086789385938013,6.657131425436661e-10
-17.587939698492463,0.011073407603486856,2.084075469632561e-09
-17.386934673366834,0.01167519749357638,6.266036860674497e-09
-17.185929648241206,0.011822355724020664,1.809362738854914e-08
-16.984924623115578,0.011497577278858506,5.017779058489036e-08
-16.78391959798995,0.010739541924012466,1.336443566876286e-07
-16.582914572864322,0.009635619734277432,3.418557724279871e-07
-16.381909547738694,0.008305845171188571,8.398242700986884e-07
-16.180904522613066,0.006882462490566362,1.9814683944150643e-06
-15.979899497487438,0.005490194569854787,4.489925413384351e-06
-15.77889447236181,0.004231658089140009,9.771121055882199e-06
-15.577889447236181,0.0031804342109143487,2.042222340387187e-05
-15.376884422110553,0.002381947023466482,4.099351290589731e-05
-15.175879396984925,0.0018602624195998203,7.902799211232513e-05
-14.974874371859297,0.001627705647845587,0.00014631903404757886
-14.773869346733669,0.0016939559206014317,0.00026018089766657437
-14.57286432160804,0.0020718653869101393,0.00044433017088209027
-14.371859296482413,0.002778377729304521,0.0007287757991996779
-14.170854271356784,0.003830291209015474,0.0011480034356651744
-13.969849246231156,0.005235976065027668,0.0017368384318079838
-13.768844221105528,0.006985308738485242,0.0025237884485188166
-13.5678391959799,0.009040823276822553,0.003522426140922128
-13.366834170854272,0.01133321135023497,0.004722350663258138
-13.165829145728644,0.013763701332977043,0.006082169940048971
-12.964824120603016,0.01621453226954231,0.007527371656752091
-12.763819095477388,0.01856691380506228,0.00895553929588464
-12.56281407035176,0.020723888003576156,0.010249991651141694
-12.361809045226131,0.02263381191048917,0.011300820845100474
-12.160804020100503,0.02430916133723073,0.012030075273875519
-11.959798994974873,0.02583532771585095,0.012416246373513708
-11.758793969849245,0.0273652370273049,0.012512888692790672
-11.557788944723617,0.029098011731832206,0.012457308979645155
-11.356783919597989,0.031243344920687113,0.012467432155716086
-11.15577889447236,0.03397724196552772,0.012827423619420871
-10.954773869346733,0.037398395253405645,0.013864600999593583
-10.753768844221105,0.04149650343247323,0.01592110281475938
-10.552763819095476,0.04614320932291141,0.019323705128092058
-10.351758793969848,0.05111244949548977,0.024354531585249476
-10.15075376884422,0.056130302426332185,0.031224763688359802
-9.949748743718592,0.06094640713740185,0.04005319353691751
-9.748743718592964,0.06541198844410076,0.05085153139089452
-9.547738693467336,0.06954581547882029,0.06351840316689371
-9.346733668341708,0.07357058780635257,0.0778435082777444
-9.14572864321608,0.07790838595964986,0.09352229641771653
-8.944723618090451,0.08313341711283904,0.1101800614812743
-8.743718592964823,0.08989061475967727,0.12740317477302177
-8.542713567839195,0.09879669483109753,0.14477485997596584
-8.341708542713567,0.11034373822030344,0.1619135096022215
-8.140703517587939,0.12482347116535861,0.17851241001500964
-7.939698492462311,0.1422840858684205,0.19437979996268595
-7.738693467336683,0.16252294558198394,0.20947661537937598
-7.537688442211055,0.18511058887016255,0.2239462528561735
-7.3366834170854265,0.20943633905525624,0.23812768459948186
-7.135678391959798,0.2347645856762557,0.2525425244390995
-6.93467336683417,0.2602930408538698,0.26785000860423286
-6.733668341708542,0.28520843015238345,0.2847714540975142
-6.532663316582914,0.30873910802263344,0.3039954479603368
-6.331658291457286,0.3302062561745369,0.3260829813666348
-6.130653266331658,0.3490748591525419,0.35139413593955243
-5.92964824120603,0.36500302175691224,0.3800528532996766
-5.7286432160804015,0.37788487085154554,0.4119550211233321
-5.527638190954773,0.38788007684714854,0.446811745639714
-5.326633165829145,0.39542321942033953,0.48420959983602835
-5.125628140703517,0.4012088991118116,0.5236669490267091
-4.924623115577889,0.4061524516481978,0.564671057683409
-4.723618090452261,0.4113294301736074,0.6066917469945831
-4.522613065326633,0.417898116778621,0.6491786368381056
-4.321608040201005,0.4270080405041639,0.6915552860207854
-4.1206030150753765,0.43969542044469795,0.7332222762081766
-3.9195979899497466,0.4567663425102246,0.7735737808624237
-3.7185929648241185,0.47867262039451297,0.8120228970636564
-3.5175879396984904,0.5053938753034126,0.8480252543579092
-3.3165829145728623,0.5363495963380114,0.8810913557434334
-3.115577889447234,0.5703716734031844,0.9107851259674514
-2.914572864321606,0.6057657705782263,0.9367150813219843
-2.713567839195978,0.6404760798945108,0.9585299861607638
-2.5125628140703498,0.6723441052890928,0.9759292523263884
-2.3115577889447216,0.6994244669267795,0.9886900946268549
-2.1105527638190935,0.7202983085564616,0.9967029603226352
-1.9095477386934654,0.7343162090554414,1.0
-1.7085427135678373,0.7417121818596397,0.9987625486195949
-1.5075376884422091,0.7435572138183252,0.993302615978227
-1.306532663316581,0.7415579328909988,0.9840256344484508
-1.105527638190953,0.7377428568143384,0.9713904971232523
-0.9045226130653248,0.7341044944504616,0.9558831743941444
-0.7035175879396967,0.7322729258806315,0.9380113497464811
-0.5025125628140685,0.7332838139599315,0.9183139367367671
-0.3015075376884404,0.737475921068537,0.8973681133188672
-0.10050251256281229,0.7445195623957193,0.8757737778674818
0.10050251256281584,0.753548587840988,0.854103169201884
0.30150753768844396,0.7633522442704829,0.8328187906272828
0.5025125628140721,0.7725819797576688,0.8121790986013173
0.7035175879397002,0.7799385358337826,0.79216147290077
0.9045226130653283,0.7843196288324898,0.7724312116299601
1.1055276381909565,0.7849212812400885,0.7523736208286065
1.3065326633165846,0.7812927343563755,0.7311880036489122
1.5075376884422127,0.7733464841338555,0.7080242686977871
1.7085427135678408,0.7613249991242824,0.6821313787097896
1.909547738693469,0.7457279666188456,0.65298546966176
2.110552763819097,0.7272098588142033,0.6203736401117436
2.311557788944725,0.7064651771344946,0.5844231344217974
2.5125628140703533,0.6841237142433031,0.5455794798203638
2.7135678391959814,0.6606768350201877,0.5045466283763744
2.9145728643216096,0.6364472569008213,0.4622054804511491
3.1155778894472377,0.611601866205171,0.41952533936418
3.316582914572866,0.5861948311361201,0.37747857767327314
3.517587939698494,0.5602215428724525,0.33696481101292436
3.718592964824122,0.5336650389074741,0.2987486420057571
3.91959798994975,0.5065243058653106,0.263414431069814
4.120603015075378,0.47882425648138766,0.2313414163619225
4.321608040201006,0.45061553093706336,0.20270158404721778
