age,controls,patients
0.0,7.808510162994454e-58,9.754490467988312e-41
0.5,1.9757063448796607e-54,6.487369224967959e-38
1.0,3.9029361954679406e-51,3.368584716130696e-35
1.5,6.01970707860443e-48,1.3656555104258165e-32
2.0,7.24893372935416e-45,4.322646082274004e-30
2.5,6.815344051794741e-42,1.0682503077616521e-27
3.0,5.002837081366077e-39,2.0611576198113523e-25
3.5,2.867212714437116e-36,3.105018640857504e-23
4.0,1.2829760260654374e-33,3.652010767982978e-21
4.5,4.482212053977606e-31,3.353626687321172e-19
5.0,1.2225925537048945e-28,2.4044304241375643e-17
5.5,2.6036764049195206e-26,1.3459364118811552e-15
6.0,4.3292122747902345e-24,5.882361362461562e-14
6.5,5.620157890524482e-22,2.0072140554100805e-12
7.0,5.69649609359931e-20,5.3474965385616635e-11
7.5,4.5080617010328465e-18,1.112300614736228e-09
8.0,2.7854782576769124e-16,1.8063783329116484e-08
8.5,1.3438350987698116e-14,2.2903941853270103e-07
9.0,5.062235140212342e-13,2.2673945452946172e-06
9.5,1.489057809289338e-11,1.7525103772242087e-05
10.0,3.420512912877065e-10,0.00010575849056449492
10.5,6.136817258023882e-09,0.0004983183440280901
11.0,8.601407687327156e-08,0.0018335439880370968
11.5,9.421915898470304e-07,0.0052706738786088645
12.0,8.071104353894145e-06,0.01185582104917957
12.5,5.4127751558653506e-05,0.020987682776598703
13.0,0.0002847031960286704,0.029821905306124958
13.5,0.0011781658209841367,0.03620577705994151
14.0,0.0038568423302637635,0.043548020107840285
14.5,0.01008573640911091,0.060896343156592335
15.0,0.02144657535773001,0.0948255308968853
15.5,0.038293371126464235,0.1406299076146665
16.0,0.06055120000466879,0.18423277297192026
16.5,0.09089244298997623,0.2144712759497325
17.0,0.1364238119928231,0.2323290698748117
17.5,0.20399580065177148,0.24835526632559274
18.0,0.29020743910364744,0.27320692070959396
18.5,0.37526765690873304,0.3091468650401196
19.0,0.43095846700712603,0.34654339253732563
19.5,0.4405607615024276,0.3689550333325972
20.0,0.4129908658009608,0.36603391592972656
20.5,0.3775599091836271,0.3434417531566777
21.0,0.36595313199158513,0.31868386762365614
21.5,0.3952487123158463,0.306450589189585
22.0,0.45813821502377533,0.3090395799588546
22.5,0.5245854987745879,0.32079544706058144
23.0,0.5608468919075109,0.33804301338817083
23.5,0.5578153227872935,0.3602864937775776
24.0,0.5392723409277848,0.382713297806949
24.5,0.5341334082859649,0.39357541143860036
25.0,0.5450933071828733,0.3826928056701128
25.5,0.5544846278320364,0.3518706337567368
26.0,0.5536168598675557,0.31600982624226254
26.5,0.5514725058963316,0.29351587990478895
27.0,0.5559810246220276,0.2936726870511749
27.5,0.5576379788587456,0.3103219582654179
28.0,0.5348103112222927,0.32658782435700573
28.5,0.4735409637264581,0.3281639554995494
29.0,0.3817193640225612,0.3147004977548826
29.5,0.28384145014020407,0.2979469729662428
30.0,0.20381643926865628,0.28842630329014424
30.5,0.15394281768265322,0.28571308646408927
31.0,0.13415483636942896,0.2823188626996154
31.5,0.1341034660990453,0.27395682174053515
32.0,0.13859044509353297,0.26210596035709627
32.5,0.13952661602792565,0.2470164671109235
33.0,0.1438498319923798,0.22338586310518216
33.5,0.165104591222529,0.18667409021941725
34.0,0.20649262195478188,0.1420974351325389
34.5,0.2545087381093503,0.10423535813561267
35.0,0.2892621318675015,0.08726461581181147
35.5,0.3003416088135721,0.0956311224034407
36.0,0.29277576352915213,0.12221664854851257
36.5,0.27798769805465134,0.15345910052473283
37.0,0.2615610127570888,0.17678637277143006
37.5,0.24184864484824967,0.18633670956317483
38.0,0.21682613097113276,0.18420204706322635
38.5,0.18786391056915905,0.17549376840332337
39.0,0.15805119918288518,0.1614753035780118
39.5,0.13016215226453576,0.13949629191959864
40.0,0.10657286920121521,0.10990118709992142
40.5,0.08932104695101219,0.0798200020827365
41.0,0.07920242953335106,0.05862728576043291
41.5,0.07506010725731818,0.050671930042193114
42.0,0.07401373564602041,0.05247125033927377
42.5,0.07242112245071329,0.05610632795479318
43.0,0.06803508923124997,0.055474428899233506
43.5,0.06257260895770707,0.05046174729658594
44.0,0.06080039031875183,0.04616685718557998
44.5,0.0648129743053415,0.048190947185536265
45.0,0.07036040123409017,0.05849650459938992
45.5,0.07200733005090408,0.07545484264122622
46.0,0.07100761124179215,0.0956740586005013
46.5,0.07367424081397299,0.11337154978322621
47.0,0.0815549184194462,0.1201717441384096
47.5,0.08748894204681813,0.11079973302982059
48.0,0.08338562401269375,0.08964468391162767
48.5,0.06998598187693501,0.06765573712738407
49.0,0.05758597341629178,0.052323874399386516
49.5,0.05727651555009451,0.04409861761929738
50.0,0.0705408010446929,0.04149657871764566
50.5,0.08639388606637335,0.04457324661674784
51.0,0.09018641931231537,0.05272511003747818
51.5,0.07709997570898254,0.06324173245880205
52.0,0.05658448894341976,0.07407636332525336
