epoch,step,test_accuracy,test_loss,train_accuracy_epoch,train_accuracy_step,train_loss,valid_accuracy,valid_loss
11,2149,,,,0.9140625,,,
11,2199,,,,0.9296875,,,
11,2249,,,,0.953125,,,
11,2255,,,,,,0.9555833339691162,0.15600186586380005
11,2255,,,0.9363958239555359,,0.23024898767471313,,
12,2299,,,,0.96484375,,,
12,2349,,,,0.9375,,,
12,2399,,,,0.9296875,,,
12,2443,,,,,,0.9472500085830688,0.1999635398387909
12,2443,,,0.9382916688919067,,0.22573232650756836,,
13,2449,,,,0.9140625,,,
13,2499,,,,0.92578125,,,
13,2549,,,,0.94140625,,,
13,2599,,,,0.94921875,,,
13,2631,,,,,,0.9521666765213013,0.16824029386043549
13,2631,,,0.9390416741371155,,0.21923215687274933,,
14,2649,,,,0.953125,,,
14,2699,,,,0.9375,,,
14,2749,,,,0.93359375,,,
14,2799,,,,0.94140625,,,
14,2819,,,,,,0.9602500200271606,0.14478489756584167
14,2819,,,0.940791666507721,,0.2218198925256729,,
15,2849,,,,0.953125,,,
15,2899,,,,0.94140625,,,
15,2949,,,,0.9453125,,,
15,2999,,,,0.96484375,,,
15,3007,,,,,,0.9502500295639038,0.17221076786518097
15,3007,,,0.9422083497047424,,0.2128213346004486,,
16,3049,,,,0.953125,,,
16,3099,,,,0.93359375,,,
16,3149,,,,0.9609375,,,
16,3195,,,,,,0.9557499885559082,0.16880692541599274
16,3195,,,0.942395806312561,,0.2152184098958969,,
17,3199,,,,0.94140625,,,
17,3249,,,,0.93359375,,,
17,3299,,,,0.953125,,,
17,3349,,,,0.94140625,,,
17,3383,,,,,,0.9520833492279053,0.17921921610832214
17,3383,,,0.9439166784286499,,0.20989717543125153,,
18,3399,,,,0.9296875,,,
18,3449,,,,0.94921875,,,
18,3499,,,,0.921875,,,
18,3549,,,,0.953125,,,
18,3571,,,,,,0.9589999914169312,0.15367822349071503
18,3571,,,0.9438541531562805,,0.20700272917747498,,
19,3599,,,,0.94921875,,,
19,3649,,,,0.95703125,,,
19,3699,,,,0.94921875,,,
19,3749,,,,0.90234375,,,
19,3759,,,,,,0.9590833187103271,0.1554534137248993
19,3759,,,0.9444166421890259,,0.2060154229402542,,
20,3799,,,,0.93359375,,,
20,3849,,,,0.953125,,,
20,3899,,,,0.9375,,,
20,3947,,,,,,0.9591666460037231,0.14581957459449768
20,3947,,,0.9437916874885559,,0.20913177728652954,,
21,3949,,,,0.95703125,,,
21,3999,,,,0.92578125,,,
21,4049,,,,0.95703125,,,
21,4099,,,,0.92578125,,,
21,4135,,,,,,0.9582499861717224,0.15939971804618835
21,4135,,,0.9459166526794434,,0.20076723396778107,,
22,4149,,,,0.94921875,,,
22,4199,,,,0.9375,,,
22,4249,,,,0.94140625,,,
22,4299,,,,0.921875,,,
22,4323,,,,,,0.953499972820282,0.1845979392528534
22,4323,,,0.9463958144187927,,0.20282916724681854,,
23,4349,,,,0.94140625,,,
23,4399,,,,0.93359375,,,
23,4449,,,,0.9296875,,,
23,4499,,,,0.95703125,,,
23,4511,,,,,,0.9605833292007446,0.14780783653259277
23,4511,,,0.9483749866485596,,0.19446395337581635,,
24,4549,,,,0.97265625,,,
24,4599,,,,0.94921875,,,
24,4649,,,,0.921875,,,
24,4699,,,,0.9609375,,,
24,4699,,,,,,0.9604166746139526,0.15343999862670898
24,4699,,,0.9471666812896729,,0.19737598299980164,,
25,4749,,,,0.9296875,,,
25,4799,,,,0.95703125,,,
25,4849,,,,0.9296875,,,
25,4887,,,,,,0.9555000066757202,0.1604682356119156
25,4887,,,0.9474166631698608,,0.19458092749118805,,
26,4899,,,,0.95703125,,,
26,4949,,,,0.9375,,,
26,4999,,,,0.94921875,,,
26,5049,,,,0.96484375,,,
26,5075,,,,,,0.9639166593551636,0.15415523946285248
26,5075,,,0.9495624899864197,,0.19133660197257996,,
27,5099,,,,0.953125,,,
27,5149,,,,0.97265625,,,
27,5199,,,,0.94140625,,,
27,5249,,,,0.97265625,,,
27,5263,,,,,,0.9634166955947876,0.139482781291008
27,5263,,,0.9493958353996277,,0.19186991453170776,,
28,5299,,,,0.9296875,,,
28,5349,,,,0.97265625,,,
28,5399,,,,0.9609375,,,
28,5449,,,,0.94921875,,,
28,5451,,,,,,0.9648333191871643,0.15879428386688232
28,5451,,,0.9491875171661377,,0.19122932851314545,,
29,5499,,,,0.9609375,,,
29,5549,,,,0.9609375,,,
29,5599,,,,0.9609375,,,
29,5639,,,,,,0.9595833420753479,0.1575053483247757
29,5639,,,0.9496666789054871,,0.18527038395404816,,
30,5640,0.9620000123977661,0.15120187401771545,,,,,
