x,multi-finetuned,multi-frozen,baseline,linear,reg-finetuned
0.0,1.1937327419599846e-240,3.61551376250084e-47,1.4967274177796444e-35,2.1755551286122494e-166,3.5958605870980016e-93
0.002,2.204073854162744e-239,7.900341196945299e-47,2.657854280836692e-35,1.629864655590665e-165,1.3212436213908328e-92
0.004,4.0380813982305184e-238,1.7212031010020836e-46,4.7096125508190296e-35,1.2145003943800602e-164,4.835049268521795e-92
0.006,7.340977361722958e-237,3.738770738880663e-46,8.327310754445133e-35,9.001366553612746e-164,1.762206692088635e-91
0.008,1.3242274616424517e-235,8.097221013067487e-46,1.4692305780474896e-34,6.635656611922839e-163,6.396622636623867e-91
0.01,2.370288364544803e-234,1.748451520473508e-45,2.586668398539208e-34,4.865461372149636e-162,2.3125043440857527e-90
0.012,4.209879534770773e-233,3.764277569705263e-45,4.544197365554735e-34,3.548369382933641e-161,8.326305202349181e-90
0.014,7.419387299536577e-232,8.080163112406701e-45,7.96598089450682e-34,2.5739392153529447e-160,2.9857953468315115e-89
0.016,1.2974669538724535e-230,1.7292948935814742e-44,1.3934359126846513e-33,1.8570877234400938e-159,1.0663645275685978e-88
0.018000000000000002,2.251409310651171e-229,3.6900175647573796e-44,2.432206358418039e-33,1.3326963874050627e-158,3.7930562663254926e-88
0.02,3.87652420189681e-228,7.850516866848712e-44,4.236230068733766e-33,9.5125004630683e-158,1.3437263153348721e-87
0.022,6.623086560237526e-227,1.6652464319671892e-43,7.362484168028622e-33,6.75340555016717e-157,4.741003783074218e-87
0.024,1.1228151190840132e-225,3.5218367078176233e-43,1.2768354835115222e-32,4.768871704922637e-156,1.6659720978976462e-86
0.026000000000000002,1.888799948458774e-224,7.426263637610901e-43,2.2095878054638365e-32,3.349447049189396e-155,5.83046358443033e-86
0.028,3.1527792384734083e-223,1.5612841588692574e-42,3.8155166669994056e-32,2.3398890394320042e-154,2.0322465412600595e-85
0.03,5.2219300646301824e-222,3.2726833489805066e-42,6.574477340803289e-32,1.6258560025085976e-153,7.054847675087688e-85
0.032,8.582196022305145e-221,6.839690712714724e-42,1.1304072026782843e-31,1.12365648704883e-152,2.439140578074666e-84
0.034,1.3995734586152692e-219,1.425211715055584e-41,1.9394313990914943e-31,7.724132535818711e-152,8.398930036610137e-84
0.036000000000000004,2.2647634917971573e-218,2.960961405790934e-41,3.320318691472248e-31,5.2811747697762e-151,2.880375034472922e-83
0.038,3.636469108089431e-217,6.133333117637098e-41,5.6721927112564895e-31,3.5915013299855205e-150,9.838118620111403e-83
0.04,5.793844553363234e-216,1.266691343310194e-40,9.669144763028923e-31,2.4293282047661643e-149,3.346670945587188e-82
0.042,9.159750939068683e-215,2.6082877115105227e-40,1.6447164770833808e-30,1.634410042999523e-148,1.133840365820594e-81
0.044,1.4369126905857926e-213,5.354890951949923e-40,2.791643381503453e-30,1.0937058149160892e-147,3.8258572113408345e-81
0.046,2.2366961246294607e-212,1.0961152254857773e-39,4.728188328322571e-30,7.27955260989988e-147,1.2857115413253555e-80
0.048,3.454724974822901e-211,2.2370321857061436e-39,7.99089724174868e-30,4.819184196687398e-146,4.3032469509967836e-80
0.05,5.294803696230197e-210,4.551962736317005e-39,1.3476040116521844e-29,3.17327004452645e-145,1.4344550347583092e-79
0.052000000000000005,8.052229355121771e-209,9.234972506687866e-39,2.2677492548247714e-29,2.078285497535214e-144,4.7622868470599214e-79
0.054,1.2151007789504935e-207,1.8680261811266036e-38,3.807972276732228e-29,1.3538422124446746e-143,1.5746429912200348e-78
0.056,1.8194425683735905e-206,3.7673915022083017e-38,6.380556357078113e-29,8.771938219396994e-143,5.185451783086621e-78
0.058,2.7033003025142437e-205,7.575459699279448e-38,1.0668156177592608e-28,5.653114038806717e-142,1.7007051950946952e-77
0.06,3.9854753195399995e-204,1.518754835294394e-37,1.7798616467865745e-28,3.6236362674067387e-141,5.555324324453864e-77
0.062,5.830366351875475e-203,3.035825456048797e-37,2.9631197793121774e-28,2.310287976643699e-140,1.807289563870482e-76
0.064,8.463333496656108e-202,6.050292432420209e-37,4.922415528215707e-28,1.4650495292826505e-139,5.855769930321711e-76
0.066,1.2190371866797447e-200,1.2022267231245354e-36,8.159686210173655e-28,9.240663711650717e-139,1.8896362505108373e-75
0.068,1.742297617839848e-199,2.3818084490779744e-36,1.3496923420572637e-27,5.797205465591622e-138,6.073098996124211e-75
0.07,2.470913949320963e-198,4.704762761928979e-36,2.227728542918142e-27,3.617419617258282e-137,1.943929235651439e-74
0.07200000000000001,3.4771448993925743e-197,9.265717812703501e-36,3.6690694616971274e-27,2.245141692967098e-136,6.197099716561089e-74
0.074,4.855319865066084e-196,1.8194111566858759e-35,6.029978956517298e-27,1.3859682754719048e-135,1.9675893333806372e-73
0.076,6.727330944524614e-195,3.561993154875362e-35,9.888760920214096e-27,8.509959497117968e-135,6.221833383249789e-73
0.078,9.2490606873707e-194,6.952896279168637e-35,1.6182074454226064e-26,5.197163332719982e-134,1.9594772980220941e-72
0.08,1.2617762677600843e-192,1.3531591053137945e-34,2.642364767285926e-26,3.1569660203815847e-133,6.146105882024942e-72
0.082,1.7080358023476005e-191,2.6256837770518953e-34,4.3054407942994564e-26,1.9073839251279613e-132,1.9199847601075967e-71
0.084,2.29425387697511e-190,5.0797977419492125e-34,7.000172939036453e-26,1.1462279600309264e-131,5.973563261704089e-71
0.08600000000000001,3.0578478213405495e-189,9.798528580413592e-34,1.1357068192583378e-25,6.851229993977657e-131,1.8510028837014383e-70
0.088,4.0440838502580076e-188,1.884454907999176e-33,1.8386117601770037e-25,4.0731533849786205e-130,5.712400723421124e-70
0.09,5.307063995143848e-187,3.613441926615923e-33,2.970162357836067e-25,2.408561011069336e-129,1.7557722380494517e-69
0.092,6.910641867206469e-186,6.908231011535815e-33,4.787807954247321e-25,1.416606427412632e-128,5.374717374989732e-69
0.094,8.929195644700668e-185,1.3168098538861253e-32,7.701222129309236e-25,8.287154451894968e-128,1.6386304795112568e-68
0.096,1.144817290353925e-183,2.5025901263184296e-32,1.2360868732996579e-24,4.82199024325379e-127,4.975587492588839e-68
0.098,1.4564309881308373e-182,4.7420576446051114e-32,1.9797245793376948e-24,2.7906918919124542e-126,1.5046851964866483e-67
0.1,1.8385418962513653e-181,8.958893509806765e-32,3.1639310632048784e-24,1.6064311724567843e-125,4.531947511464272e-67
0.10200000000000001,2.302963424309263e-180,1.6875333445215129e-31,5.045633791202574e-24,9.197653073326413e-125,1.3594462353995685e-66
0.10400000000000001,2.8624007672837105e-179,3.1692813481640124e-31,8.029175262653986e-24,5.237892668384781e-124,4.0614128977531044e-66
0.106,3.530235908809752e-178,5.934438994854605e-31,1.274948572245227e-23,2.9668858308259857e-123,1.2084541934083732e-65
0.108,4.320230376288175e-177,1.1079214940019093e-30,2.0201375164531163e-23,1.6715129405541277e-122,3.5811390526037728e-65
0.11,5.2461411781034894e-176,2.0622853148808762e-30,3.194006237541773e-23,9.366629047745373e-122,1.0569394747877257e-64
0.112,6.321249474814169e-175,3.8273568283728285e-30,5.039148594339991e-23,5.220613809241554e-121,3.1068264520631396e-64
0.114,7.557806644481093e-174,7.082059996101048e-30,7.933140939451555e-23,2.894172974261883e-120,9.095400184162195e-64
0.116,8.966408330332798e-173,1.3065640142117015e-29,1.2462345738379334e-22,1.5958500032541617e-119,2.651945363184182e-63
0.11800000000000001,1.0555313533087974e-171,2.4033234647768318e-29,1.9535343969149195e-22,8.752342876800597e-119,7.700967215430517e-63
0.12,1.2329732452470774e-170,4.407620598734726e-29,3.055687879557968e-22,4.774426877020544e-118,2.2272241082922297e-62
0.122,1.4291113123860807e-169,8.059472626786481e-29,4.769398421693208e-22,2.5904954788270262e-117,6.415352222502108e-62
0.124,1.6436462401564589e-168,1.4693304819270862e-28,7.428222770980205e-22,1.3980062086697623e-116,1.8404119060383634e-61
0.126,1.8757740945861998e-167,2.6708087799926746e-28,1.1544442383563964e-21,7.504124500362617e-116,5.2583259691863696e-61
0.128,2.124137402958935e-166,4.840347540082201e-28,1.7903079798001473e-21,4.0064122078753053e-115,1.4962973884642158e-60
0.13,2.386791971432511e-165,8.746226876299267e-28,2.770443522780366e-21,2.1275310125189224e-114,4.240589884643458e-60
0.132,2.661193290364269e-164,1.5757066766617081e-27,4.277969098084054e-21,1.1237270558072013e-113,1.1969405225520904e-59
0.134,2.9442057783987255e-163,2.8303520295166835e-27,6.591629584569215e-21,5.90351192165534e-113,3.3647810519416333e-59
0.136,3.2321372252190254e-162,5.068926312178693e-27,1.0134790505590791e-20,3.084783724853386e-112,9.420609268178597e-59
0.138,3.520799638479056e-161,9.051112104265475e-27,1.5549041019240762e-20,1.6032589256246375e-111,2.626873231258053e-58
0.14,3.8055963358759864e-160,1.6113814257616072e-26,2.3804513804191233e-20,8.28795302774208e-111,7.295199631265517e-58
0.14200000000000002,4.0816336247020423e-159,2.860257978840679e-26,3.6364859706033733e-20,4.2614320203884834e-110,2.0177770992908506e-57
0.14400000000000002,4.343853873495144e-158,5.062004203435408e-26,5.543338930175634e-20,2.1793577029150286e-109,5.558365981831647e-57
0.146,4.587185310887818e-157,8.932031383687535e-26,8.431947363250044e-20,1.1085777047984918e-108,1.5249620325864475e-56
0.148,4.806702596807624e-156,1.571406055637362e-25,1.2798270919821201e-19,5.608780334631956e-108,4.1668595813718375e-56
0.15,4.997791206867704e-155,2.7563670376290996e-25,1.9383923717095675e-19,2.8225093676311255e-107,1.1339571454230929e-55
0.152,5.15630804310775e-154,4.82054472037345e-25,2.929537668256945e-19,1.4127555489834002e-106,3.0734231674348986e-55
0.154,5.278730500311127e-153,8.40554016743128e-25,4.41797754879963e-19,7.033367670324962e-106,8.296330056892724e-55
0.156,5.362286512865959e-152,1.4613208564155734e-24,6.648366731221933e-19,3.4827659439692756e-105,2.230425000709433e-54
0.158,5.405058882550219e-151,2.533004613411312e-24,9.983285643722629e-19,1.7153388607482805e-104,5.972101352522974e-54
0.16,5.40605840536677e-150,4.377607522900445e-24,1.4958881289237962e-18,8.403113574146754e-104,1.5925924655161352e-53
0.162,5.3652619026094536e-149,7.543069452646036e-24,2.2366181471123824e-18,4.0944465816210734e-103,4.229802466801179e-53
0.164,5.2836131144011816e-148,1.2958950594596079e-23,3.3369654101180296e-18,1.984334370332973e-102,1.1188541000213473e-52
0.166,5.162986407609606e-147,2.2197394726896954e-23,4.967967195891312e-18,9.565312640743509e-102,2.9475743685708374e-52
0.168,5.0061152470117635e-146,3.790919995149474e-23,7.380281206788965e-18,4.5861489254275067e-101,7.733819416602622e-52
0.17,4.816489241327966e-145,6.455021249351402e-23,1.0940427635432574e-17,2.1870655850226177e-100,2.0209763210877207e-51
0.17200000000000001,4.5982251780393166e-144,1.095875396503331e-22,1.6183144261522368e-17,1.037385394901588e-99,5.2597652951091446e-51
0.17400000000000002,4.355918698163116e-143,1.8549624402086192e-22,2.3886842990749793e-17,4.894215875209879e-99,1.36335654516557e-50
0.176,4.0944840597984356e-142,3.1305418010938804e-22,3.518210884955875e-17,2.2966286740760268e-98,3.519577006765506e-50
0.178,3.8189897581503084e-141,5.267618778033583e-22,5.170734831867524e-17,1.071921825295153e-97,9.049184403786526e-50
0.18,3.5344976081265706e-140,8.837300247117288e-22,7.583155699619011e-17,4.976226204745103e-97,2.3172150845520275e-49
0.182,3.245912287759791e-139,1.4782072459919479e-21,1.1097240790104279e-16,2.2977447559233028e-96,5.909642343380952e-49
0.184,2.9578473524485476e-138,2.4652529457656806e-21,1.6204938904099228e-16,1.0552810094884327e-95,1.5010459627439245e-48
0.186,2.6745124513318774e-137,4.099190383452012e-21,2.361278216650807e-16,4.8205781892336095e-95,3.7972109610747446e-48
0.188,2.3996250136503467e-136,6.79587113747408e-21,3.4333202874768827e-16,2.1902556517765546e-94,9.566947772311295e-48
0.19,2.136348135957988e-135,1.1233177578500908e-20,4.981371108178889e-16,9.89817567347465e-94,2.400601219895926e-47
0.192,1.8872548982907813e-134,1.8512733821558094e-20,7.211920260145655e-16,4.449182033207447e-93,5.999355314384375e-47
0.194,1.6543179645559974e-133,3.0419280140131e-20,1.0418864696350496e-15,1.9891606609623138e-92,1.4932313100846135e-46
0.196,1.4389221566075976e-132,4.98353773703077e-20,1.5019565376501525e-15,8.845537303238616e-92,3.701583353748241e-46
0.198,1.2418967869300203e-131,8.140236322094962e-20,2.160537660639626e-15,3.9123999494210014e-91,9.138731576780173e-46
0.2,1.063563921006517e-130,1.325704463252065e-19,3.1012290723849595e-15,1.7211825746836842e-90,2.2470992329644e-45
0.202,9.03798422344986e-130,2.1526175010319006e-19,4.441947332906328e-15,7.531392930760129e-90,5.5029621251166404e-45
0.20400000000000001,7.620955940134093e-129,3.4849572776072886e-19,6.3486376213331254e-15,3.2778444622848376e-89,1.3421737419825774e-44
0.20600000000000002,6.376424358516982e-128,5.625206801586127e-19,9.054308116763139e-15,1.418946585571881e-88,3.2603099894476346e-44
0.20800000000000002,5.2938893901928704e-127,9.052946861998077e-19,1.2885391563238909e-14,6.109538734383369e-88,7.887638412158687e-44
0.21,4.361163847078403e-126,1.452619575447358e-18,1.829816815000702e-14,2.616468242053074e-87,1.900522581447838e-43
0.212,3.565002452580655e-125,2.323936498529267e-18,2.5928970467173487e-14,1.1145182463620476e-86,4.560757879144869e-43
0.214,2.8916594983684796e-124,3.706867514701086e-18,3.6663221251048514e-14,4.721973746560249e-86,1.0900312332641161e-42
0.216,2.3273642597983696e-123,5.89522404943612e-18,5.17301427196683e-14,1.9898696286033894e-85,2.5946501588009822e-42
0.218,1.8587092441714837e-122,9.347683712765737e-18,7.283237405685473e-14,8.340466625444493e-85,6.151154265056812e-42
0.22,1.4729514979797257e-121,1.4778084532447688e-17,1.0232294048776383e-13,3.4771285306585314e-84,1.4523536161710752e-41
0.222,1.1582313702034006e-120,2.329392789886533e-17,1.4344629516804406e-13,1.4418358192358614e-83,3.415278027709422e-41
0.224,9.037162466024898e-120,3.660814732240869e-17,2.0066584633910664e-13,5.946693385876271e-83,7.998668533928721e-41
0.226,6.996788494042376e-119,5.736185896480025e-17,2.8010793386078656e-13,2.4394951180055945e-82,1.8657234833778433e-40
0.228,5.375208207275182e-118,8.961467362324811e-17,3.901622128424095e-13,9.953802754610349e-82,4.3342583851846374e-40
0.23,4.097526075960667e-117,1.3958716301955933e-16,5.422915919943159e-13,4.0396410633722057e-81,1.0028137043379182e-39
0.232,3.099403008903104e-116,2.1678153004010987e-16,7.521222361294208e-13,1.6306516587467815e-80,2.3108069485380577e-39
0.234,2.3262921975902773e-115,3.3566767228173216e-16,1.0409069339864745e-12,6.547029317600657e-80,5.303285543671972e-39
0.23600000000000002,1.7325284194055737e-114,5.18211683007177e-16,1.4374849715312067e-12,2.614520465395079e-79,1.212172145437412e-38
0.23800000000000002,1.2803430840505454e-113,7.976554301056722e-16,1.9809006100032164e-12,1.0384951594061546e-78,2.759443657311539e-38
0.24,9.388630387088334e-113,1.2241479100040468e-15,2.7238929958755585e-12,4.1028116355736126e-78,6.256287587565149e-38
0.242,6.831373231094877e-112,1.8731083853623053e-15,3.737536200498396e-12,1.6122164630387787e-77,1.4126995904630849e-37
0.244,4.93223402245844e-111,2.857606097875349e-15,5.117393384882668e-12,6.301294768752947e-77,3.1770267872917617e-37
0.246,3.533533598175245e-110,4.34662589598732e-15,6.991659233252985e-12,2.449632367196207e-76,7.115900652819109e-37
0.248,2.5119134134902963e-109,6.591930281366431e-15,9.531906641103313e-12,9.471891161485061e-76,1.587365064165199e-36
0.25,1.7718624089475064e-108,9.967434515488786e-15,1.2967235787104324e-11,3.6428153509503437e-75,3.526644649595615e-36
0.252,1.2401813991254889e-107,1.502673473736939e-14,1.7602856954668455e-11,1.393484970038021e-74,7.803411829563536e-36
0.254,8.613314829076042e-107,2.2586882477889808e-14,2.384443628296045e-11,5.301906829265043e-74,1.7196707161435096e-35
0.256,5.935882825346155e-106,3.384997931636521e-14,3.222991281292518e-11,2.006441798181448e-73,3.774365954726708e-35
0.258,4.059104260554159e-105,5.0579084759239164e-14,4.347097659723362e-11,7.552412696189243e-73,8.250507409817718e-35
0.26,2.754260306542107e-104,7.535185852491684e-14,5.85070070502768e-11,2.8275450516037804e-72,1.7962023214729913e-34
0.262,1.8544266050200783e-103,1.119250801072132e-13,7.857503991310624e-11,1.0529264261321882e-71,3.8946442169412514e-34
0.264,1.238922684737932e-102,1.6575678042297878e-13,1.0530029924656364e-10,3.8998795236943955e-71,8.410431330442814e-34
0.266,8.213129110881113e-102,2.447516536233703e-13,1.4081304553949009e-10,1.4367097173527336e-70,1.8088672276391142e-33
0.268,5.402602118110063e-101,3.6032169365320204e-13,1.8789901061901593e-10,5.264432247935679e-70,3.874655133399844e-33
0.27,3.526364562267366e-100,5.288903329519042e-13,2.5019258540549394e-10,1.9186631120368197e-69,8.266037276573575e-33
0.272,2.283922283917529e-99,7.740184115581936e-13,3.324242834059957e-10,6.955215407293256e-69,1.7563036635152235e-32
0.274,1.467794732324254e-98,1.1293989954199448e-12,4.407369245806851e-10,2.5077666233510266e-68,3.716548436810084e-32
0.276,9.360072595437911e-98,1.6430619800806344e-12,5.830885950388375e-10,8.993491432667798e-68,7.832816085283484e-32
0.278,5.9227445102562e-97,2.383257339082531e-12,7.697648865060462e-10,3.2079988746831876e-67,1.6441218604925328e-31
0.28,3.718747320085158e-96,3.4466594553379313e-12,1.0140283826796418e-09,1.1381637887599338e-66,3.437067177023902e-31
0.28200000000000003,2.3168623427833816e-95,4.969769601196158e-12,1.3329400474929547e-09,4.0164280957845995e-66,7.1561589649333455e-31
0.28400000000000003,1.4322989743865415e-94,7.144709558040525e-12,1.7483953310661233e-09,1.4097428617598694e-65,1.4839179231536091e-30
0.28600000000000003,8.786117775132458e-94,1.0241023108166967e-11,2.2884277345488256e-09,4.921579309560538e-65,3.0646277072577825e-30
0.28800000000000003,5.347985851235105e-93,1.4635668265143353e-11,2.988844606788543e-09,1.708967281523127e-64,6.303525431019477e-30
0.29,3.230080665006891e-92,2.085413650562679e-11,3.895274481832597e-09,5.902387050617252e-64,1.2913002560493915e-29
0.292,1.9358262565317378e-91,2.962663389203293e-11,5.065722768191874e-09,2.0276187526417722e-63,2.634564935124281e-29
0.294,1.1511960043073693e-90,4.196457736198132e-11,6.573753600883689e-09,6.928027309376707e-63,5.353385517200854e-29
0.296,6.793006973478375e-90,5.92643929776873e-11,8.512440776272427e-09,2.35449385233852e-62,1.083393122675678e-28
0.298,3.977450072103392e-89,8.344787302179324e-11,1.0999260604416422e-08,7.958847978086341e-62,2.1836426662515593e-28
0.3,2.3108795139980117e-88,1.1715130937972714e-10,1.4182135024265536e-08,2.6758855663102337e-61,4.383439438908579e-28
0.302,1.3322316830972902e-87,1.639794656661302e-10,1.8246875324301917e-08,8.948485616224087e-61,8.763677604374273e-28
0.304,7.621002472668228e-87,2.2884542335679605e-10,2.342632629226638e-08,2.97643382969565e-60,1.745001146235726e-27
0.306,4.3258786928736795e-86,3.1842374134804796e-10,3.0011568690957113e-08,9.847083046702021e-60,3.4605329041964045e-27
0.308,2.436500250281731e-85,4.417525805724136e-10,3.836560584549502e-08,3.2402882861423896e-59,6.834837474581276e-27
0.31,1.361722060900035e-84,6.110309303826032e-10,4.894003916847894e-08,1.0605334798409585e-58,1.3444707037003974e-26
0.312,7.551624311388564e-84,8.426704016960807e-10,6.229532909276851e-08,3.452469087586069e-58,2.6339797822921893e-26
0.314,4.155489295798229e-83,1.158677919007501e-09,7.912534368229448e-08,1.1178921280771693e-57,5.139388796326378e-26
0.316,2.2689966223492694e-82,1.5884668926554371e-09,1.0028701879820188e-07,3.600266768421523e-57,9.987308205853755e-26
0.318,1.2293496454115432e-81,2.1712211001053805e-09,1.2683609283581728e-07,1.1532783814198145e-56,1.9329622555107975e-25
0.32,6.609169357672728e-81,2.9589687663143213e-09,1.6007003749404523e-07,3.6745004658632263e-56,3.7259432668114673e-25
0.322,3.525723338637856e-80,4.020565653567722e-09,2.0157948558808467e-07,1.164466904150018e-55,7.1529805567205015e-25
0.324,1.8662914642173686e-79,5.446837055771028e-09,2.5330965934043484e-07,3.670461567840937e-55,1.367652595448519e-24
0.326,9.80258458575604e-79,7.3571914380146905e-09,3.176335295789301e-07,1.1507444839527673e-54,2.604368813774911e-24
0.328,5.108949579992879e-78,9.90809538915333e-09,3.9743868938726304e-07,3.588407973706206e-54,4.9393195209708e-24
0.33,2.6421199134152747e-77,1.3303893234932734e-08,4.962302063270672e-07,1.1129852683749203e-53,9.32974339767636e-24
0.332,1.3558240129408275e-76,1.7810568140604218e-08,6.182520264036925e-07,3.4335368432260653e-53,1.7551337607065845e-23
0.334,6.903733336329267e-76,2.3773178259021604e-08,7.686298410850372e-07,1.0535586135780818e-52,3.288430624874797e-23
0.336,3.4881454336762086e-75,3.1637865300712884e-08,9.535386959697523e-07,3.215439836568812e-52,6.136278909841799e-23
0.338,1.7487794831413766e-74,4.1979528062709314e-08,1.1803990155266903e-06,9.760830497058594e-52,1.140405863319444e-22
0.34,8.699722589577045e-74,5.553648457439656e-08,1.458105141252788e-06,2.94712022463516e-51,2.1108225990608824e-22
0.342,4.2944311935046445e-73,7.325371855092374e-08,1.7972909281894968e-06,8.850618779472977e-51,3.8911858351928154e-22
0.34400000000000003,2.103467385357364e-72,9.633662398929654e-08,2.210637413395888e-06,2.6437118583868946e-50,7.144143231013339e-22
0.34600000000000003,1.0223410653915865e-71,1.263175313407314e-07,2.7132280547391405e-06,7.854513801467796e-50,1.3063401573745687e-21
0.34800000000000003,4.930440460050987e-71,1.6513772507207124e-07,3.3229575327215657e-06,2.321075145326087e-49,2.3790323395489468e-21
0.35000000000000003,2.3594214362935963e-70,2.1524815069706122e-07,4.061000603764172e-06,6.8221898801820525e-49,4.315015479085315e-21
0.352,1.120353854096436e-69,2.797325641429855e-07,4.952347980224313e-06,1.994449822829458e-48,7.794752221962321e-21
0.354,5.278794962948439e-69,3.6245750144300497e-07,6.026416678145417e-06,5.799454409073494e-48,1.402362259194215e-20
0.356,2.467994935693007e-68,4.6825414483467423e-07,7.317742703752257e-06,1.6773198144921129e-47,2.5127892237331007e-20
0.358,1.1449423619713883e-67,6.031379333610491e-07,8.86676432705882e-06,4.825133495240603e-47,4.484250355749656e-20
0.36,5.270512815908406e-67,7.745726107653637e-07,1.0720704496190103e-05,1.3805988556185665e-46,7.97005992476531e-20
0.362,2.4074208230750966e-66,9.917863167732103e-07,1.2934561157164393e-05,3.929075801198118e-46,1.4108188954207508e-19
0.364,1.0911414175848772e-65,1.2661483021871226e-06,1.5572214336449843e-05,1.1121875558067802e-45,2.487246877007556e-19
0.366,4.907270058870849e-65,1.6116158717407244e-06,1.8707658790716873e-05,3.131341142655693e-45,4.367213933281916e-19
0.368,2.1899226034735156e-64,2.0452622144896258e-06,2.24263708007618e-05,8.768947481099365e-45,7.637091360072692e-19
0.37,9.697224788701042e-64,2.5878968469068055e-06,2.6826817253549963e-05,2.442470287829849e-44,1.330115798585898e-18
0.372,4.2608480746075154e-63,3.2647914393827535e-06,3.202211448518893e-05,6.766683269868333e-44,2.3072192421492218e-18
0.374,1.8576954820736899e-62,4.106524785646191e-06,3.814184341489149e-05,1.864606317681771e-43,3.985898414927712e-18
0.376,8.036794988984664e-62,5.149961561741042e-06,4.53340262517857e-05,5.110497746083662e-43,6.858064025843995e-18
0.378,3.450016281485131e-61,6.439380252982073e-06,5.3767268469473515e-05,1.3931696417329543e-42,1.1752081469913517e-17
0.38,1.4695666535130087e-60,8.027766141130426e-06,6.36330677856876e-05,3.7775442424428165e-42,2.005700123385157e-17
