lr,loss
1e-05,1.7606485486030579
1.0273507681793026e-05,2.0723398327827454
1.0554496008786032e-05,1.966567188501358
1.0843169582371713e-05,1.8101525902748108
1.1139738599948027e-05,1.991420179605484
1.1444419007973235e-05,1.9657529294490814
1.1757432659207116e-05,1.9538362920284271
1.2079007474252851e-05,1.9710378646850586
1.2409377607517204e-05,1.9325065910816193
1.2748783617709836e-05,1.8583702147006989
1.3097472643005908e-05,1.9840021431446075
1.3455698580999521e-05,1.909827172756195
1.382372227357901e-05,1.9120377898216248
1.4201811696858732e-05,1.8489000797271729
1.4590242156305624e-05,1.9289004802703857
1.4989296487202628e-05,1.8926448225975037
1.5399265260594942e-05,1.8321544826030731
1.582044699486906e-05,1.880562961101532
1.625314837311867e-05,1.9259677231311798
1.6697684466455647e-05,2.051979184150696
1.715437896342882e-05,1.955541044473648
1.7623564405717465e-05,1.9085884392261505
1.8105582430271252e-05,1.8610308170318604
1.8600784018072857e-05,1.9484444856643677
1.9109529749704443e-05,1.7040889263153076
1.9632190067904095e-05,1.8489861190319061
2.0169145547303345e-05,1.8754544854164124
2.0720787171542252e-05,1.735955536365509
2.1287516617963772e-05,1.8393073976039886
2.186974655009475e-05,1.9377337992191315
2.2467900918126495e-05,1.958233505487442
2.3082415267613713e-05,2.0025082528591156
2.371373705661661e-05,2.002277284860611
2.436232598151707e-05,1.9254608750343323
2.5028654311746143e-05,1.8136076629161835
2.5713207233666614e-05,1.9903690218925476
2.6416483203860997e-05,1.912988394498825
2.713899431208224e-05,1.801436960697174
2.7881266654131416e-05,2.046151340007782
2.8643840714933885e-05,2.0064271688461304
2.942727176209291e-05,1.9505272209644318
3.023213025020725e-05,1.864478439092636
3.105900223624715e-05,1.9158388078212738
3.190848980629119e-05,1.9096089005470276
3.27812115139347e-05,1.9672539830207825
3.3677802830689016e-05,1.9632809460163116
3.4598916608699454e-05,1.930925965309143
3.554522355611902e-05,1.8568404614925385
3.651741272548391e-05,1.8830765187740326
3.751619201544654e-05,1.8580340147018433
3.8542288686231216e-05,1.8502399027347565
3.959644988918808e-05,1.8800747990608215
4.067944321083064e-05,1.8141784369945526
4.179205723175317e-05,1.842457801103592
4.2935102100835004e-05,1.9807283878326416
4.410941012514963e-05,1.8489705622196198
4.531583637600838e-05,1.7540670037269592
4.655525931157979e-05,1.7940616607666016
4.782858141653813e-05,1.7439528107643127
4.913672985920676e-05,1.8425931632518768
5.0480657166674944e-05,1.7252391278743744
5.186134191837952e-05,1.9628110527992249
5.3279789458656666e-05,1.8935139179229736
5.4737032628782435e-05,1.7490046918392181
5.6234132519035185e-05,1.8672495484352112
5.77721792413275e-05,1.9214251339435577
5.935229272297016e-05,1.784323364496231
6.0975623522146226e-05,1.9299710392951965
6.264335366568887e-05,1.8488760590553284
6.43566975097732e-05,2.0022902488708496
6.611690262414851e-05,1.9642097055912018
6.792525070055512e-05,1.775404304265976
6.978305848598701e-05,1.918190747499466
7.169167874147996e-05,1.955089956521988
7.365250122712322e-05,1.8968134224414825
7.566695371401206e-05,1.892455816268921
7.773650302387803e-05,1.871426373720169
7.986265609715378e-05,2.024100661277771
8.20469610902504e-05,1.7945840954780579
8.42910085028461e-05,1.8534362614154816
8.659643233600706e-05,1.9527875185012817
8.896491128198386e-05,1.9467938244342804
9.139816994654963e-05,1.8295515179634094
9.389798010477021e-05,1.859596610069275
9.646616199112054e-05,1.8859405815601349
9.910458562488674e-05,1.8225536942481995
0.00010181517217181886,1.902490258216858
0.00010459989534302606,1.9610516726970673
0.00010746078283213248,1.9077798426151276
0.00011039991779174051,1.7229734063148499
0.00011341944035027647,1.9838741421699524
0.00011652154917032313,1.8139993846416473
0.00011970850304957384,1.8903072476387024
0.00012298262256557407,1.925799161195755
0.00012634629176544774,1.9800876677036285
0.00012980195990183903,1.9748013317584991
0.00013335214321633337,1.7476607859134674
0.00013699942677165646,1.9524933695793152
0.00014074646633398537,1.8335077464580536
0.00014459599030674223,1.921749234199524
0.00014855080171727862,1.914605975151062
0.00015261378025789745,1.9255790710449219
0.00015678788438269823,1.8673412501811981
0.0001610761534617727,1.9014562666416168
0.00016548170999431942,1.9218880236148834
0.00017000776188228864,1.9028014540672302
0.0001746576047662132,1.860858142375946
0.00017943462442492614,1.8327437937259674
0.00018434229924091253,1.9426255524158478
0.00018938420273309037,1.7940683364868164
0.00019456400615886516,1.9253438711166382
0.00019988548118735267,1.8388772308826447
0.00020535250264571632,1.8612720370292664
0.00021096905134061894,1.8350270092487335
0.0002167392169568436,1.9166963696479797
0.0002226672010351938,2.050100475549698
0.00022875732003184155,1.8997293412685394
0.000235014008461351,1.9015151262283325
0.00024144182212566608,1.8826073706150055
0.00024804544143141357,1.885918766260147
0.00025482967479793697,1.9728700518608093
0.0002617994621585424,1.818591445684433
0.0002689598785575068,1.7696120738983154
0.0002763161378454665,1.9083793759346008
0.0002838735964758781,1.8877650797367096
0.0002916377574053147,1.8953813910484314
0.00029961427410043915,1.8609832525253296
0.00030780895465457026,1.8924320340156555
0.00031622776601684087,2.0390697717666626
0.00032487683833702625,1.9060758352279663
0.000333762469429207,1.881470501422882
0.00034289112935751684,1.8042570054531097
0.00035226946514731357,1.882306307554245
0.00036190430562520464,1.8267191648483276
0.0003718026663914511,1.7007392048835754
0.00038197175492837024,1.870682716369629
0.0003924189758484575,1.9291718900203705
0.000403151936286048,1.8191416263580322
0.00041417845143644467,1.9662787020206451
0.0004255065502465454,1.8962265849113464
0.00043714448126111347,1.8978349566459656
0.00044910071862894766,1.9063323736190796
0.0004613839682733262,1.8699552714824677
0.00047400317423121666,1.8375167548656464
0.00048696752516586825,1.8537720441818237
0.0005002864610575286,1.9120639860630035
0.0005139696800771568,1.8627825379371643
0.0005280271456481375,1.8688782453536987
0.0005424690937011385,1.781301885843277
0.0005573060401273947,1.8521174788475037
0.0005725487884358442,1.81027153134346
0.0005882084376196935,2.0352810323238373
0.0006042963902381396,1.8951551020145416
0.0006208243607191324,1.8665915429592133
0.000637804383889225,1.876839280128479
0.0006552488237367222,1.7668806612491608
0.0006731703824145059,1.947291225194931
0.0006915821094890975,1.9035955369472504
0.0007104974114426869,1.6909627318382263
0.0007299300614350505,1.8220299184322357
0.0007498942093324646,1.80190110206604
0.0007704043920109183,1.8044223189353943
0.0007914755439411256,1.8731665909290314
0.0008131230080630468,1.839624673128128
