x,patient,control
-20.0,5.02369980146391e-14,9.90761003995647e-11
-19.798994974874372,2.0896950293126455e-13,3.2729688777715305e-10
-19.597989949748744,8.348344903444165e-13,1.0384091921460933e-09
-19.396984924623116,3.203150981421008e-12,3.164091661869115e-09
-19.195979899497488,1.1803631463523385e-11,9.259419670392491e-09
-18.99497487437186,4.1775067789507104e-11,2.6023942008227198e-08
-18.79396984924623,1.4199877858591762e-10,7.024535351990927e-08
-18.592964824120603,4.6357638529406213e-10,1.8210345765823104e-07
-18.391959798994975,1.4535549588991899e-09,4.533943323957803e-07
-18.190954773869347,4.377441846924172e-09,1.0841591957150996e-06
-17.98994974874372,1.2661781696966584e-08,2.4898411568465345e-06
-17.78894472361809,3.517736377982854e-08,5.491809661201651e-06
-17.587939698492463,9.387211214184875e-08,1.163401945934279e-05
-17.386934673366834,2.406181639858298e-07,2.367129783944206e-05
-17.185929648241206,5.924560026285332e-07,4.6259731854574e-05
-16.984924623115578,1.4013341132761715e-06,8.683372260132055e-05
-16.78391959798995,3.184293710090367e-06,0.00015656703393769595
-16.582914572864322,6.9519371160422354e-06,0.000271188323608496
-16.381909547738694,1.4583603162686737e-05,0.00045128069569513776
-16.180904522613066,2.9399991960832256e-05,0.0007215965436375846
-15.979899497487438,5.6967259741615096e-05,0.0011089458473666318
-15.77889447236181,0.00010611843985388682,0.0016384496715361142
-15.577889447236181,0.00019009019189648654,0.002328424204743472
-15.376884422110553,0.0003275504053899828,0.003184806865374533
-15.175879396984925,0.0005431629130050104,0.004196658857090329
-14.974874371859297,0.0008672534115300081,0.005334584023167012
-14.773869346733669,0.0013341751488106701,0.006553603546315031
-14.57286432160804,0.001979180807295058,0.0078009910103229215
-14.371859296482413,0.0028339922783140025,0.009027969854913798
-14.170854271356784,0.003921740877945532,0.01020250215334644
-13.969849246231156,0.005252360047234596,0.011319350932125544
-13.768844221105528,0.00681965127141325,0.01240379811592038
-13.5678391959799,0.008600976458665468,0.013507070024578481
-13.366834170854272,0.010559882071504914,0.014694283743173272
-13.165829145728644,0.012651152927784216,0.01602864339463034
-12.964824120603016,0.014827168799306125,0.01755750905382839
-12.763819095477388,0.0170442881468772,0.01930590362840703
-12.56281407035176,0.019268374395886342,0.021280774771899633
-12.361809045226131,0.021479269967984556,0.02348552394202177
-12.160804020100503,0.02367457084603345,0.02594027876029424
-11.959798994974873,0.025873072368175824,0.02870064213842838
-11.758793969849245,0.028117672464240993,0.03186732301129026
-11.557788944723617,0.030476670446041382,0.03558140040777663
-11.356783919597989,0.033041883557050386,0.0400042796205759
-11.15577889447236,0.03592233590248885,0.04528624015715444
-10.954773869346733,0.03923356746775585,0.051531246799146876
-10.753768844221105,0.04308445996078099,0.05876720067363383
-10.552763819095476,0.04756512720109366,0.06692966198986747
-10.351758793969848,0.052740114543795714,0.07586378841937352
-10.15075376884422,0.05865046361322019,0.08534494518355769
-9.949748743718592,0.06532617015603215,0.09511444824453667
-9.748743718592964,0.07280766241338918,0.10492414726841334
-9.547738693467336,0.08117188415032758,0.11458234467568354
-9.346733668341708,0.09055620030643285,0.12399358304187118
-9.14572864321608,0.10117241480198459,0.13318556158150097
-8.944723618090451,0.11330422690113746,0.14231751180214913
