year,stable_size,stable_mean,stable_std,declining_size,declining_mean,declining_std,declining_lower,declining_upper,stable_lower,stable_upper
-8.5,22.0,0.10225072102545454,,23.0,0.5076752759947827,,0.37774274159470944,0.4232461006387416,0.05689546130671557,0.056618365415968125
-7.5,27.0,0.11808772428814815,,30.0,0.39189491629400003,,0.31450145925614226,0.4512423451443182,0.07420772852875135,0.0712498898983169
-6.5,45.0,0.10804542718133334,,44.0,0.5298363311418183,,0.3644807681838841,0.37591119723618516,0.08055827169577098,0.0752614482195012
-5.5,53.0,0.1111255873581132,,49.0,0.5293515290134695,,0.37299979338358386,0.3718947797159632,0.0832468127492599,0.08176874852026142
-4.5,116.0,0.1263311035566896,,117.0,0.5569730862976068,,0.3950573831220201,0.36881621911577067,0.09741025865004077,0.09565148871555068
-3.5,138.0,0.22278280053179708,,149.0,0.6241000271344965,,0.40590546315718173,0.33405260198416664,0.19288753642799847,0.2878322682463309
-2.5,275.0,0.3033873481132728,,263.0,0.6540794797639093,,0.37754115486919754,0.3116413508911072,0.2633142048302956,0.38660397796786633
-1.5,363.0,0.33035774168927273,,372.0,0.7281634226502958,,0.34032119388609994,0.24955991616991735,0.2882465674503372,0.4362629965160973
-0.5,70.0,0.3554808048834858,,66.0,0.747011283127121,,0.31263211735327107,0.23228733425699055,0.31136474272318854,0.4744899171702522
