thresholds,test,sex,randomized_images,randomized_weights
0.89,0.43745058278023463,0.1573269680212909,0.011614419701497123,0.19824742499382897
0.9,0.42910487687770077,0.1441690102201797,0.009767803427180857,0.18475504020438516
0.91,0.41992147011840447,0.13100101210872245,0.008299404458269832,0.17138351303632343
0.92,0.41339598051992593,0.11773784210165306,0.006766747877029672,0.15981425199401408
0.93,0.4102801284036169,0.10407904896661742,0.005238762010525808,0.14850110417116635
0.9400000000000001,0.40880718842170244,0.08884925806525366,0.0039807160594666395,0.1365957512457767
0.9500000000000001,0.40572218746913374,0.07303635904696057,0.002681342699255871,0.12424713665086887
0.96,0.3962823238905274,0.05608066396872214,0.0009576250897773521,0.10816273006371589
0.97,0.3843867462937728,0.0377710507302708,5.633062320446138e-05,0.09017885610260315
0.98,0.373468687838672,0.023321215446875647,0.0,0.07217019701013591
0.99,0.36649473222124673,0.015035118525021948,0.0,0.04696081456340635
