3,13,0.96
3,14,0.97
3,15,0.97
3,16,0.95
3,17,0.97
3,18,0.97
3,19,0.96
3,20,0.95
3,21,0.97
3,22,0.97
3,23,0.97
3,24,0.97
3,25,0.96
3,26,0.97
3,27,0.96
3,28,0.96
3,29,0.96
3,30,0.96
3,31,0.97
3,32,0.97
3,33,0.96
3,34,0.97
3,35,0.97
3,36,0.97
3,37,0.97
3,38,0.94
3,39,0.97
3,40,0.96
3,41,0.97
3,42,0.96
3,43,0.95
3,44,0.97
3,45,0.97
3,46,0.96
3,47,0.98
3,48,0.95
3,49,0.96
3,50,0.97
3,51,0.95
3,52,0.74
3,53,0.97
3,54,0.96
3,55,0.95
3,56,0.92
3,57,0.94
3,58,0.93
3,59,0.97
3,60,0.94
3,61,0.97
3,62,0.98
3,63,0.98
4,0,0.91
4,1,0.91
4,2,0.91
4,3,0.93
4,4,1.0
4,5,0.96
4,6,0.92
4,7,0.87
4,8,0.96
4,9,0.96
4,10,0.97
4,11,0.87
4,12,0.97
4,13,0.96
4,14,0.96
4,15,0.95
4,16,0.97
4,17,0.94
4,18,0.96
4,19,0.91
4,20,0.97
4,21,0.96
4,22,0.97
4,23,0.95
4,24,0.96
4,25,0.95
4,26,0.93
4,27,0.96
4,28,0.96
4,29,0.96
4,30,0.95
4,31,0.94
4,32,0.96
4,33,0.96
4,34,0.93
4,35,0.94
4,36,0.95
4,37,0.94
4,38,0.97
4,39,0.95
4,40,0.97
4,41,0.96
4,42,0.9
4,43,0.97
4,44,0.92
4,45,0.9
4,46,0.97
4,47,0.94
4,48,0.97
4,49,0.89
4,50,0.96
4,51,0.96
4,52,0.59
4,53,0.95
4,54,0.96
4,55,0.97
4,56,0.97
4,57,0.97
4,58,0.96
4,59,0.95
4,60,0.97
4,61,0.94
4,62,0.95
4,63,0.96
5,0,0.89
5,1,0.89
5,2,0.9
5,3,0.92
5,4,0.96
5,5,1.0
5,6,0.91
5,7,0.85
5,8,0.96
5,9,0.97
5,10,0.97
5,11,0.86
5,12,0.97
5,13,0.96
5,14,0.95
5,15,0.94
5,16,0.96
5,17,0.93
5,18,0.96
5,19,0.9
5,20,0.97
5,21,0.95
5,22,0.95
5,23,0.94
5,24,0.96
5,25,0.96
5,26,0.92
5,27,0.96
5,28,0.96
5,29,0.97
5,30,0.95
5,31,0.94
5,32,0.97
5,33,0.97
5,34,0.91
5,35,0.93
5,36,0.95
5,37,0.94
5,38,0.97
5,39,0.95
5,40,0.97
5,41,0.96
5,42,0.89
5,43,0.97
5,44,0.91
5,45,0.89
5,46,0.97
5,47,0.93
5,48,0.97
5,49,0.87
5,50,0.95
5,51,0.96
5,52,0.57
5,53,0.94
5,54,0.96
5,55,0.96
5,56,0.97
5,57,0.97
5,58,0.97
5,59,0.94
5,60,0.97
5,61,0.94
5,62,0.94
5,63,0.95
6,0,0.97
6,1,0.96
6,2,0.97
6,3,0.97
6,4,0.92
6,5,0.91
6,6,1.0
6,7,0.96
6,8,0.95
6,9,0.92
6,10,0.94
6,11,0.96
6,12,0.95
6,13,0.94
6,14,0.96
6,15,0.97
6,16,0.94
6,17,0.96
6,18,0.97
6,19,0.97
6,20,0.93
6,21,0.96
6,22,0.96
6,23,0.97
6,24,0.96
6,25,0.95
6,26,0.97
6,27,0.95
6,28,0.95
6,29,0.94
6,30,0.95
6,31,0.97
6,32,0.95
6,33,0.96
6,34,0.96
6,35,0.98
6,36,0.97
6,37,0.97
6,38,0.92
6,39,0.96
6,40,0.94
6,41,0.96
6,42,0.96
6,43,0.94
6,44,0.97
6,45,0.97
6,46,0.94
6,47,0.98
6,48,0.94
6,49,0.96
6,50,0.96
6,51,0.93
6,52,0.75
6,53,0.97
6,54,0.94
6,55,0.94
6,56,0.9
6,57,0.92
6,58,0.91
6,59,0.97
6,60,0.92
6,61,0.97
6,62,0.97
6,63,0.96
7,0,0.96
7,1,0.96
7,2,0.97
7,3,0.95
7,4,0.87
7,5,0.85
7,6,0.96
7,7,1.0
7,8,0.92
7,9,0.89
7,10,0.89
7,11,0.97
7,12,0.91
7,13,0.9
7,14,0.93
7,15,0.94
7,16,0.91
7,17,0.95
7,18,0.93
7,19,0.96
7,20,0.88
7,21,0.93
7,22,0.92
7,23,0.94
7,24,0.93
7,25,0.92
7,26,0.96
7,27,0.91
7,28,0.91
7,29,0.89
7,30,0.92
7,31,0.95
7,32,0.92
7,33,0.92
7,34,0.96
7,35,0.95
7,36,0.94
7,37,0.95
7,38,0.87
7,39,0.93
7,40,0.9
7,41,0.93
7,42,0.95
7,43,0.89
7,44,0.96
7,45,0.97
7,46,0.9
7,47,0.95
7,48,0.89
7,49,0.96
7,50,0.93
7,51,0.89
7,52,0.81
7,53,0.94
7,54,0.91
7,55,0.91
7,56,0.85
7,57,0.88
7,58,0.86
7,59,0.94
7,60,0.88
7,61,0.94
7,62,0.94
7,63,0.94
8,0,0.94
8,1,0.93
8,2,0.95
8,3,0.96
8,4,0.96
8,5,0.96
8,6,0.95
8,7,0.92
8,8,1.0
8,9,0.97
8,10,0.97
8,11,0.92
8,12,0.98
8,13,0.97
8,14,0.98
8,15,0.97
8,16,0.97
8,17,0.97
8,18,0.98
8,19,0.95
8,20,0.97
8,21,0.97
8,22,0.97
8,23,0.97
8,24,0.97
8,25,0.97
8,26,0.96
8,27,0.97
8,28,0.98
8,29,0.98
8,30,0.96
8,31,0.97
8,32,0.98
8,33,0.98
8,34,0.96
8,35,0.97
8,36,0.98
8,37,0.98
8,38,0.97
8,39,0.98
8,40,0.98
8,41,0.98
8,42,0.93
8,43,0.97
8,44,0.96
8,45,0.94
8,46,0.98
8,47,0.97
8,48,0.98
8,49,0.92
8,50,0.97
8,51,0.97
8,52,0.67
8,53,0.98
8,54,0.97
8,55,0.97
8,56,0.96
8,57,0.97
8,58,0.96
8,59,0.98
8,60,0.97
8,61,0.97
8,62,0.97
8,63,0.98
9,0,0.91
9,1,0.91
9,2,0.93
9,3,0.94
9,4,0.96
9,5,0.97
9,6,0.92
9,7,0.89
9,8,0.97
9,9,1.0
9,10,0.97
9,11,0.89
9,12,0.97
9,13,0.97
9,14,0.97
9,15,0.95
9,16,0.96
9,17,0.95
9,18,0.96
9,19,0.92
9,20,0.97
9,21,0.97
9,22,0.96
9,23,0.95
9,24,0.96
9,25,0.96
9,26,0.93
9,27,0.97
9,28,0.97
9,29,0.97
9,30,0.95
9,31,0.95
9,32,0.97
9,33,0.96
9,34,0.93
9,35,0.94
9,36,0.96
9,37,0.95
9,38,0.97
9,39,0.96
9,40,0.97
9,41,0.96
9,42,0.9
9,43,0.96
9,44,0.93
9,45,0.91
9,46,0.97
9,47,0.95
9,48,0.97
9,49,0.9
9,50,0.95
9,51,0.97
9,52,0.61
9,53,0.96
9,54,0.96
9,55,0.97
9,56,0.96
9,57,0.97
9,58,0.97
9,59,0.96
9,60,0.98
9,61,0.95
9,62,0.95
9,63,0.96
10,0,0.92
10,1,0.93
10,2,0.93
10,3,0.95
10,4,0.97
10,5,0.97
10,6,0.94
10,7,0.89
10,8,0.97
10,9,0.97
10,10,1.0
10,11,0.89
10,12,0.98
10,13,0.97
10,14,0.97
10,15,0.96
10,16,0.98
10,17,0.95
10,18,0.97
10,19,0.93
10,20,0.98
10,21,0.97
10,22,0.98
10,23,0.96
10,24,0.98
10,25,0.97
10,26,0.94
10,27,0.97
10,28,0.97
10,29,0.97
10,30,0.97
10,31,0.96
10,32,0.98
10,33,0.97
10,34,0.94
10,35,0.96
10,36,0.97
10,37,0.96
10,38,0.97
10,39,0.97
10,40,0.98
10,41,0.97
10,42,0.92
10,43,0.98
10,44,0.94
10,45,0.92
10,46,0.97
10,47,0.95
10,48,0.98
10,49,0.91
10,50,0.97
10,51,0.97
10,52,0.63
10,53,0.97
10,54,0.96
10,55,0.98
10,56,0.97
10,57,0.97
10,58,0.97
10,59,0.97
10,60,0.97
10,61,0.96
10,62,0.96
10,63,0.97
11,0,0.96
11,1,0.95
11,2,0.96
11,3,0.95
11,4,0.87
11,5,0.86
11,6,0.96
11,7,0.97
11,8,0.92
11,9,0.89
11,10,0.89
11,11,1.0
11,12,0.91
11,13,0.9
11,14,0.92
11,15,0.94
11,16,0.91
11,17,0.95
11,18,0.93
11,19,0.95
11,20,0.88
11,21,0.93
11,22,0.92
11,23,0.94
11,24,0.93
11,25,0.91
11,26,0.96
11,27,0.91
11,28,0.91
11,29,0.89
11,30,0.91
11,31,0.95
11,32,0.92
11,33,0.93
11,34,0.95
11,35,0.95
11,36,0.94
11,37,0.95
11,38,0.87
11,39,0.93
11,40,0.91
11,41,0.93
11,42,0.95
11,43,0.89
11,44,0.96
11,45,0.96
11,46,0.9
11,47,0.94
11,48,0.89
11,49,0.96
11,50,0.92
11,51,0.89
11,52,0.82
11,53,0.94
11,54,0.9
11,55,0.9
11,56,0.85
11,57,0.88
11,58,0.87
11,59,0.95
11,60,0.88
11,61,0.95
11,62,0.94
11,63,0.94
12,0,0.93
12,1,0.93
12,2,0.95
12,3,0.96
12,4,0.97
12,5,0.97
12,6,0.95
12,7,0.91
12,8,0.98
12,9,0.97
12,10,0.98
12,11,0.91
12,12,1.0
12,13,0.98
12,14,0.97
12,15,0.97
12,16,0.97
12,17,0.97
12,18,0.98
12,19,0.94
12,20,0.97
12,21,0.97
12,22,0.98
12,23,0.97
12,24,0.97
12,25,0.97
12,26,0.95
12,27,0.98
12,28,0.98
12,29,0.98
12,30,0.96
12,31,0.97
12,32,0.98
12,33,0.98
12,34,0.95
12,35,0.97
12,36,0.98
12,37,0.97
12,38,0.97
12,39,0.97
12,40,0.98
12,41,0.98
12,42,0.93
12,43,0.98
12,44,0.95
12,45,0.94
12,46,0.98
12,47,0.96
12,48,0.98
12,49,0.92
12,50,0.97
12,51,0.97
12,52,0.65
12,53,0.97
12,54,0.97
12,55,0.97
12,56,0.96
12,57,0.97
12,58,0.96
12,59,0.98
12,60,0.98
12,61,0.97
12,62,0.97
12,63,0.98
13,0,0.93
13,1,0.92
13,2,0.94
13,3,0.96
13,4,0.96
13,5,0.96
13,6,0.94
13,7,0.9
13,8,0.97
13,9,0.97
13,10,0.97
13,11,0.9
13,12,0.98
13,13,1.0
13,14,0.97
13,15,0.96
13,16,0.97
13,17,0.96
13,18,0.97
13,19,0.93
13,20,0.97
13,21,0.97
13,22,0.97
13,23,0.97
13,24,0.97
13,25,0.96
13,26,0.95
13,27,0.97
13,28,0.97
13,29,0.98
13,30,0.96
13,31,0.96
13,32,0.98
13,33,0.98
13,34,0.94
13,35,0.96
13,36,0.96
13,37,0.97
13,38,0.97
13,39,0.97
13,40,0.98
13,41,0.97
13,42,0.91
13,43,0.97
13,44,0.95
13,45,0.93
13,46,0.98
13,47,0.96
13,48,0.97
13,49,0.91
13,50,0.97
13,51,0.98
13,52,0.64
13,53,0.97
13,54,0.98
13,55,0.96
13,56,0.96
13,57,0.96
13,58,0.96
13,59,0.96
13,60,0.96
13,61,0.97
13,62,0.97
13,63,0.97
14,0,0.95
14,1,0.94
14,2,0.96
14,3,0.97
14,4,0.96
14,5,0.95
14,6,0.96
14,7,0.93
14,8,0.98
14,9,0.97
14,10,0.97
14,11,0.92
14,12,0.97
14,13,0.97
14,14,1.0
14,15,0.97
14,16,0.97
14,17,0.97
14,18,0.98
14,19,0.95
14,20,0.97
14,21,0.98
14,22,0.98
14,23,0.97
14,24,0.97
14,25,0.97
14,26,0.96
14,27,0.98
14,28,0.98
14,29,0.97
14,30,0.97
14,31,0.97
14,32,0.98
14,33,0.98
14,34,0.96
14,35,0.97
14,36,0.98
14,37,0.97
14,38,0.97
14,39,0.97
14,40,0.98
14,41,0.98
14,42,0.93
14,43,0.97
14,44,0.96
14,45,0.95
14,46,0.97
14,47,0.97
14,48,0.97
14,49,0.94
14,50,0.97
14,51,0.97
14,52,0.68
14,53,0.97
14,54,0.97
14,55,0.97
14,56,0.95
14,57,0.96
14,58,0.95
14,59,0.97
14,60,0.96
14,61,0.97
14,62,0.97
14,63,0.97
15,0,0.96
15,1,0.95
15,2,0.96
15,3,0.97
15,4,0.95
15,5,0.94
15,6,0.97
15,7,0.94
15,8,0.97
15,9,0.95
15,10,0.96
15,11,0.94
15,12,0.97
15,13,0.96
15,14,0.97
15,15,1.0
15,16,0.96
15,17,0.97
15,18,0.97
15,19,0.95
15,20,0.96
15,21,0.97
15,22,0.97
15,23,0.97
15,24,0.97
15,25,0.96
15,26,0.97
15,27,0.97
15,28,0.97
15,29,0.96
15,30,0.96
15,31,0.97
15,32,0.97
15,33,0.97
15,34,0.97
15,35,0.97
15,36,0.98
15,37,0.98
15,38,0.95
15,39,0.97
15,40,0.97
15,41,0.97
15,42,0.94
15,43,0.96
15,44,0.96
15,45,0.95
15,46,0.97
15,47,0.97
15,48,0.95
15,49,0.94
15,50,0.97
15,51,0.96
15,52,0.73
15,53,0.98
15,54,0.96
15,55,0.96
15,56,0.94
15,57,0.94
15,58,0.94
15,59,0.98
15,60,0.95
15,61,0.97
15,62,0.97
15,63,0.97
16,0,0.94
16,1,0.94
16,2,0.94
16,3,0.95
16,4,0.97
16,5,0.96
16,6,0.94
16,7,0.91
16,8,0.97
16,9,0.96
16,10,0.98
16,11,0.91
16,12,0.97
16,13,0.97
16,14,0.97
16,15,0.96
16,16,1.0
16,17,0.96
16,18,0.97
16,19,0.94
16,20,0.97
16,21,0.97
16,22,0.98
16,23,0.97
16,24,0.98
16,25,0.97
16,26,0.95
16,27,0.97
16,28,0.97
16,29,0.97
16,30,0.97
16,31,0.96
16,32,0.97
16,33,0.97
16,34,0.96
16,35,0.96
16,36,0.97
16,37,0.96
16,38,0.97
16,39,0.97
16,40,0.97
16,41,0.97
16,42,0.94
16,43,0.98
16,44,0.95
16,45,0.93
16,46,0.96
16,47,0.96
16,48,0.97
16,49,0.93
16,50,0.97
16,51,0.97
16,52,0.65
16,53,0.96
16,54,0.97
16,55,0.98
16,56,0.97
16,57,0.97
16,58,0.97
16,59,0.96
16,60,0.97
16,61,0.97
16,62,0.96
16,63,0.97
17,0,0.96
17,1,0.96
17,2,0.96
17,3,0.97
17,4,0.94
17,5,0.93
17,6,0.96
17,7,0.95
17,8,0.97
17,9,0.95
17,10,0.95
17,11,0.95
17,12,0.97
17,13,0.96
17,14,0.97
17,15,0.97
17,16,0.96
17,17,1.0
17,18,0.97
17,19,0.96
17,20,0.95
17,21,0.96
17,22,0.97
17,23,0.97
17,24,0.97
17,25,0.95
17,26,0.97
17,27,0.96
17,28,0.96
17,29,0.95
17,30,0.96
17,31,0.98
17,32,0.97
17,33,0.97
17,34,0.97
17,35,0.97
17,36,0.97
17,37,0.98
17,38,0.94
17,39,0.97
17,40,0.97
17,41,0.97
17,42,0.95
17,43,0.96
17,44,0.97
17,45,0.96
17,46,0.96
17,47,0.97
17,48,0.96
17,49,0.95
17,50,0.97
17,51,0.96
17,52,0.73
17,53,0.97
17,54,0.96
17,55,0.96
17,56,0.94
17,57,0.95
17,58,0.93
17,59,0.97
17,60,0.94
17,61,0.97
17,62,0.97
17,63,0.97
18,0,0.95
18,1,0.95
18,2,0.96
18,3,0.97
18,4,0.96
18,5,0.96
18,6,0.97
18,7,0.93
18,8,0.98
18,9,0.96
18,10,0.97
18,11,0.93
18,12,0.98
18,13,0.97
18,14,0.98
18,15,0.97
18,16,0.97
18,17,0.97
18,18,1.0
18,19,0.96
18,20,0.97
18,21,0.97
18,22,0.98
18,23,0.97
18,24,0.98
18,25,0.97
18,26,0.96
18,27,0.98
18,28,0.98
18,29,0.97
18,30,0.97
18,31,0.98
18,32,0.98
18,33,0.98
18,34,0.96
18,35,0.98
18,36,0.98
18,37,0.98
18,38,0.96
18,39,0.98
18,40,0.98
18,41,0.98
18,42,0.95
18,43,0.97
18,44,0.96
18,45,0.95
18,46,0.97
18,47,0.97
18,48,0.98
18,49,0.94
18,50,0.98
18,51,0.96
18,52,0.69
18,53,0.98
18,54,0.97
18,55,0.97
18,56,0.95
18,57,0.96
18,58,0.96
18,59,0.98
18,60,0.96
18,61,0.98
18,62,0.97
18,63,0.98
19,0,0.96
19,1,0.96
19,2,0.96
19,3,0.96
19,4,0.91
19,5,0.9
19,6,0.97
19,7,0.96
19,8,0.95
19,9,0.92
19,10,0.93
19,11,0.95
19,12,0.94
19,13,0.93
19,14,0.95
19,15,0.95
19,16,0.94
19,17,0.96
19,18,0.96
19,19,1.0
19,20,0.92
19,21,0.95
19,22,0.95
19,23,0.96
19,24,0.95
19,25,0.94
19,26,0.96
19,27,0.94
19,28,0.94
19,29,0.93
19,30,0.95
19,31,0.97
19,32,0.94
19,33,0.94
19,34,0.97
19,35,0.97
19,36,0.96
19,37,0.96
19,38,0.91
19,39,0.95
19,40,0.94
19,41,0.95
19,42,0.96
19,43,0.93
19,44,0.97
19,45,0.96
19,46,0.93
19,47,0.97
19,48,0.94
19,49,0.95
19,50,0.95
19,51,0.93
19,52,0.75
19,53,0.96
19,54,0.94
19,55,0.94
19,56,0.9
19,57,0.92
19,58,0.91
19,59,0.96
19,60,0.92
19,61,0.96
19,62,0.96
19,63,0.95
20,0,0.91
20,1,0.92
20,2,0.92
20,3,0.95
20,4,0.97
20,5,0.97
20,6,0.93
20,7,0.88
20,8,0.97
20,9,0.97
20,10,0.98
20,11,0.88
20,12,0.97
20,13,0.97
20,14,0.97
20,15,0.96
20,16,0.97
20,17,0.95
20,18,0.97
20,19,0.92
20,20,1.0
20,21,0.96
20,22,0.97
20,23,0.96
20,24,0.97
20,25,0.96
20,26,0.94
20,27,0.97
20,28,0.97
20,29,0.97
20,30,0.96
20,31,0.95
20,32,0.97
20,33,0.97
20,34,0.94
20,35,0.95
20,36,0.96
20,37,0.96
20,38,0.97
20,39,0.96
20,40,0.98
20,41,0.96
20,42,0.91
20,43,0.97
20,44,0.93
20,45,0.91
20,46,0.97
20,47,0.95
20,48,0.97
20,49,0.9
20,50,0.96
20,51,0.97
20,52,0.61
20,53,0.96
20,54,0.96
20,55,0.97
20,56,0.97
20,57,0.97
20,58,0.97
20,59,0.96
20,60,0.97
20,61,0.96
20,62,0.95
20,63,0.97
21,0,0.95
21,1,0.94
21,2,0.96
21,3,0.97
21,4,0.96
21,5,0.95
21,6,0.96
21,7,0.93
21,8,0.97
21,9,0.97
21,10,0.97
21,11,0.93
21,12,0.97
21,13,0.97
21,14,0.98
21,15,0.97
21,16,0.97
21,17,0.96
21,18,0.97
21,19,0.95
21,20,0.96
21,21,1.0
21,22,0.97
21,23,0.97
21,24,0.98
21,25,0.97
21,26,0.96
21,27,0.98
21,28,0.97
21,29,0.97
21,30,0.96
21,31,0.97
21,32,0.98
21,33,0.97
21,34,0.96
21,35,0.97
21,36,0.98
21,37,0.97
21,38,0.96
21,39,0.97
21,40,0.97
21,41,0.98
21,42,0.94
21,43,0.97
21,44,0.96
21,45,0.95
21,46,0.97
21,47,0.97
21,48,0.96
21,49,0.95
21,50,0.97
21,51,0.96
21,52,0.69
21,53,0.97
21,54,0.96
21,55,0.97
21,56,0.95
21,57,0.96
21,58,0.96
21,59,0.98
21,60,0.97
21,61,0.97
21,62,0.96
21,63,0.98
22,0,0.95
22,1,0.95
22,2,0.96
22,3,0.97
22,4,0.97
22,5,0.95
22,6,0.96
22,7,0.92
22,8,0.97
22,9,0.96
22,10,0.98
22,11,0.92
22,12,0.98
22,13,0.97
22,14,0.98
22,15,0.97
22,16,0.98
22,17,0.97
22,18,0.98
22,19,0.95
22,20,0.97
22,21,0.97
22,22,1.0
22,23,0.97
22,24,0.98
22,25,0.97
22,26,0.96
22,27,0.98
22,28,0.97
22,29,0.96
22,30,0.97
22,31,0.97
22,32,0.97
22,33,0.97
22,34,0.96
22,35,0.97
22,36,0.97
22,37,0.97
22,38,0.96
22,39,0.98
22,40,0.98
22,41,0.98
22,42,0.94
22,43,0.97
22,44,0.96
22,45,0.95
22,46,0.97
22,47,0.98
22,48,0.97
22,49,0.93
22,50,0.98
22,51,0.97
22,52,0.68
22,53,0.97
22,54,0.97
22,55,0.97
22,56,0.95
22,57,0.96
22,58,0.96
22,59,0.97
22,60,0.96
22,61,0.97
22,62,0.98
22,63,0.98
23,0,0.95
23,1,0.95
23,2,0.97
23,3,0.97
23,4,0.95
23,5,0.94
23,6,0.97
23,7,0.94
23,8,0.97
23,9,0.95
23,10,0.96
23,11,0.94
23,12,0.97
23,13,0.97
23,14,0.97
23,15,0.97
23,16,0.97
23,17,0.97
23,18,0.97
23,19,0.96
23,20,0.96
23,21,0.97
23,22,0.97
23,23,1.0
23,24,0.98
23,25,0.98
23,26,0.97
23,27,0.98
23,28,0.97
23,29,0.96
23,30,0.97
23,31,0.97
23,32,0.97
23,33,0.97
23,34,0.97
23,35,0.98
23,36,0.98
23,37,0.97
23,38,0.96
23,39,0.98
23,40,0.97
23,41,0.97
23,42,0.95
23,43,0.96
23,44,0.97
23,45,0.96
23,46,0.97
23,47,0.97
23,48,0.96
23,49,0.95
23,50,0.98
23,51,0.96
23,52,0.71
23,53,0.97
23,54,0.96
23,55,0.96
23,56,0.94
23,57,0.95
23,58,0.95
23,59,0.97
23,60,0.96
23,61,0.98
23,62,0.97
23,63,0.97
24,0,0.95
24,1,0.96
24,2,0.96
24,3,0.97
24,4,0.96
24,5,0.96
24,6,0.96
24,7,0.93
24,8,0.97
24,9,0.96
24,10,0.98
24,11,0.93
24,12,0.97
24,13,0.97
24,14,0.97
24,15,0.97
24,16,0.98
24,17,0.97
24,18,0.98
24,19,0.95
24,20,0.97
24,21,0.98
24,22,0.98
24,23,0.98
24,24,1.0
24,25,0.97
24,26,0.96
24,27,0.98
24,28,0.97
24,29,0.96
24,30,0.98
24,31,0.97
24,32,0.98
24,33,0.97
24,34,0.97
24,35,0.97
24,36,0.98
24,37,0.97
24,38,0.97
24,39,0.98
24,40,0.98
24,41,0.97
24,42,0.95
24,43,0.98
24,44,0.96
24,45,0.95
24,46,0.97
24,47,0.97
24,48,0.97
24,49,0.94
24,50,0.97
24,51,0.97
24,52,0.68
24,53,0.97
24,54,0.97
24,55,0.98
24,56,0.96
24,57,0.97
24,58,0.96
24,59,0.97
24,60,0.97
24,61,0.98
24,62,0.97
24,63,0.98
25,0,0.93
25,1,0.94
25,2,0.95
25,3,0.96
25,4,0.95
25,5,0.96
25,6,0.95
25,7,0.92
25,8,0.97
25,9,0.96
25,10,0.97
25,11,0.91
25,12,0.97
25,13,0.96
25,14,0.97
25,15,0.96
25,16,0.97
25,17,0.95
25,18,0.97
25,19,0.94
25,20,0.96
25,21,0.97
25,22,0.97
25,23,0.98
25,24,0.97
25,25,1.0
25,26,0.96
25,27,0.98
25,28,0.98
25,29,0.97
25,30,0.97
25,31,0.96
25,32,0.97
25,33,0.97
25,34,0.96
25,35,0.98
25,36,0.97
25,37,0.96
25,38,0.97
25,39,0.97
25,40,0.97
25,41,0.97
25,42,0.94
25,43,0.96
25,44,0.95
25,45,0.94
25,46,0.97
25,47,0.96
25,48,0.96
25,49,0.93
25,50,0.97
25,51,0.95
25,52,0.68
25,53,0.96
25,54,0.96
25,55,0.97
25,56,0.94
25,57,0.95
25,58,0.96
25,59,0.97
25,60,0.96
25,61,0.97
25,62,0.96
25,63,0.97
26,0,0.97
26,1,0.96
26,2,0.98
26,3,0.97
26,4,0.93
26,5,0.92
26,6,0.97
26,7,0.96
26,8,0.96
26,9,0.93
26,10,0.94
26,11,0.96
26,12,0.95
26,13,0.95
26,14,0.96
26,15,0.97
26,16,0.95
26,17,0.97
26,18,0.96
26,19,0.96
26,20,0.94
26,21,0.96
26,22,0.96
26,23,0.97
26,24,0.96
26,25,0.96
26,26,1.0
26,27,0.96
26,28,0.96
26,29,0.95
26,30,0.96
26,31,0.97
26,32,0.96
26,33,0.96
26,34,0.97
26,35,0.98
26,36,0.97
26,37,0.97
26,38,0.93
26,39,0.97
26,40,0.95
26,41,0.97
26,42,0.96
26,43,0.94
26,44,0.97
26,45,0.97
26,46,0.95
26,47,0.98
26,48,0.94
26,49,0.95
26,50,0.97
26,51,0.95
26,52,0.77
26,53,0.97
26,54,0.96
26,55,0.95
26,56,0.91
26,57,0.93
26,58,0.92
26,59,0.97
26,60,0.94
26,61,0.98
26,62,0.97
26,63,0.97
27,0,0.94
27,1,0.94
27,2,0.95
27,3,0.96
27,4,0.96
27,5,0.96
27,6,0.95
27,7,0.91
27,8,0.97
27,9,0.97
27,10,0.97
27,11,0.91
27,12,0.98
27,13,0.97
27,14,0.98
27,15,0.97
27,16,0.97
27,17,0.96
27,18,0.98
27,19,0.94
27,20,0.97
27,21,0.98
