x,multi-finetuned,multi-frozen,baseline,multi-transferred
0.3173440336332904,0.1382731385121399,0.001247432735469264,0.03035997642799722,0.039314156573551674
0.3196604134408327,0.12846475266470636,0.0008832824732680075,0.03137241998542493,0.038035397449363025
0.3219767932483749,0.11889083978529626,0.0006171257083361252,0.03241122757614606,0.03651478060069654
0.3242931730559172,0.1095731474259539,0.00042542769355742983,0.03347715554260734,0.03475981514902514
0.32660955286345944,0.10053557335381587,0.000289363698036575,0.03457097064472133,0.03279131200309616
0.32892593267100173,0.09180387880375909,0.0001941859965358547,0.03569344609570607,0.030641251535211626
0.33124231247854397,0.0834050800994243,0.00012856948194448487,0.036845357248896926,0.028350141980280713
0.33355869228608626,0.07536658610198149,8.398380536966603e-05,0.03802747695139462,0.025964089525616105
0.3358750720936285,0.06771516356044843,5.412317719165738e-05,0.039240570584030424,0.023531804607570126
0.3381914519011708,0.060475818561820584,3.441075953398169e-05,0.04048539081072682,0.021101753297804164
0.34050783170871307,0.05367068117039398,2.1583521021983722e-05,0.0417626720638604,0.01871963089546049
0.3428242115162553,0.04731797340926891,1.3355550157684988e-05,0.04307312479567194,0.016426291381333964
0.3451405913237976,0.041431129336698694,8.152815539935632e-06,0.044417429529068936,0.014256216456588085
0.34745697113133983,0.03601812134693056,4.909701953949909e-06,0.045796230744299976,0.012236556828585323
0.3497733509388821,0.031081030102489145,2.916755592849956e-06,0.04721013064091317,0.010386731085823312
0.35208973074642436,0.026615877733538077,1.7093791661018514e-06,0.048659682817099176,0.00871852782090306
0.35440611055396665,0.0226127261468394,9.882494659301174e-07,0.050145385910946576,0.007236627230811446
0.3567224903615089,0.019056025492737737,5.636132660703733e-07,0.05166767725025046,0.005939440460168806
0.35903887016905117,0.01592518303321376,3.1708749668318963e-07,0.05322692655930953,0.004820158328328111
0.36135524997659346,0.013195310730733122,1.75977596760788e-07,0.05482342977256749,0.0038679045438094893
0.3636716297841357,0.01083810154466294,9.634146545643644e-08,0.0564574030060042,0.0030689000005842183
0.365988009591678,0.00882278011472548,5.2028837670928914e-08,0.05812897673781792,0.0024075617660706226
0.3683043893992202,0.007117073327454392,2.7717085713469123e-08,0.05983819025015203,0.001867480314181751
0.3706207692067625,0.0056881499407298195,1.456536112690659e-08,0.061584986383397836,0.0014322390406590392
0.37293714901430475,0.004503485389259346,7.550279033662705e-09,0.06336920665392447,0.0010860591619149204
