x,multi-finetuned,multi-frozen,baseline,linear,reg-finetuned
0.0,0.0,0.0,0.0,0.0,0.0
0.002,0.0,0.0,0.0,0.0,0.0
0.004,0.0,0.0,0.0,0.0,0.0
0.006,0.0,0.0,0.0,0.0,0.0
0.008,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.0,0.0
0.012,0.0,0.0,0.0,0.0,0.0
0.014,0.0,0.0,0.0,0.0,0.0
0.016,0.0,0.0,0.0,0.0,0.0
0.018000000000000002,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0
0.022,0.0,0.0,0.0,0.0,0.0
0.024,0.0,0.0,0.0,0.0,0.0
0.026000000000000002,0.0,0.0,0.0,0.0,0.0
0.028,0.0,0.0,0.0,0.0,0.0
0.03,0.0,0.0,0.0,0.0,0.0
0.032,0.0,0.0,0.0,0.0,0.0
0.034,0.0,0.0,0.0,0.0,0.0
0.036000000000000004,0.0,0.0,0.0,0.0,0.0
0.038,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0
0.042,0.0,0.0,0.0,0.0,0.0
0.044,0.0,0.0,0.0,0.0,0.0
0.046,0.0,0.0,0.0,0.0,0.0
0.048,0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0,0.0
0.052000000000000005,0.0,0.0,0.0,0.0,0.0
0.054,0.0,0.0,0.0,0.0,0.0
0.056,0.0,0.0,0.0,0.0,0.0
0.058,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.0,0.0,0.0
0.062,0.0,0.0,0.0,0.0,0.0
0.064,0.0,0.0,0.0,0.0,0.0
0.066,0.0,0.0,0.0,0.0,0.0
0.068,0.0,0.0,0.0,0.0,0.0
0.07,0.0,0.0,0.0,0.0,0.0
0.07200000000000001,0.0,0.0,0.0,0.0,0.0
0.074,0.0,0.0,0.0,0.0,0.0
0.076,0.0,0.0,0.0,0.0,0.0
0.078,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.0,0.0,0.0
0.082,0.0,0.0,0.0,0.0,0.0
0.084,0.0,1.33e-322,0.0,0.0,0.0
0.08600000000000001,0.0,1.124e-320,0.0,0.0,0.0
0.088,0.0,9.4717e-319,0.0,0.0,0.0
0.09,0.0,7.8762404e-317,0.0,0.0,0.0
0.092,0.0,6.46204999e-315,0.0,0.0,0.0
0.094,0.0,5.23095280877e-313,0.0,0.0,0.0
0.096,0.0,4.1778267468827e-311,0.0,0.0,0.0
0.098,0.0,3.2921467441816e-309,0.0,0.0,0.0
0.1,0.0,2.5595704037974378e-307,0.0,0.0,0.0
0.10200000000000001,0.0,1.963424065083876e-305,0.0,0.0,0.0
0.10400000000000001,0.0,1.4860050144770044e-303,0.0,0.0,0.0
0.106,0.0,1.109648870693173e-301,0.0,0.0,0.0
0.108,0.0,8.175418837727498e-300,0.0,0.0,0.0
0.11,0.0,5.942833770752277e-298,0.0,0.0,0.0
0.112,0.0,4.262224186039351e-296,0.0,0.0,0.0
0.114,0.0,3.016047180833229e-294,0.0,0.0,0.0
0.116,0.0,2.1057126601311176e-292,0.0,0.0,0.0
0.11800000000000001,0.0,1.4505049685512737e-290,0.0,0.0,0.0
0.12,0.0,9.85821915590152e-289,0.0,0.0,0.0
0.122,0.0,6.610538696369892e-287,0.0,0.0,0.0
0.124,0.0,4.373552763700897e-285,0.0,0.0,0.0
0.126,0.0,2.8549008123896036e-283,0.0,0.0,0.0
0.128,0.0,1.8386827995079845e-281,0.0,0.0,0.0
0.13,0.0,1.1683736068710941e-279,0.0,0.0,0.0
0.132,0.0,7.325137777576573e-278,0.0,0.0,0.0
0.134,0.0,4.531155774596192e-276,0.0,0.0,0.0
0.136,0.0,2.765421425903865e-274,0.0,0.0,0.0
0.138,0.0,1.665224489430976e-272,0.0,0.0,0.0
0.14,0.0,9.89335038264472e-271,0.0,0.0,0.0
0.14200000000000002,0.0,5.799267300893042e-269,0.0,0.0,0.0
0.14400000000000002,0.0,3.3539918163064787e-267,0.0,0.0,0.0
0.146,0.0,1.9138592950598664e-265,0.0,0.0,0.0
0.148,0.0,1.0774996759084421e-263,0.0,0.0,0.0
0.15,0.0,5.985265582599471e-262,0.0,0.0,0.0
0.152,0.0,3.280264312834216e-260,0.0,0.0,0.0
0.154,0.0,1.7737539989645809e-258,0.0,0.0,0.0
0.156,0.0,9.463179356304932e-257,0.0,0.0,0.0
0.158,0.0,4.981267798389295e-255,0.0,0.0,0.0
0.16,0.0,2.5870322636031508e-253,0.0,0.0,0.0
0.162,0.0,1.3256318644275739e-251,0.0,0.0,0.0
0.164,0.0,6.701980499653945e-250,0.0,1.5e-323,0.0
0.166,0.0,3.3430472918619367e-248,0.0,1.487e-321,0.0
0.168,0.0,1.6452845371144623e-246,0.0,1.2709e-319,0.0
0.17,0.0,7.989114531207485e-245,0.0,1.0726506e-317,0.0
0.17200000000000001,0.0,3.8275018885505434e-243,0.0,8.93207087e-316,0.0
0.17400000000000002,0.0,1.8092197310427944e-241,0.0,7.3380721723e-314,0.0
0.176,0.0,8.437744150549947e-240,0.0,5.94768152971e-312,0.0
0.178,0.0,3.882581000780735e-238,0.0,4.75608209531104e-310,0.0
0.18,0.0,1.7626814445931212e-236,4e-323,3.752207855576706e-308,0.0
0.182,0.0,7.895620681105944e-235,4.526e-321,2.9205210730070143e-306,0.0
0.184,0.0,3.489457027566718e-233,5.3159e-319,2.242692395698089e-304,0.0
0.186,0.0,1.5215581975342004e-231,6.145975e-317,1.6990845372178988e-302,0.0
0.188,0.0,6.546036421085996e-230,6.99627322e-315,1.2699779360840991e-300,0.0
0.19,0.0,2.7786087679173973e-228,7.8415704654e-313,9.365118473420941e-299,0.0
0.192,0.0,1.1636852286989792e-226,8.653656635875e-311,6.813437679454763e-297,0.0
0.194,0.0,4.80842422826282e-225,9.402786821759784e-309,4.890521952068535e-295,0.0
0.196,0.0,1.9603299144943385e-223,1.005944087108902e-306,3.463219758403779e-293,0.0
0.198,0.0,7.88523594728663e-222,1.059623095934022e-304,2.419584546628891e-291,0.0
0.2,0.0,3.129387577845151e-220,1.0989787897555802e-302,1.6677750321203522e-289,0.0
0.202,0.0,1.2253584523294409e-218,1.1222446063961324e-300,1.1341488278927049e-287,0.0
0.20400000000000001,0.0,4.733976336317735e-217,1.1283557966341358e-298,7.609192024869682e-286,0.0
0.20600000000000002,0.0,1.8044637001650194e-215,1.117030221303499e-296,5.036663722003239e-284,0.0
0.20800000000000002,0.0,6.786242153023343e-214,1.0887899494209112e-294,3.289147002035096e-282,0.0
0.21,0.0,2.5180809669872574e-212,1.0449213544645057e-292,2.1191394145559662e-280,0.0
0.212,0.0,9.218688994359097e-211,9.87377956982659e-291,1.3470127055862425e-278,0.0
0.214,0.0,3.329873784336937e-209,9.186362342465624e-289,8.44733609172516e-277,0.0
0.216,0.0,1.1867124981977175e-207,8.415192148645797e-287,5.2264135879873774e-275,0.0
0.218,0.0,4.172750286423706e-206,7.590053263843428e-285,3.1902424882379288e-273,0.0
0.22,0.0,1.4476327855516413e-204,6.74040406157357e-283,1.921230779745274e-271,0.0
0.222,0.0,4.9551129711907963e-203,5.893690978757348e-281,1.1414878630032411e-269,0.0
0.224,0.0,1.6734311381342398e-201,5.073984212355321e-279,6.691122526570045e-268,0.0
0.226,0.0,5.575980760426769e-200,4.301017241756817e-277,3.869568955011956e-266,0.0
0.228,0.0,1.8331323546377707e-198,3.5896621584053704e-275,2.2078121617687577e-264,0.0
0.23,0.0,5.946008343463154e-197,2.949825267705165e-273,1.2427895052492201e-262,0.0
0.232,0.0,1.902901643360974e-195,2.3867082114168206e-271,6.901904703808443e-261,0.0
0.234,0.0,6.008503292084051e-194,1.9013526945457176e-269,3.7816058963352386e-259,0.0
0.23600000000000002,0.0,1.8718687807010588e-192,1.491373297831855e-267,2.044181726685196e-257,0.0
0.23800000000000002,0.0,5.753652574985016e-191,1.1517822009365734e-265,1.0901811422474475e-255,0.0
0.24,0.0,1.7449018480578198e-189,8.758196483508569e-264,5.736060964774133e-254,0.0
0.242,0.0,5.2210458421913766e-188,6.557213532750749e-262,2.97758921044e-252,0.0
0.244,0.0,1.5413566684884466e-186,4.833751170977089e-260,1.524936421519462e-250,0.0
0.246,0.0,4.4896028012293425e-185,3.5084038215023666e-258,7.705035163196621e-249,0.0
0.248,0.0,1.2902439471557525e-183,2.5072358085717912e-256,3.840903948671573e-247,0.0
0.25,0.0,3.6584310624372786e-182,1.7641727499771802e-254,1.8889836694072023e-245,0.0
0.252,0.0,1.0234745708886975e-180,1.2222142940377354e-252,9.165557712317636e-244,0.0
0.254,0.0,2.8249994852395862e-179,8.337079233275603e-251,4.387584836446916e-242,0.0
0.256,0.0,7.693409063427749e-178,5.599391331205442e-249,2.07218295141258e-240,0.0
0.258,0.0,2.067180558906495e-176,3.7027810597701915e-247,9.655318533341261e-239,0.0
0.26,0.0,5.480209163996392e-175,2.4108798540041427e-245,4.4385493935549504e-237,0.0
0.262,0.0,1.4334250596119757e-173,1.5455512955299372e-243,2.0130355826226396e-235,0.0
0.264,0.0,3.69923555176005e-172,9.755546434779558e-242,9.007365597792726e-234,0.0
0.266,0.0,9.419071969534163e-171,6.062895721546326e-240,3.976308538021747e-232,0.0
0.268,0.0,2.3662649988499304e-169,3.709957360901869e-238,1.731802286123953e-230,0.0
0.27,0.0,5.865131852644174e-168,2.235208596787778e-236,7.441363006548201e-229,0.0
0.272,0.0,1.43433737583413e-166,1.3259511407719045e-234,3.154587835987835e-227,0.0
